文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_028_chunk1,text,Zircaloy-2 irradiated to fluences of 1.0 to $3 . 0 \times 1 0 ^ { 2 1 }$ neutrons $( \mathrm { n } ) / \mathrm { c m } ^ { 2 } \left( E > 1 \ \mathrm { M e V } \right)$ and tested in inert and 0.3- torr iodine atmospheres at $3 2 2 \sim 3 3 5 ^ { \circ } \mathrm { C } .$,Zircaloy-2,irradiated,irradiation,tensile,,,,,,,,,,,,,,,,,,322.0,inert,,,,1e+21,,inert,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_028_chunk1,text,Zircaloy-2 irradiated to fluences of 1.0 to $3 . 0 \times 1 0 ^ { 2 1 }$ neutrons $( \mathrm { n } ) / \mathrm { c m } ^ { 2 } \left( E > 1 \ \mathrm { M e V } \right)$ and tested in inert and 0.3- torr iodine atmospheres at $3 2 2 \sim 3 3 5 ^ { \circ } \mathrm { C } .$,Zircaloy-2,irradiated,irradiation,tensile,,,,,,,,,,,,,,,,,,335.0,inert,,,,3e+21,,inert,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_028_chunk1,text,Zircaloy-2 irradiated to fluences of 1.0 to $3 . 0 \times 1 0 ^ { 2 1 }$ neutrons $( \mathrm { n } ) / \mathrm { c m } ^ { 2 } \left( E > 1 \ \mathrm { M e V } \right)$ and tested in inert and 0.3- torr iodine atmospheres at $3 2 2 \sim 3 3 5 ^ { \circ } \mathrm { C } .$,Zircaloy-2,irradiated,irradiation,tensile,,,,,,,,,,,,,,,,,,322.0,iodine,,,,1e+21,,0.3-torr iodine,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_028_chunk1,text,Zircaloy-2 irradiated to fluences of 1.0 to $3 . 0 \times 1 0 ^ { 2 1 }$ neutrons $( \mathrm { n } ) / \mathrm { c m } ^ { 2 } \left( E > 1 \ \mathrm { M e V } \right)$ and tested in inert and 0.3- torr iodine atmospheres at $3 2 2 \sim 3 3 5 ^ { \circ } \mathrm { C } .$,Zircaloy-2,irradiated,irradiation,tensile,,,,,,,,,,,,,,,,,,335.0,iodine,,,,3e+21,,0.3-torr iodine,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_028_chunk1,text,"For irradiated materials tested in air, it was shown that plastic strain at the maximum load decreased by more than an order of magnitude relative to unirradiated material, especially under plane-stress conditions.",Zircaloy-2,irradiated,testing,tensile,,,,,,,,,,,,,,,,,,,air,,,,,,air,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_028_chunk1,text,Oxygen level was near 1200 ppm.,Zircaloy-2,,,,,,,,,,,,,,"{'value': 1200.0, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,ppm,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_028_chunk1,text,Materials A and B were cold rolled 60 percent followed by a recrystallization anneal at ${ 5 7 7 ^ { \circ } } \mathrm { C }$ for $^ { 4 \mathrm { ~ h ~ } }$,Zircaloy-2,cold rolled and recrystallized,cold rolling and annealing,,,,,,,,,,,,,,,,,,,577.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_028_chunk1,text,Material K was cross rolled at $6 5 0 { ^ \circ } \mathrm { C }$ and recrystallized at ${ 7 0 0 ^ { \circ } C }$ for $_ { 0 . 2 5 \mathrm { ~ h ~ } }$,Zircaloy-2,cross rolled and recrystallized,cross rolling and annealing,,,,,,,,,,,,,,,,,,,700.0,,,,,,0.25,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_028_chunk1,text,Material $\mathbf { D }$ was cold rolled 50 percent and recrystallized at $7 5 0 \textdegree C$ for $0 . 7 5 \ \mathrm { h }$,Zircaloy-2,cold rolled and recrystallized,cold rolling and annealing,,,,,,,,,,,,,,,,,,,750.0,,,,,,0.75,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_028_chunk1,text,Specimens A and $\mathbf { B }$ were irradiated in a boiling water capsule in the General Electric Test Reactor. Irradiation was at $3 4 3 \circ _ { \mathrm { C } }$ in a flux near $2 \times 1 0 ^ { 1 4 }$ neutrons $( \mathbf { n } ) / \mathbf { c m } ^ { 2 } / \mathbf { s }$ EPY $( E { > } 1 \ \mathbf { M e V } )$,Zircaloy-2,irradiated,irradiation,,,,,,,,,,,,,,,,,,,343.0,boiling water,,,,,,boiling water,,,,,,,,,,,,,,,,,,
