文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_022_chunk1,1,Embrittlement of Zircaloy-4 by Liquid Cesium at 300°C,Zircaloy-4,,,,,,,,,,,,,,,,,,,,,300,liquid cesium,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_022_chunk1,1,Previous attempts to induce embrittlement of zirconium alloys by cesium at light water power reactor operating temperatures (300 to 350°C) have been unsuccessful,zirconium alloys,,,,,,,,,,,,,,,,,,,,,300,cesium,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_022_chunk1,1,Previous attempts to induce embrittlement of zirconium alloys by cesium at light water power reactor operating temperatures (300 to 350°C) have been unsuccessful,zirconium alloys,,,,,,,,,,,,,,,,,,,,,350,cesium,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_022_chunk1,1,although embrittlement has been observed in the 30 to 225°C temperature range,zirconium alloys,,,,,,,,,,,,,,,,,,,,,30,cesium,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_022_chunk1,1,although embrittlement has been observed in the 30 to 225°C temperature range,zirconium alloys,,,,,,,,,,,,,,,,,,,,,225,cesium,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_022_chunk1,1,"In the present study, reactor-grade Zircaloy-4 tube specimens suffered embrittlement in molten cesium at 300°C as well as at 40°C",Zircaloy-4,tube specimens,,,,,,,,,,,,,,,,,,,,300,molten cesium,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_022_chunk1,1,"In the present study, reactor-grade Zircaloy-4 tube specimens suffered embrittlement in molten cesium at 300°C as well as at 40°C",Zircaloy-4,tube specimens,,,,,,,,,,,,,,,,,,,,40,molten cesium,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_022_chunk1,1,embrittlement occurred only if the cesium had a low oxygen content and was contaminated with a trace of iron,Zircaloy-4,,,,,,,,,,,,,,,,,,,,,,cesium,,,,,,"low oxygen content, trace iron contamination",,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_022_chunk1,1,"The composition of Teledyne Wah Chang Albany's ingot number 394597 Q, which was used to manufacture the tubing, was Zr-1.47Sn-0.20Fe-0.12Cr",Zircaloy-4,,,,,1.47,,0.2,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_022_chunk1,1,"Chemical analysis of the tubing indicated that 21-ppm hydrogen, 34-ppm nitrogen, and 1220-ppm oxygen were present",Zircaloy-4,tubing,,chemical analysis,,,,,,,,,,,1220,,,,21,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_022_chunk1,1,Specimens were prepared by cutting nominal 0.497-in. (1.262 cm) lengths from the tubing,Zircaloy-4,specimens,cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_022_chunk2,text,the cesium and deoxidant were heated to 370 to 400°C to obtain a suitably rapid rate of deoxidation,,,deoxidation,,,,,,,,,,,,,,,,,,,,cesium,,,,,,,,,,,,,,,,,,,,,370–400,°C,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_022_chunk2,text,"A large-displacement, finite-element model was used to estimate the stress and strain distributions as a function of load for rings tested at 40 and 300°C",,,finite element modeling,diametral compression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,°C,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_022_chunk2,text,for test conducted in an inert environment at a crosshead speed of 0.02 in./min (0.051 cm/min),,,,diametral compression,,,,,,,,,,,,,,,,,,,inert environment,,,,,,,,,,,,,0.508,mm/min,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_022_chunk3,text,ring specimens consistently suffered brittle cracking at loads slightly above Y in tests at both 300°C and 40°C,,ring specimens,,mechanical test,,,,,,,,,,,,,,,,,,300,calcium-deoxidized cesium,,,,,,,,,,,,,,,,,,,,,,,,
