文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,条件哈希,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,应变率(s-1),压力(MPa),辐照剂量(dpa),通量,时间(h),气氛,密度公式,密度数据,比热容公式,比热容数据,热传导率公式,热传导率数据,弹塑性模型公式,弹塑性模型数据,热膨胀公式,热膨胀数据,辐照蠕变公式,辐照蠕变数据,辐照肿胀公式,辐照肿胀数据,腐蚀公式,腐蚀数据,硬化性能公式,硬化性能数据,额外性质
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,text,"The specimens used were tubular, 200 mm long, and cut to the length from commercial, unirradiated Zircaloy tubing. Annealed Zircaloy-2 and stress-relieved Zircaloy-4 tubing were produced under standard processes for commercial applications in light-water reactors (LWRs) by Kobe Steel Ltd. and Mitsubishi Metal Corp., respectively.",Zircaloy-2,annealed,standard commercial processes,load relaxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""specimen_type"": ""tubular"", ""length"": ""200 mm"", ""outside_diameter"": ""12.523 mm"", ""inside_diameter"": ""10.795 mm"", ""irradiation_status"": ""unirradiated"", ""manufacturer"": ""Kobe Steel Ltd.""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,text,"The specimens used were tubular, 200 mm long, and cut to the length from commercial, unirradiated Zircaloy tubing. Annealed Zircaloy-2 and stress-relieved Zircaloy-4 tubing were produced under standard processes for commercial applications in light-water reactors (LWRs) by Kobe Steel Ltd. and Mitsubishi Metal Corp., respectively.",Zircaloy-4,stress-relieved,standard commercial processes,load relaxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""specimen_type"": ""tubular"", ""length"": ""200 mm"", ""outside_diameter"": ""10.72 mm"", ""inside_diameter"": ""9.48 mm"", ""irradiation_status"": ""unirradiated"", ""manufacturer"": ""Mitsubishi Metal Corp.""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,text,Table 1 summarizes the experimental condition and the results of the repeated tension-relaxation tests of Zircaloy-2 and -4 at 648 K. The test is performed by using a single specimen. The strain rate during tensile deformation was 8.3×10⁻⁵ s⁻¹.,Zircaloy-2,annealed,tensile deformation,repeated tension-relaxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""strain_rate"": ""8.3×10⁻⁵ s⁻¹"", ""relaxation_time"": ""28.8 ks"", ""stress_relaxation"": ""increases with strain hardening"", ""accumulated_strain"": ""0.9 to 1.8%""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,text,Table 1 summarizes the experimental condition and the results of the repeated tension-relaxation tests of Zircaloy-2 and -4 at 648 K. The test is performed by using a single specimen. The strain rate during tensile deformation was 8.3×10⁻⁵ s⁻¹.,Zircaloy-4,stress-relieved,tensile deformation,repeated tension-relaxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""strain_rate"": ""8.3×10⁻⁵ s⁻¹"", ""relaxation_time"": ""28.8 ks""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,Table 1,TABLE 1—Data of tension-relaxation tests at 648 K,Zircaloy-2,,,tension-relaxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""plastic_strain"": ""1.00%"", ""elastic_deformation"": ""0.77%"", ""stress_start"": ""174 MPa"", ""stress_relaxation"": ""68 MPa""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,Table 1,TABLE 1—Data of tension-relaxation tests at 648 K,Zircaloy-2,,,tension-relaxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""plastic_strain"": ""1.86%"", ""elastic_deformation"": ""1.61%"", ""stress_start"": ""190 MPa"", ""stress_relaxation"": ""77 MPa""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,Table 1,TABLE 1—Data of tension-relaxation tests at 648 K,Zircaloy-2,,,tension-relaxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""plastic_strain"": ""3.71%"", ""elastic_deformation"": ""3.43%"", ""stress_start"": ""218 MPa"", ""stress_relaxation"": ""96 MPa""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,Table 1,TABLE 1—Data of tension-relaxation tests at 648 K,Zircaloy-2,,,tension-relaxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""plastic_strain"": ""5.55%"", ""elastic_deformation"": ""5.25%"", ""stress_start"": ""234 MPa"", ""stress_relaxation"": ""104 MPa""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,Table 1,TABLE 1—Data of tension-relaxation tests at 648 K,Zircaloy-2,,,tension-relaxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""plastic_strain"": ""1.00%"", ""elastic_deformation"": ""0.78%"", ""stress_start"": ""168 MPa"", ""stress_relaxation"": ""58 MPa""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,Table 1,TABLE 1—Data of tension-relaxation tests at 648 K,Zircaloy-2,,,tension-relaxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""plastic_strain"": ""1.02%"", ""elastic_deformation"": ""0.82%"", ""stress_start"": ""156 MPa"", ""stress_relaxation"": ""39 MPa""}"
