alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
Zircaloy-4,{},,"{'temp_C': None, 'temp_K': None, 'dpa': None, 'corrosion_rate': None, 'environment': None}",39f78ea3ccb0,0.9,,The starting material for this study was a 4.25-in. (108 mm) diameter forged bar of Zircaloy-4.,judgement,,p.1,starting material,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_006_chunk1,forged bar,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'temp_K': None, 'dpa': None, 'corrosion_rate': None, 'environment': None}",39f78ea3ccb0,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.1,starting material,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_006_chunk1,forged bar,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'temp_K': None, 'dpa': None, 'corrosion_rate': None, 'environment': None}",39f78ea3ccb0,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.1,starting material,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_006_chunk1,forged bar,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'temp_K': None, 'dpa': None, 'corrosion_rate': None, 'environment': None}",39f78ea3ccb0,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.1,starting material,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_006_chunk1,forged bar,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'temp_K': None, 'dpa': None, 'corrosion_rate': None, 'environment': None}",39f78ea3ccb0,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.1,starting material,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_006_chunk1,forged bar,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'temp_K': None, 'dpa': None, 'corrosion_rate': None, 'environment': None}",39f78ea3ccb0,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.1,starting material,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_006_chunk1,forged bar,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'temp_K': None, 'dpa': None, 'corrosion_rate': None, 'environment': None}",39f78ea3ccb0,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.1,starting material,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_006_chunk1,forged bar,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'temp_K': None, 'dpa': None, 'corrosion_rate': None, 'environment': None}",39f78ea3ccb0,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.1,starting material,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_006_chunk1,forged bar,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'temp_K': None, 'dpa': None, 'corrosion_rate': None, 'environment': None}",39f78ea3ccb0,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.1,starting material,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_006_chunk1,forged bar,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'temp_K': None, 'dpa': None, 'corrosion_rate': None, 'environment': None}",39f78ea3ccb0,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.1,starting material,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_006_chunk1,forged bar,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'temp_K': None, 'dpa': None, 'corrosion_rate': None, 'environment': None}",39f78ea3ccb0,0.9,,This bar was sectioned and machined into extrusion billets 3.9 in. (99 mm) in outside diameter and 1 in. (25.4 mm) in inside diameter.,measurement,,p.1,machining,outside diameter,in,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_006_chunk1,extrusion billets,,mm,99.0,,
Zircaloy-4,{},,"{'temp_C': None, 'temp_K': None, 'dpa': None, 'corrosion_rate': None, 'environment': None}",39f78ea3ccb0,0.9,,This bar was sectioned and machined into extrusion billets 3.9 in. (99 mm) in outside diameter and 1 in. (25.4 mm) in inside diameter.,measurement,,p.1,machining,inside diameter,in,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_006_chunk1,extrusion billets,,mm,25.4,,
Zircaloy-4,{},,"{'temp_C': None, 'temp_K': None, 'dpa': None, 'corrosion_rate': None, 'environment': None}",39f78ea3ccb0,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.1,machining,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_006_chunk1,extrusion billets,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'temp_K': None, 'dpa': None, 'corrosion_rate': None, 'environment': None}",39f78ea3ccb0,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.1,machining,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_006_chunk1,extrusion billets,,,,,
