文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,abstract,"The principal studies were conducted at 400, 450, 475, and 500 C in steam at 1700 psig",Zircaloy-2,as-fabricated,,corrosion,,,,,,,,,,,,,,,,,,400,steam,11.72,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,abstract,"The principal studies were conducted at 400, 450, 475, and 500 C in steam at 1700 psig",Zircaloy-2,as-fabricated,,corrosion,,,,,,,,,,,,,,,,,,450,steam,11.72,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,abstract,"The principal studies were conducted at 400, 450, 475, and 500 C in steam at 1700 psig",Zircaloy-2,as-fabricated,,corrosion,,,,,,,,,,,,,,,,,,475,steam,11.72,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,abstract,"The principal studies were conducted at 400, 450, 475, and 500 C in steam at 1700 psig",Zircaloy-2,as-fabricated,,corrosion,,,,,,,,,,,,,,,,,,500,steam,11.72,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,abstract,Materials tested were: five lots of Zircaloy-2; one lot of Ozhennite (Zr-0.2Sn-0.1Fe-0.1Ni-0.1Nb) and one lot of crystal bar zirconium,Zircaloy-2,,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,abstract,As-fabricated (rolled or extruded) Zircaloy-2 underwent a rapid approach to failure in tests at 475 and 500 C,Zircaloy-2,as-fabricated,rolled or extruded,corrosion,,,,,,,,,,,,,,,,,,475,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,abstract,As-fabricated (rolled or extruded) Zircaloy-2 underwent a rapid approach to failure in tests at 475 and 500 C,Zircaloy-2,as-fabricated,rolled or extruded,corrosion,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,abstract,Heat treatments (α and β anneals) delayed the catastrophic attack on Zircaloy-2 but not on crystal bar zirconium,Zircaloy-2,heat treated,α and β anneals,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,introduction,Kass [5] reported poor corrosion resistance for Zircaloy-2 at 510 C,Zircaloy-2,,,corrosion,,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,introduction,Bourgeois and Chirigos [6] reported that alpha-annealed Zircaloy-2 formed a non-adherent white oxide after 1 day at 510 C,Zircaloy-2,alpha-annealed,alpha anneal,corrosion,,,,,,,,,,,,,,,,,,510,,,,,,24,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,introduction,"beta-quenched specimens were more resistant, but 0.080-in. thick specimens failed completely between 15 and 21 days",Zircaloy-2,beta-quenched,beta quench,corrosion,,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,,,,,,,,,,360–504,h,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,introduction,Weinstein and Holtz [7] found that Zircaloy-2 disintegrated in steam at 480 C within 97 h,Zircaloy-2,,,corrosion,,,,,,,,,,,,,,,,,,480,steam,,,,,,,,,,,,,,,,,,,,,97,h,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,experimental,Specimen thicknesses after etching were 0.025 to 0.035 in,Zircaloy-2,etched,etching,preparation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.635–0.889,mm
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk2,text,specimens ${ \sim } 0 . 0 3 0$ EPY in. thick were essentially penetrated locally in 1 day at $5 0 0 \mathrm { C }$ and in 5 days at $4 7 5 \mathrm { { C } }$,Zircaloy-2,,,autoclave,,,,,,,,,,,,,,,,,,475.0,steam,,,,,120.0,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk2,text,Ozhennite was resistant to the nodular attack,Ozhennite,,,autoclave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
