alloy_name,composition,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
Zircaloy-2,{},"{'temp_C': 400, 'medium': 'steam', 'pressure_MPa': 11.72, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",a29010099299,0.9,corrosion,"The principal studies were conducted at 400, 450, 475, and 500 C in steam at 1700 psig",judgement,,abstract,,corrosion behavior,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,as-fabricated,corrosion,,,,
Zircaloy-2,{},"{'temp_C': 400, 'medium': 'steam', 'pressure_MPa': 11.72, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",a29010099299,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,abstract,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,as-fabricated,,,,,
Zircaloy-2,{},"{'temp_C': 400, 'medium': 'steam', 'pressure_MPa': 11.72, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",a29010099299,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,abstract,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,as-fabricated,,,,,
Zircaloy-2,{},"{'temp_C': 400, 'medium': 'steam', 'pressure_MPa': 11.72, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",a29010099299,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,abstract,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,as-fabricated,,,,,
Zircaloy-2,{},"{'temp_C': 400, 'medium': 'steam', 'pressure_MPa': 11.72, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",a29010099299,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,abstract,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,as-fabricated,,,,,
Zircaloy-2,{},"{'temp_C': 400, 'medium': 'steam', 'pressure_MPa': 11.72, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",a29010099299,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,abstract,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,as-fabricated,,,,,
Zircaloy-2,{},"{'temp_C': 400, 'medium': 'steam', 'pressure_MPa': 11.72, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",a29010099299,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,abstract,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,as-fabricated,,,,,
Zircaloy-2,{},"{'temp_C': 400, 'medium': 'steam', 'pressure_MPa': 11.72, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",a29010099299,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,abstract,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,as-fabricated,,,,,
Zircaloy-2,{},"{'temp_C': 400, 'medium': 'steam', 'pressure_MPa': 11.72, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",a29010099299,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,abstract,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,as-fabricated,,,,,
Zircaloy-2,{},"{'temp_C': 450, 'medium': 'steam', 'pressure_MPa': 11.72, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3f15faa81d23,0.9,corrosion,"The principal studies were conducted at 400, 450, 475, and 500 C in steam at 1700 psig",judgement,,abstract,,corrosion behavior,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_020_chunk1,as-fabricated,corrosion,,,,
