文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,条件哈希,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,应变率(s-1),压力(MPa),辐照剂量(dpa),通量,时间(h),气氛,密度公式,密度数据,比热容公式,比热容数据,热传导率公式,热传导率数据,弹塑性模型公式,弹塑性模型数据,热膨胀公式,热膨胀数据,辐照蠕变公式,辐照蠕变数据,辐照肿胀公式,辐照肿胀数据,腐蚀公式,腐蚀数据,硬化性能公式,硬化性能数据,额外性质
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk1,205(fig),"Accelerated corrosion, 205(fig)",,,,Accelerated corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk1,"658-665, 667 675(figs), 676(table)","Accelerated growth, 658-665, 667 675(figs), 676(table)",,,,Accelerated growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk1,658677,"Accelerated irradiation growth Zircaloy-4 fuel rods, 658677",Zircaloy-4,fuel rods,,Accelerated irradiation growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk1,513-514,"Accelerated oxidation, 513-514",,,,Accelerated oxidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk1,"386387, 466","Acicular structures, 386387, 466",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""microstructure"": ""Acicular structures""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk1,"171(fig), 442444","Activitation energy, 171(fig), 442444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""activation_energy"": ""reported""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk1,247,"Advanced Test Reactor (ATR) radiation exposures, 247",,,,Radiation exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk1,268,"Advanced water breeder applications program tests (AWBA), 268",,,,AWBA tests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk1,"453(table), 454456(figs). 458 461(figs, 470","Aging effects on beta-quenched zircaloy-4, 453(table), 454456(figs). 458 461(figs, 470",Zircaloy-4,beta-quenched,aging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aging_effects"": ""reported""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk1,187201,"Alkali dissociation, 187201, discussion, 735",,,,Alkali dissociation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk1,"347348, 353(figs), 355 357(figs)","Alloying elements Zircaloy-2, 347348, 353(figs), 355 357(figs), discussion, 744",Zircaloy-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""alloying_elements_effects"": ""reported""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk1,"436 448(figs, tables)","Alpha-zirconium diffusion of transition elements, 436 448(figs, tables) discussion, 751",,alpha-zirconium,,Diffusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""diffusion_coefficient"": ""transition elements""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk1,513,"Alumina polishing effect on oxidation rate, 513",,,alumina polishing,Oxidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""surface_treatment_effect"": ""alumina polishing on oxidation rate""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk2,"572, 586588",effect of crystal textures,,,,creep testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""crystal_textures_effect"": ""mentioned""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk2,"622, 628637(figs, tables)",influence of tin content in zirconium alloys,zirconium alloys,,,creep testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""tin_content_influence"": ""mentioned""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk2,678679,Zircaloy cladding,Zircaloy,cladding,,creep testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk3,155(table),Hydride test materials,,test materials,,hydride testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk3,"57(figs), 11-23, 14",Hydriding CANDU-PHW reactor pressure tubes,,pressure tubes,hydriding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk3,"158-161(tables, figs)",laboratory (out of reactor) results,,,,laboratory testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk3,"267-275(tables), 281-285",irradiated zircaloy fuel rods,Zircaloy,fuel rods,irradiated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk3,"549-567(figs, tables)",Hydrogen uptake of irradiated zircaloy-4,Zircaloy-4,irradiated,,hydrogen uptake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk3,"204, 207-210, 216, 222-226(table, figs)",In-pile corrosion testing Zircaloy cladding,Zircaloy,cladding,,corrosion testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk3,"269-276, 282",Zircaloy irradiated fuel rods,Zircaloy,fuel rods,irradiated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk3,315-333,Zircaloy-2 performance ranking,Zircaloy-2,,,performance ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk3,587-588,anisotropic creep behavior,,,,creep testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""behavior"": ""anisotropic""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk3,400(figs),Inspection liner thickness measurement,,liner,,thickness measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk4,"166, 181","corrosion of zircaloy cladding, 166, 181",Zircaloy,cladding,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"discussed pages 166, 181",,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk4,"168, 204","Zircaloy cladding in pressure water reactors, 168, 204",Zircaloy,cladding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""oxide_thickness"": ""mentioned""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk4,172175(figs),"Neutron flux, 172175(figs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""neutron_flux"": ""shown in figures 172-175""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk4,187201,"oxide porosity, 187201, discussion, 735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""oxide_porosity"": ""discussed pages 187-201""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk4,189191(figs),"lithium accelerated corrosion of zircaloy-4, 189191(figs)",Zircaloy-4,,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,accelerated by lithium,,,"{""oxide_thickness"": ""shown in figures 189-191""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk5,142-147(figs),nodular corrosion,Zircaloy,,,corrosion performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""corrosion_type"": ""nodular""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_048_chunk5,342(fig),Recrystallization autoclave corrosion,Zircaloy,recrystallized,autoclave testing,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
