文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_027_chunk1,abstract,Neutron radiography was shown to be effective for detection of hydrogen in thin-walled Zircaloy-2 tubing to a lower limit of 500 to 700 ppm,Zircaloy-2,cladding,post-irradiation,neutron radiography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500–700,ppm,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_027_chunk1,abstract,sensitivity of about ±400 ppm through the center of the tube and ±200 ppm through the wall of the tube at the 1000-ppm level,Zircaloy-2,tubing,,neutron radiography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,ppm,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_027_chunk1,experimental,Chemical analyses were performed by extracting hydrogen at 1300 C in a high vacuum,,,hydrogen analysis,vacuum extraction,,,,,,,,,,,,,,,,,,1300,high vacuum,,,,,,,,,,,,,,,,,,,,,1300,°C,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_027_chunk1,experimental,the over-all coefficient of variation is 3.0 percent and the 95 percent confidence limit is ±2.0 percent of value,,,hydrogen analysis,vacuum extraction,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,density units,,,,,,,,,650000,n/cm²·sec,,,3.0,wt%,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_027_chunk1,experimental,dysprosium indirect transfer screens were put in contact with X-ray film for approximately 24 h,,,neutron radiography,neutron radiography,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,24,h,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_027_chunk1,results,regions adjacent to known defects and the regions not previously suspected to be defective are rich in hydrogen,Zircaloy-2,fuel cladding,irradiated,neutron radiography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_027_chunk2,Fig. 3a,The first such radiographic detection of hydrides is shown in Fig. 3a. This defective $\mathrm { { U O } _ { 2 } }$ powder fuel rod showed a circumferential crack (detected by internal gas pressurization) at the upper Zircaloy-2 end plug.,Zircaloy-2,defective fuel rod with circumferential crack,,radiographic detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_027_chunk2,Fig. 3b,Subsequent metallographic examination of the crack and adjacent hydride transition zone (Fig. 3b) showed this region to be severely hydrided.,Zircaloy-2,crack and adjacent hydride transition zone,,metallographic examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_027_chunk2,Fig. 4a,"Neutrographs were then made of another defective powder fuel rod that had suspicious ""bulges"" along its length (Fig. $4 a \mathrm { \dot { } }$ ; the dark spot at $B$ corresponds to a bulge of 0.025 to $0 . 0 3 8 ~ \mathrm { c m }$ detected during visual examination",,defective powder fuel rod with bulges,,visual examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025–0.038,cm,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_027_chunk2,Fig. 4c,"The darkness in the etched sections of cladding (Fig. 4c) is due to massive hydriding $( < 1 5 , 0 0 0 ~ \mathsf { p p m } )$",,etched sections of cladding,,metallographic examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
