文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,条件哈希,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,应变率(s-1),压力(MPa),辐照剂量(dpa),通量,时间(h),气氛,密度公式,密度数据,比热容公式,比热容数据,热传导率公式,热传导率数据,弹塑性模型公式,弹塑性模型数据,热膨胀公式,热膨胀数据,辐照蠕变公式,辐照蠕变数据,辐照肿胀公式,辐照肿胀数据,腐蚀公式,腐蚀数据,硬化性能公式,硬化性能数据,额外性质
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk1,p. 658677,"annealed Zircaloy-2 (which normally exhibits low, saturating growth strains) exhibited accelerated growth to rates comparable with cold-worked Zircaloy-2 after irradiation to fluences > 4 × 10²⁵ n·m⁻² at normal reactor operating temperatures (about 553 K)",Zircaloy-2,annealed,annealing,neutron irradiation,,,,,,,,,,,,,,,,,,,,,,,,4e+25,,,,,,,,,,,,,,,,,,,,,"{""irradiation_growth_behavior"": ""accelerated growth after incubation period"", ""growth_strain"": ""low, saturating initially then accelerates"", ""texture_factor"": ""f_c ~ 0.1"", ""grain_size"": ""indicated where available""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk1,p. 658677,"25% cold-worked Zircaloys at the same temperature (that is, an increase in the already high rate of growth at least for fluences up to 6 × 10²⁵ n·m⁻²)",Zircaloy-2,cold-worked,25% cold work,neutron irradiation,,,,,,,,,,,,,,,,,,,,,,,,6e+25,,,,,,,,,,,,,,,,,,,,,"{""irradiation_growth_behavior"": ""consistently high growth rate"", ""growth_strain"": ""high rate maintained"", ""texture_factor"": ""f_c ~ 0.1""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk1,p. 658677,"higher rates of accelerated growth at fluences > 4 × 10²⁵ n·m⁻² in iodide-grade single crystal zirconium compared with zone-refined single crystal zirconium (containing about 3000 and 2000 μg/g of impurities, respectively)",zirconium,single crystal,,neutron irradiation,,,,,,,,,,,,,,,,,,,,,,,,4e+25,,,,,,,,,,,,,,,,,,,,,"{""impurity_content"": ""~3000 μg/g"", ""irradiation_growth_rate"": ""higher accelerated growth"", ""crystal_structure"": ""single crystal""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk1,p. 658677,"zone-refined single crystal zirconium (containing about 3000 and 2000 μg/g of impurities, respectively)",zirconium,single crystal,zone refining,neutron irradiation,,,,,,,,,,,,,,,,,,,,,,,,4e+25,,,,,,,,,,,,,,,,,,,,,"{""impurity_content"": ""~2000 μg/g"", ""irradiation_growth_rate"": ""lower accelerated growth compared to iodide-grade"", ""crystal_structure"": ""single crystal""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk2,Fig. 2,The growth rates show the same temperature dependence in each case even though the rates for cold-worked Zircaloys are an order of magnitude higher than annealed Zircaloys,Zircaloys,annealed,,irradiation growth,,,,,,,,,,,,,,,,,,,,,,,,2e+25,,,,,,,,,,,,,,,,,,,,,"{""irradiation_growth_rate"": ""increases slowly with increasing temperature"", ""growth_regime"": ""normal (pre-breakaway)""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk2,Fig. 2,The growth rates show the same temperature dependence in each case even though the rates for cold-worked Zircaloys are an order of magnitude higher than annealed Zircaloys,Zircaloys,cold-worked,,irradiation growth,,,,,,,,,,,,,,,,,,,,,,,,2e+25,,,,,,,,,,,,,,,,,,,,,"{""irradiation_growth_rate"": ""order of magnitude higher than annealed Zircaloys"", ""growth_regime"": ""normal (pre-breakaway)""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk2,text,"As the temperature is increased >553 K for annealed, and >600 K for cold-worked Zircaloys) increasingly higher or accelerated rates of growth can be exhibited",Zircaloys,annealed,,irradiation growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""irradiation_growth_rate"": ""accelerated rates"", ""growth_regime"": ""accelerated (post-breakaway)""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk2,text,"As the temperature is increased >553 K for annealed, and >600 K for cold-worked Zircaloys) increasingly higher or accelerated rates of growth can be exhibited",Zircaloys,cold-worked,,irradiation growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""irradiation_growth_rate"": ""accelerated rates"", ""growth_regime"": ""accelerated (post-breakaway)""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk2,text,Zircaloy-2 (Zr1.55n·0.15Fe·0.1Cr·0.05Ni by wt%),Zircaloy-2,,,,,"{'value': 98.2, 'unit': 'wt%', 'raw_unit': 'wt%'}","{'value': 1.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 0.15, 'unit': 'wt%', 'raw_unit': 'wt%'}","{'value': 0.1, 'unit': 'wt%', 'raw_unit': 'wt%'}","{'value': 0.05, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk2,text,Zircaloy-4 (Zr-1.5Sn-0.2Fe-0.2Cr by wt%),Zircaloy-4,,,,,"{'value': 98.1, 'unit': 'wt%', 'raw_unit': 'wt%'}","{'value': 1.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 0.2, 'unit': 'wt%', 'raw_unit': 'wt%'}","{'value': 0.2, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk4,Fig. 9b,Zircaloy-2 irradiated at 685 K to a fluence of 5.5×10²⁵ n·m⁻²,Zircaloy-2,irradiated,irradiation,irradiation,,,,,,,,,,,,,,,,,,,,,,,,5.5e+25,,,,,,,,,,,,,,,,,,,,,"{""microstructure"": ""precipitates or precipitate-like defects and c-component dislocation loops"", ""precipitation"": ""widespread precipitation/solute dispersion of Zr-Cr-Fe, Zr-FeNi, or Zr-Sn-Fe"", ""alloying_elements"": ""dispersion of chromium, iron, and nickel""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk4,Fig. 10a,annealed Excel alloy irradiated at 700 K to a fluence of 1.5×10²⁶ n·m⁻²,Excel,annealed,annealed and irradiated,irradiation,,,,,,,,,,,,,,,,,,,,,,,,1.5e+26,,,,,,,,,,,,,,,,,,,,,"{""microstructure"": ""c-component dislocations and precipitates"", ""precipitation"": ""precipitation of niobium and tin from α-phase"", ""tin_precipitates_composition"": ""contain iron""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk4,Fig. 10b,27% cold-worked Zr-2.5 wt% Nb irradiated at 650 K to a fluence of 1.2×10²⁶ n·m⁻²,Zr-2.5Nb,27% cold-worked,cold-worked and irradiated,irradiation,,,,"{'value': 2.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,1.2e+26,,,,,,,,,,,,,,,,,,,,,"{""microstructure"": ""c-component dislocations and precipitates"", ""precipitation"": ""precipitation of niobium and tin from α-phase""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk5,Table,BT03(#5) Zr-4 560 1.0 2200 1100 35 80 10 >1300 no,Zr-4,irradiated,,irradiation,,,,,"{'value': 2200.0, 'unit': 'ppm', 'raw_unit': 'ppm'}","{'value': 1100.0, 'unit': 'ppm', 'raw_unit': 'ppm'}","{'value': 35.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,,,,"{'value': 1300.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,,"{'value': 80.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,"{'value': 10.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,,,,,,1e+25,,,,,,,,,,,,,,,,,,,,,"{""c-Loops"": ""no"", ""chemical_content_units"": ""ppm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk5,Table,BT03(#6) Zr-4 580 8.0 2200 1100 35 80 10 >1300 yes,Zr-4,irradiated,,irradiation,,,,,"{'value': 2200.0, 'unit': 'ppm', 'raw_unit': 'ppm'}","{'value': 1100.0, 'unit': 'ppm', 'raw_unit': 'ppm'}","{'value': 35.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,,,,"{'value': 1300.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,,"{'value': 80.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,"{'value': 10.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,,,,,,8e+25,,,,,,,,,,,,,,,,,,,,,"{""c-Loops"": ""yes"", ""chemical_content_units"": ""ppm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk5,Table,LZ12(A) Zr-4 644 0.1 2100 1000 30 115 30 1400 yes,Zr-4,irradiated,,irradiation,,,,,"{'value': 2100.0, 'unit': 'ppm', 'raw_unit': 'ppm'}","{'value': 1000.0, 'unit': 'ppm', 'raw_unit': 'ppm'}","{'value': 30.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,,,,"{'value': 1400.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,,"{'value': 115.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,"{'value': 30.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,,,,,,1e+24,,,,,,,,,,,,,,,,,,,,,"{""c-Loops"": ""yes"", ""chemical_content_units"": ""ppm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk5,Table,LZ3(H) Zr-2 700 1.1 1600 1050 600 125 10 1000 yes,Zr-2,irradiated,,irradiation,,,,,"{'value': 1600.0, 'unit': 'ppm', 'raw_unit': 'ppm'}","{'value': 1050.0, 'unit': 'ppm', 'raw_unit': 'ppm'}","{'value': 600.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,,,,"{'value': 1000.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,,"{'value': 125.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,"{'value': 10.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,,,,,,1.1e+25,,,,,,,,,,,,,,,,,,,,,"{""c-Loops"": ""yes"", ""chemical_content_units"": ""ppm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_042_chunk5,Table,LZ10(H) Zr-2 710 5.5 1600 1050 600 125 40 1000 yes,Zr-2,irradiated,,irradiation,,,,,"{'value': 1600.0, 'unit': 'ppm', 'raw_unit': 'ppm'}","{'value': 1050.0, 'unit': 'ppm', 'raw_unit': 'ppm'}","{'value': 600.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,,,,"{'value': 1000.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,,"{'value': 125.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,"{'value': 40.0, 'unit': 'ppm', 'raw_unit': 'ppm'}",,,,,,,5.5e+25,,,,,,,,,,,,,,,,,,,,,"{""c-Loops"": ""yes"", ""chemical_content_units"": ""ppm""}"
