文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,条件哈希,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,应变率(s-1),压力(MPa),辐照剂量(dpa),通量,时间(h),气氛,密度公式,密度数据,比热容公式,比热容数据,热传导率公式,热传导率数据,弹塑性模型公式,弹塑性模型数据,热膨胀公式,热膨胀数据,辐照蠕变公式,辐照蠕变数据,辐照肿胀公式,辐照肿胀数据,腐蚀公式,腐蚀数据,硬化性能公式,硬化性能数据,额外性质
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_034_chunk1,text,Metallographic examinations of SRA Zircaloy-4 tubings constitute the experimental data required for the determination of the accuracy of the corrosion models,Zircaloy-4,SRA (Stress Relieved Annealed) tubings,metallographic examination,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""operating_conditions"": ""One to four cycles of irradiation in 900 MWe PWRs, three cycles in four-loop PWRs, 4-5 cycles of enriched fuel rods (4.5% or 3.1% EPY 235U), 365 days in CIRENE out-of-pile loop, autoclave tests"", ""burnup_range"": ""48000 to 55000 MWd/tU"", ""environmental_parameters"": ""thermal conditions (heat flux, wall temperature), irradiation environments, chemistry data (lithium content)""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_034_chunk1,text,The different predictions obtained from the models provided a basis for discussing the laws used for modelling the effects of the main parameters on oxidation kinetics,Zircaloy-4,,,corrosion modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""model_types"": ""CEA, EPRI, ABB Atom"", ""model_approaches"": ""single-channel and multichannel thermohydraulic models"", ""key_parameters"": ""fluid temperature, surface temperature, quality and void fraction, geometrical channel characteristics, axial power history""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_034_chunk2,text,Zircaloy-4 cladding material,Zircaloy-4,cladding,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dS³/dt = K_pre exp(-Q_pre/ℛT_i) (pre-transition); dS/dT = K_post exp(-Q_post/RT_i) (post-transition); T_i = T_w + (ΦS/λ),,,,"{""oxide_thermal_conductivity"": ""0.016-0.022 W/cm·K""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_034_chunk2,table,EPRI/Garzarolli model parameters,Zircaloy,,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dS³/dt = K_pre exp(-Q_pre/ℛT_i); dS/dT = K_post exp(-Q_post/RT_i),"{'K_pre': '18.9×10⁹ μm³/d', 'Q_pre': '32289 cal/mol', 'K_post': '8.04×10⁷ + 1.054×10⁵×(φn) μm/d', 'Q_post': '27354 cal/mol'}",,,{}
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_034_chunk2,table,ABB Atom model parameters,Zircaloy,,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dS³/dt = K_pre exp(-Q_pre/ℛT_i); dS/dT = K_post exp(-Q_post/RT_i),"{'K_pre': '4.0×10¹⁰ μm³/d', 'Q_pre': '32289 cal/mol', 'K_post': '1.04×10⁸ (1+5×10⁻¹⁴×(φn)) μm/d', 'Q_post': '27354 cal/mol'}",,,{}
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_034_chunk2,table,CEA/COCHISE model parameters,Zircaloy,,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dS³/dt = K_pre exp(-Q_pre/ℛT_i); dS/dT = K_post exp(-Q_post/RT_i),"{'K_pre': '11.4×10¹⁰ μm³/d', 'Q_pre': '34119 cal/mol', 'K_post': '4.1×10⁷ μm/d', 'Q_post': '36542 cal/mol'}",,,{}
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_034_chunk2,table,CHORT model parameters,Zircaloy,,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dS³/dt = K_pre exp(-Q_pre/ℛT_i); dS/dT = K_post exp(-Q_post/RT_i),"{'K_pre': '6.36×10¹¹ μm³/d', 'Q_pre': '27095 cal/mol', 'transition_thickness': '1.87 μm'}",,,{}
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_034_chunk3,Text,The cladding material used for the comparison of calculated and measured oxide thickness in the various types of French or foreign power reactors concerns Zircaloy-4 in its stressrelief annealed state provided by different manufacturers.,Zircaloy-4,stress-relief annealed,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dS/dt = αJ,,,,"{""oxide_thickness_measurements"": ""performed on rods from seven different reactors"", ""burnup_range"": ""14,000 to 57,500 MWd/tU"", ""fuel_enrichment"": ""3.1 to 4.5% U-235"", ""reactor_types"": ""four-loop PWRs, three-loop 900 MWe PWRs, 1300 MWe PWRs"", ""irradiation_cycles"": ""1 to 5 cycles"", ""temperature_conditions"": ""outlet average temperature five degrees higher in 1300 MWe PWRs than in 900 MWe PWRs"", ""nucleate_boiling"": ""can occur locally in the hottest channels""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_034_chunk4,Table 2,TABLE 2—Accuracy of models,,,,corrosion modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""model_accuracy"": {""EPRI/Garzarolli"": ""28%"", ""AB Atom"": ""31%"", ""CEA/COCHISE"": ""20%""}}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_034_chunk5,Figs. 4-19,Zircaloy-4 cladding material in its stress-relief annealed state,Zircaloy-4,stress-relief annealed,cladding,corrosion testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arrhenius laws,"oxide thickness variations 0.5-30 μm, average errors 17-23%",,,"{""oxide_thickness_dispersion"": ""0.5-3 μm circumferential variations"", ""temperature_variations"": ""0.1-0.5°C azimuthal"", ""lithium_concentration_effect"": ""acceleration >0.01 mol/L (70 ppm)"", ""heat_flux_effect"": ""additional driving force for corrosion acceleration"", ""thermal_gradient_effect"": ""predominant in corrosion acceleration with high lithium content""}"
