文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_010_chunk1,text,"Developed for use in carbon dioxide-cooled nuclear reactors $[ I ] , ^ { 2 } 0 . 5 \mathrm { C u - }$ $0 . 5 \mathbf { M } \mathrm { o }$ zirconium is a moderate-strength alloy with excellent corrosion resistance in the intended environment",0.5Cu-0.5Mo zirconium,,,,,,,,,,"{'value': 0.5, 'unit': 'wt%'}",,,,,,,,,,,,carbon dioxide,,,,,,,,,,,,,,,,,,,,,–,,–,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_010_chunk1,Table I,Cu. 0.47%,0.5Cu-0.5Mo zirconium,ingot,double arc melted,chemical analysis,,,,,,,"{'value': 0.47, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,wt%
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_010_chunk2,text,the material rolled at the higher temperature has a far greater concentration of basal poles in the transverse direction than does the material rolled at 1450 F,Zr-Mo system,hot rolled,hot rolling,texture analysis,,,,,,,,,,,,,,,,,,843,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_010_chunk2,text,tension tests were conducted in the longitudinal and transverse directions on the material from both lots,Zr-Mo system,processed material,multiple processing steps,tension test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_010_chunk2,text,considerably greater mechanical anisotropy is present in the material rolled at the higher temperature,Zr-Mo system,processed material,hot rolling,tension test,,,,,,,,,,,,,,,,,,843,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_010_chunk2,text,"the quantity of intermetallic phases, ZrMo2 and Zr2Cu, as identified by X-ray diffraction, was fairly large in the hot-rolled material",Zr-Mo system,hot rolled,hot rolling,X-ray diffraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fairly large,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_010_chunk3,text,"Material broken down at a higher temperature, such as was used with Schedule B material, could be expected to show more massive intermetallic phases",,,breakdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,percent
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_010_chunk3,text,this phase was detected in 0.75-in. thick material which was preheated to $1 8 0 0 \ : \mathrm { F } \left( 9 8 3 \ : \mathrm { C } \right)$ and rolled to 0.140-in. thickness under processing Schedule C,,0.75-in thick material,"preheat, rolling",,,,,,,,,,,,,,,,,,,983,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_010_chunk3,text,Samples were heat treated for $^ { 8 \mathrm { ~ h ~ } }$ each at five temperatures: $1 3 5 0 \mathrm { ~ F ~ } ( 7 3 2 \mathrm { ~ C } )$,,samples,heat treatment,,,,,,,,,,,,,,,,,,,732,,,,,,8,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_010_chunk3,text,$1 4 0 0 \mathrm { F }$ $( 7 6 0 \mathrm { C } )$,,samples,heat treatment,,,,,,,,,,,,,,,,,,,760,,,,,,8,,,,,,,,,,,,,,,,,,,
