文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_040_chunk1,abstract,cold-worked $\mathbf { Z } \mathbf { r } { - } 2 . 5 \mathbf { N } \mathbf { b }$ pressure tube material,Zr-2.5Nb,cold-worked,,static load tests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_040_chunk1,abstract,hydrogen within the range $\sim 1 0$ to $4 0 0 \mu \mathbf { g } / \mathbf { g }$,Zr-2.5Nb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25–325,°C,,,,,,,10–400,ppm,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_040_chunk1,abstract,"Below ${ 2 5 0 ^ { \circ } \mathrm { C } }$ ,the ${ V } { \cdot } { K }$ relationships exhibited twostage behavior",Zr-2.5Nb,,,static load tests,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_040_chunk1,introduction,cold worked $\mathbf { Z r { - } } 2 . 5 \mathbf { N b }$ alloys,Zr-2.5Nb,cold worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_040_chunk2,text,"Three different Zr-2.5Nb pressure tubes, identified as 1335, 547, and 1047, each containing 14 to 27 percent cold work, were used for the study.",Zr-2.5Nb,cold-worked pressure tubes,cold work,,97.5,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0–27.0,wt%
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_040_chunk2,text,"Tests were performed on the as cold-worked material, in which the nominal hydrogen content was 7 to 15 μg/g",Zr-2.5Nb,as cold-worked,,,97.5,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0–15.0,ppm,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_040_chunk2,text,on material hydrided to within the range 50 to 400 μg/g,Zr-2.5Nb,hydrided,hydriding,,97.5,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0–400.0,ppm,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_040_chunk2,text,"Hydriding was performed either gaseously, at 400°C",Zr-2.5Nb,,hydriding,,97.5,,2.5,,,,,,,,,,,,,,,400.0,gas,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_040_chunk3,text,The crack velocity initial stress intensity factor relationships for a range of temperatures are shown in Fig. 3,,,,crack velocity test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0–20.0,MPa√m
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_040_chunk3,text,crack velocities measured on Tubes 547 and 1047 show good agreement but are both an order of magnitude greater than Tube 1335,,as-received,,crack velocity test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_040_chunk3,text,"velocity variations were most obvious in the as-received (nominal hydrogen content) condition, and were not present in any systematic way at 200°C, where all the data are from hydrided material",,hydrided,hydriding,crack velocity test,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,factor
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_040_chunk3,Fig. 3(d),"at 150°C, for the same tube, an increase in hydrogen (hydride) content results in a higher crack velocity",,hydrided,hydriding,crack velocity test,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_040_chunk3,text,"solution treated at 400°C for 1 h followed by water quenching, or air cooling, to refine the hydride dispersion",,solution treated,solution treatment,,,,,,,,,,,,,,,,,,,400.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
