文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,条件哈希,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,应变率(s-1),压力(MPa),辐照剂量(dpa),通量,时间(h),气氛,密度公式,密度数据,比热容公式,比热容数据,热传导率公式,热传导率数据,弹塑性模型公式,弹塑性模型数据,热膨胀公式,热膨胀数据,辐照蠕变公式,辐照蠕变数据,辐照肿胀公式,辐照肿胀数据,腐蚀公式,腐蚀数据,硬化性能公式,硬化性能数据,额外性质
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,text,Test specimens used in this study were of two groups of well characterized Zircaloy-2 tubes... vacuum annealed at 577°C for 3 h... specimens AO and KS were mechanically polished... all the specimens were pickled in an aqueous solution of hydrogen fluoride/nitric acid,Zircaloy-2,annealed and pickled,"vacuum annealing at 577°C for 3 h, mechanical polishing (AO and KS), pickling in HF/HNO3 solution",out-of-reactor corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""material_parameters"": ""chemical composition, texture, precipitates"", ""precipitate_analysis"": ""SEM for number densities and sizes, TEM-EDX and ED for compositions and structures (SM2, AO, MC)"", ""texture_parameter"": ""Kearns' parameter F value"", ""surface_preparation"": ""mechanical polishing and pickling to eliminate surface condition variances""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,Table,"Specimen Identification: MA,MB MC,MD, AO, KS, KTA, NF, SM,SM2; Tube Producer: A, B; Parameters: Year of Production, Sponge manufacturer, Ingot diameter, Forging temperature, Beta-quench temperature, Beta-quench diameter, Alpha-forging temperature, Extrusion temperature, Size of extrusion, Total hot reduction, Tubeshell annealing temperature, Pass number of cold reduction, Intermediate annealed temperature, Final reduction, Q-value, Total cold reduction, Final annealing temperature, Autoclave treatment, Tube dimensions",,Archive specimens from irradiation test fuel cladding tubes,annealed at 577°C for 3h before corrosion tests; oxide layers removed by mechanical polishing,Corrosion tests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight gains and nodule coverages shown in Fig. 3; almost same results from one-step and two-step methods,,,"{""specimen_identification"": ""MA,MB,MC,MD,AO,KS,KTA,NF,SM,SM2"", ""tube_producer"": ""A,B"", ""year_of_production"": ""1976,1976,1970,1969,1971,1980,1986"", ""sponge_manufacturer"": ""C,C,D,C,C,C,E"", ""ingot_diameter"": ""584,584,300,584,584,584,600 mm"", ""forging_temperature"": ""β→α+β,β→α+β,950,β→α+β,β→α+β,β→α+β,β °C"", ""beta_quench_temperature"": ""1050,1016,1040,≥1016,≥1016,≥1016,1040 °C"", ""beta_quench_diameter"": ""230,230,130,230,230,230,177 mm"", ""alpha_forging_temperature"": ""≤790,≤790,750,≤790,≤790,≤790,none °C"", ""extrusion_temperature"": ""≤790,≤790,750,750,710,≤790,650 °C"", ""extrusion_OD"": ""63.5,63.5,25.5,62.8,58.8,63.5,80.0 mm"", ""extrusion_thickness"": ""10.9,10.9,3.5,10.6,8.8,10.9,14.5 mm"", ""total_hot_reduction"": ""95,95,98,97,98,95,85 %"", ""tubeshell_annealing_temperature"": ""620,650,730,none,none,620,700 °C"", ""pass_number_cold_reduction"": ""4,4,2,4,4,4,4"", ""intermediate_annealed_temperature"": ""620,730,730,700,700,620,650-700 °C"", ""final_reduction_mill"": ""Pilger,Pilger,3-roll,3-roll,3-roll,Pilger,Pilger"", ""final_reduction"": ""70,69,60,48,63,71,80 %"", ""Q_value"": ""2.3,1.9,6.9,5.1,8.3,2.3,2.0"", ""total_cold_reduction"": ""97,97,89,98,96,98,99 %"", ""final_annealing_temperature"": ""577,577,550b,510b,512b,noneb,577 °C"", ""autoclave_treatment"": ""none,none,yesc (4000),yesc (400),none,none,none"", ""tube_OD"": ""12.5,12.5,12.2,14.3,14.3,12.3,12.3 mm"", ""tube_thickness"": ""0.86,0.86,0.7,0.9,0.81,0.86,0.86 mm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,Table 2,"Specimen ID: MA, Test Temperature: 190°C, Uniform Layer Thickness Tu: 2.5 μm",,,prefilming at 410°C for 8h,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""nodule_presence"": ""no nodules"", ""uniform_layer_thickness_tu"": ""2.5 μm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,Table 2,"Specimen ID: MA, Test Temperature: 500°C, Dm: 0.48 mm, To: 0.051 mm, Ti: 0.051 mm, Tt: 0.10 mm, Tu: 2.5 μm",,,prefilming at 410°C for 8h,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""average_nodule_diameter_dm"": ""0.48 mm"", ""average_nodule_size_to"": ""0.051 mm"", ""average_nodule_size_ti"": ""0.051 mm"", ""average_nodule_thickness_tt"": ""0.10 mm"", ""uniform_layer_thickness_tu"": ""2.5 μm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,Table 2,"Specimen ID: MB, Test Temperature: 490°C, Dm: 0.09 mm, To: 0.09 mm, Ti: 0.01 mm, Tt: 0.020 mm, Tu: 3.4 μm",,,prefilming at 410°C for 8h,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""average_nodule_diameter_dm"": ""0.09 mm"", ""average_nodule_size_to"": ""0.09 mm"", ""average_nodule_size_ti"": ""0.01 mm"", ""average_nodule_thickness_tt"": ""0.020 mm"", ""uniform_layer_thickness_tu"": ""3.4 μm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,Table 2,"Specimen ID: MC, Test Temperature: 490°C, To: 0.001 mm, Ti: 0.008 0.029 mm, Tt: 0.010 mm, Tu: 2.2 μm",,,prefilming at 410°C for 8h,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""average_nodule_size_to"": ""0.001 mm"", ""average_nodule_size_ti"": ""0.008 0.029 mm"", ""average_nodule_thickness_tt"": ""0.010 mm"", ""uniform_layer_thickness_tu"": ""2.2 μm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,Table 2,"Specimen ID: MC, Test Temperature: 500°C, Dm: 0.338 0.621 mm, To: 0.033 0.074 mm, Ti: 0.067 mm, Tt: 0.061 mm, Tu: 3.4 μm",,,prefilming at 410°C for 8h,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""average_nodule_diameter_dm"": ""0.338 0.621 mm"", ""average_nodule_size_to"": ""0.033 0.074 mm"", ""average_nodule_size_ti"": ""0.067 mm"", ""average_nodule_thickness_tt"": ""0.061 mm"", ""uniform_layer_thickness_tu"": ""3.4 μm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk6,Table 6,"Specimen Identification, Number Density, L/mm², Mean Diameter, μm",Zircaloy-2,precipitates,,microstructural analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""precipitate_number_density"": ""1.2 × 0.7 × 105 L/mm²"", ""precipitate_number_density_value"": ""8.4e4"", ""precipitate_number_density_unit"": ""1/mm²"", ""precipitate_number_density_raw_unit"": ""L/mm²"", ""precipitate_mean_diameter"": ""0.46 μm"", ""precipitate_mean_diameter_value"": ""0.46"", ""precipitate_mean_diameter_unit"": ""μm"", ""precipitate_mean_diameter_raw_unit"": ""μm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk6,Table 6,"Specimen Identification, Number Density, L/mm², Mean Diameter, μm",Zircaloy-2,precipitates,,microstructural analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""precipitate_number_density"": ""2.1 × 105 L/mm²"", ""precipitate_number_density_value"": ""2.1e5"", ""precipitate_number_density_unit"": ""1/mm²"", ""precipitate_number_density_raw_unit"": ""L/mm²"", ""precipitate_mean_diameter"": ""0.28 μm"", ""precipitate_mean_diameter_value"": ""0.28"", ""precipitate_mean_diameter_unit"": ""μm"", ""precipitate_mean_diameter_raw_unit"": ""μm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk6,Table 6,"Specimen Identification, Number Density, L/mm², Mean Diameter, μm",Zircaloy-2,precipitates,,microstructural analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""precipitate_number_density"": ""2.7 × 10s L/mm²"", ""precipitate_number_density_value"": ""2.7e5"", ""precipitate_number_density_unit"": ""1/mm²"", ""precipitate_number_density_raw_unit"": ""L/mm²"", ""precipitate_mean_diameter"": ""0.25 μm"", ""precipitate_mean_diameter_value"": ""0.25"", ""precipitate_mean_diameter_unit"": ""μm"", ""precipitate_mean_diameter_raw_unit"": ""μm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk6,Table 6,"Specimen Identification, Number Density, L/mm², Mean Diameter, μm",Zircaloy-2,precipitates,,microstructural analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""precipitate_number_density"": ""3.6 × 10s L/mm²"", ""precipitate_number_density_value"": ""3.6e5"", ""precipitate_number_density_unit"": ""1/mm²"", ""precipitate_number_density_raw_unit"": ""L/mm²"", ""precipitate_mean_diameter"": ""0.38 μm"", ""precipitate_mean_diameter_value"": ""0.38"", ""precipitate_mean_diameter_unit"": ""μm"", ""precipitate_mean_diameter_raw_unit"": ""μm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk6,Table 6,"Specimen Identification, Number Density, L/mm², Mean Diameter, μm",Zircaloy-2,precipitates,,microstructural analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""precipitate_number_density"": ""4.1 × 105 L/mm²"", ""precipitate_number_density_value"": ""4.1e5"", ""precipitate_number_density_unit"": ""1/mm²"", ""precipitate_number_density_raw_unit"": ""L/mm²"", ""precipitate_mean_diameter"": ""0.31 μm"", ""precipitate_mean_diameter_value"": ""0.31"", ""precipitate_mean_diameter_unit"": ""μm"", ""precipitate_mean_diameter_raw_unit"": ""μm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk6,Table 6,"Specimen Identification, Number Density, L/mm², Mean Diameter, μm",Zircaloy-2,precipitates,,microstructural analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""precipitate_number_density"": ""4.6 × 105 L/mm²"", ""precipitate_number_density_value"": ""4.6e5"", ""precipitate_number_density_unit"": ""1/mm²"", ""precipitate_number_density_raw_unit"": ""L/mm²"", ""precipitate_mean_diameter"": ""0.24 μm"", ""precipitate_mean_diameter_value"": ""0.24"", ""precipitate_mean_diameter_unit"": ""μm"", ""precipitate_mean_diameter_raw_unit"": ""μm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk6,Table 6,"Specimen Identification, Number Density, L/mm², Mean Diameter, μm",Zircaloy-2,precipitates,,microstructural analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""precipitate_number_density"": ""6.8 × 105 L/mm²"", ""precipitate_number_density_value"": ""6.8e5"", ""precipitate_number_density_unit"": ""1/mm²"", ""precipitate_number_density_raw_unit"": ""L/mm²"", ""precipitate_mean_diameter"": ""0.21 μm"", ""precipitate_mean_diameter_value"": ""0.21"", ""precipitate_mean_diameter_unit"": ""μm"", ""precipitate_mean_diameter_raw_unit"": ""μm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk6,Table 6,"Specimen Identification, Number Density, L/mm², Mean Diameter, μm",Zircaloy-2,precipitates,,microstructural analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""precipitate_number_density"": ""1.2 × 106 L/mm²"", ""precipitate_number_density_value"": ""1.2e6"", ""precipitate_number_density_unit"": ""1/mm²"", ""precipitate_number_density_raw_unit"": ""L/mm²"", ""precipitate_mean_diameter"": ""0.16 μm"", ""precipitate_mean_diameter_value"": ""0.16"", ""precipitate_mean_diameter_unit"": ""μm"", ""precipitate_mean_diameter_raw_unit"": ""μm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk6,Table 6,"Specimen Identification, Number Density, L/mm², Mean Diameter, μm",Zircaloy-2,precipitates,,microstructural analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""precipitate_number_density"": ""7.6 × 105 L/mm²"", ""precipitate_number_density_value"": ""7.6e5"", ""precipitate_number_density_unit"": ""1/mm²"", ""precipitate_number_density_raw_unit"": ""L/mm²"", ""precipitate_mean_diameter"": ""0.17 μm"", ""precipitate_mean_diameter_value"": ""0.17"", ""precipitate_mean_diameter_unit"": ""μm"", ""precipitate_mean_diameter_raw_unit"": ""μm""}"
