文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_015_chunk1,text,"During isothermal oxidation at temperatures above 850°C, the phase distribution is zirconium dioxide (ZrO₂)/α/β",zirconium,oxidized,oxidation,oxidation,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_015_chunk1,text,In reactor analyses it is necessary to predict the mechanical properties of Zircaloy sheathing oxidized in high-temperature steam for short periods of time,Zircaloy,sheathing,oxidation,oxidation,,,,,,,,,,,,,,,,,,,steam,,,,,short,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_015_chunk1,text,A layer of α zirconium is formed immediately under the surface-oxide layer with the rest of the material being β zirconium,zirconium,oxidized,oxidation,oxidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_015_chunk1,text,He also suggested the possibility of the presence of an α+β layer between the α and β regions,zirconium,,oxidation,oxidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_015_chunk2,text,"The material used in this investigation was Zircaloy-4 (1.43Sn, 0.21Fe, $0 . 0 9 3 \mathrm { C r }$ , 1150-ppm oxygen $( \mathbf { O } _ { 2 } )$ , trace quantities of other elements with the remainder zirconium)",Zircaloy-4,,,,,"{'value': 1.43, 'unit': 'wt%'}",,"{'value': 0.21, 'unit': 'wt%'}","{'value': 0.093, 'unit': 'wt%'}",,,,,,"{'value': 1150, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_015_chunk2,text,"Specimens were 1-cm lengths of the $1 . 5 2 \ \mathrm { c m }$ diameter, $0 . 0 4 \mathrm { - c m }$ wall-thickness fuel cladding",Zircaloy-4,fuel cladding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_015_chunk3,Fig. 7,"The distance between oxygen minima, assumed to be the width of the β-region, is plotted as a function of oxidation time in Fig. 7. It increases with time as predicted if an α+β region were present",,,,oxidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10–100,,,,,,,,,,160,°C/s
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_015_chunk3,text,"specimens containing 0.4, 0.8, and 1.10 were homogenized by heating in argon at 1475°C for 3 min and cooling to 900°C at cooling rates between 0.4 and 160°C/s",,homogenized,heating in argon at 1475°C for 3 min and cooling to 900°C,heat treatment,,,,,,,,,,,"{'value': [0.4, 0.8, 1.1], 'unit': 'wt%'}",,,,,,,1475,argon,,,,,,argon,,,,,,,,,,,,,,,,,0.4–160,°C/s
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_015_chunk3,text,This specimen containing 1.10 was homogenized in argon at 1485°C and slowly cooled to 1200°C resulting in the widely spaced α grains,,homogenized,heated in argon at 1485°C and slowly cooled to 1200°C,heat treatment,,,,,,,,,,,"{'value': 1.1, 'unit': 'wt%'}",,,,,,,1485,argon,,,,,,argon,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_015_chunk3,text,Specimens were oxidized in steam at 900°C to a weight gain of about 1.5 percent,,,oxidized in steam,oxidation,,,,,,,,,,,,,,,,,,900,steam,,,,,,steam,,,,,,,,,,,,,,,1.5,wt%,,
