文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,条件哈希,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,应变率(s-1),压力(MPa),辐照剂量(dpa),通量,时间(h),气氛,密度公式,密度数据,比热容公式,比热容数据,热传导率公式,热传导率数据,弹塑性模型公式,弹塑性模型数据,热膨胀公式,热膨胀数据,辐照蠕变公式,辐照蠕变数据,辐照肿胀公式,辐照肿胀数据,腐蚀公式,腐蚀数据,硬化性能公式,硬化性能数据,额外性质
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,text,"Expanding mandrel (Simulated Fuel Expansion or Simfex) pellet-cladding interaction (PCI) simulation tests were performed on unirradiated Zircaloy-2, Zircaloy-4, zirconium-lined Zircaloy-2, Zircaloy-3A alloy-lined Zircaloy-2, and graphite-lined Zircaloy-4 tubing with high-purity argon and iodine.",Zircaloy-2,unirradiated,,SIMFEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""liner_type"": ""none""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,text,"Expanding mandrel (Simulated Fuel Expansion or Simfex) pellet-cladding interaction (PCI) simulation tests were performed on unirradiated Zircaloy-2, Zircaloy-4, zirconium-lined Zircaloy-2, Zircaloy-3A alloy-lined Zircaloy-2, and graphite-lined Zircaloy-4 tubing with high-purity argon and iodine.",Zircaloy-2,unirradiated,,SIMFEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""liner_type"": ""none""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,text,"Expanding mandrel (Simulated Fuel Expansion or Simfex) pellet-cladding interaction (PCI) simulation tests were performed on unirradiated Zircaloy-2, Zircaloy-4, zirconium-lined Zircaloy-2, Zircaloy-3A alloy-lined Zircaloy-2, and graphite-lined Zircaloy-4 tubing with high-purity argon and iodine.",Zircaloy-4,unirradiated,,SIMFEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""liner_type"": ""none""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,text,"Expanding mandrel (Simulated Fuel Expansion or Simfex) pellet-cladding interaction (PCI) simulation tests were performed on unirradiated Zircaloy-2, Zircaloy-4, zirconium-lined Zircaloy-2, Zircaloy-3A alloy-lined Zircaloy-2, and graphite-lined Zircaloy-4 tubing with high-purity argon and iodine.",Zircaloy-4,unirradiated,,SIMFEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""liner_type"": ""none""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,text,"Expanding mandrel (Simulated Fuel Expansion or Simfex) pellet-cladding interaction (PCI) simulation tests were performed on unirradiated Zircaloy-2, Zircaloy-4, zirconium-lined Zircaloy-2, Zircaloy-3A alloy-lined Zircaloy-2, and graphite-lined Zircaloy-4 tubing with high-purity argon and iodine.",Zircaloy-2,unirradiated,,SIMFEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""liner_type"": ""zirconium""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,text,"Expanding mandrel (Simulated Fuel Expansion or Simfex) pellet-cladding interaction (PCI) simulation tests were performed on unirradiated Zircaloy-2, Zircaloy-4, zirconium-lined Zircaloy-2, Zircaloy-3A alloy-lined Zircaloy-2, and graphite-lined Zircaloy-4 tubing with high-purity argon and iodine.",Zircaloy-2,unirradiated,,SIMFEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""liner_type"": ""zirconium""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,text,"Expanding mandrel (Simulated Fuel Expansion or Simfex) pellet-cladding interaction (PCI) simulation tests were performed on unirradiated Zircaloy-2, Zircaloy-4, zirconium-lined Zircaloy-2, Zircaloy-3A alloy-lined Zircaloy-2, and graphite-lined Zircaloy-4 tubing with high-purity argon and iodine.",Zircaloy-2,unirradiated,,SIMFEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""liner_type"": ""Zircaloy-3A alloy""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,text,"Expanding mandrel (Simulated Fuel Expansion or Simfex) pellet-cladding interaction (PCI) simulation tests were performed on unirradiated Zircaloy-2, Zircaloy-4, zirconium-lined Zircaloy-2, Zircaloy-3A alloy-lined Zircaloy-2, and graphite-lined Zircaloy-4 tubing with high-purity argon and iodine.",Zircaloy-2,unirradiated,,SIMFEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""liner_type"": ""Zircaloy-3A alloy""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,text,"Expanding mandrel (Simulated Fuel Expansion or Simfex) pellet-cladding interaction (PCI) simulation tests were performed on unirradiated Zircaloy-2, Zircaloy-4, zirconium-lined Zircaloy-2, Zircaloy-3A alloy-lined Zircaloy-2, and graphite-lined Zircaloy-4 tubing with high-purity argon and iodine.",Zircaloy-4,unirradiated,,SIMFEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""liner_type"": ""graphite""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,text,"Expanding mandrel (Simulated Fuel Expansion or Simfex) pellet-cladding interaction (PCI) simulation tests were performed on unirradiated Zircaloy-2, Zircaloy-4, zirconium-lined Zircaloy-2, Zircaloy-3A alloy-lined Zircaloy-2, and graphite-lined Zircaloy-4 tubing with high-purity argon and iodine.",Zircaloy-4,unirradiated,,SIMFEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""liner_type"": ""graphite""}"
