文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk1,abstract,They operate at 395 to 560 °F (475 to 566 K) with a hoop stress of 8400 psi (58 MPa) and a peak neutron flux of 2.2 × 10^13 neutrons (n)/cm²/s (>1 MeV),Zircaloy-2,cold-worked,fabrication,in-reactor operation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,MPa,395.0–560.0,°C,22000000000000.0,n/cm²/s,,,,,29.0,ratio
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk1,abstract,Length measurements on all the tubes after 50000 h of operation show elongation up to 0.4 percent in proportion to channel power,Zircaloy-2,cold-worked,operation,length measurement,,,,,,,,,,,,,,,,,,,,,,,,50000.0,,,,,,,,,,,,0.4,%,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk2,text,The Type 3 tubes showed a maximum increase in diameter of 0.009 in. (0.20 mm) at approximately one-fourth of the in-core distance from the outlet end.,Type 3 tubes,,reactor irradiation,diameter measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,mm,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk3,table,"Type 1: Number Examined 6, Radial F Average 0.39 (0.33, 0.45), Transverse F Average 0.54 (0.49, 0.60), Longitudinal F Average 0.08 (0.07, 0.10)",,,,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk4,Table 5,Types 2 and 1a elongate at intermediate rates,,,,irradiation creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127,mm,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk4,Table 5,1.07 × 10 -7,,Type 1,,irradiation creep,,,,,,,,,,,,,,,,,,,,,,,2.2e13 n/cm² >1 MeV,,,,,,,,,,,,,1.07e-07,s⁻¹,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk4,Table 5,0.70,,Type 1a,,irradiation creep,,,,,,,,,,,,,,,,,,,,,,,2.2e13 n/cm² >1 MeV,,,,,,,,,,,,,7e-08,s⁻¹,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk4,Table 5,0.75,,Type Nm,,irradiation creep,,,,,,,,,,,,,,,,,,,,,,,2.2e13 n/cm² >1 MeV,,,,,,,,,,,,,7.5e-08,s⁻¹,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk4,Table 5,0.58,,,,irradiation creep,,,,,,,,,,,,,,,,,,,,,,,2.2e13 n/cm² >1 MeV,,,,,,,,,,,,,5.8e-08,s⁻¹,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk4,Table 5,-0.002,,Type 1,,irradiation creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0508,mm,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk4,Table 5,-0.002 to 0.0005 ( - 0.05 to 0.01),,Type 1a,,irradiation creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0508–0.0127,mm,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk4,text,165°F (92 K) rise in coolant temperature,,,,,,,,,,,,,,,,,,,,,,,coolant,,,,,,,,,,,,,,,92,K,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk4,text,"those with the lowest elongation, Type 3, exhibit a relatively high increase in diameter",,Type 3,,irradiation creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk5,text,Adamson (see footnote 4) has reported longitudinal growth rates and textures for unstressed Zircaloy-4 slab with different amounts of cold work.,Zircaloy-4,slab,cold work,growth test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk5,Table 6,"Type 2: Growth -2.74, Creep 5.06, Total 2.32 (Transverse)",,Type 2 tube,,strain rate calculation,,,,,,,,,,,,,,,,,,,,,,,2.2e13 n/cm²·s >1 MeV,,,,,,,,,,,,,5.06,s⁻¹,-2.74,s⁻¹,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk6,1,"The creep of Zircaloy is important to the design of fuel cladding, pressure tubes, and other in-core components of thermal reactors",Zircaloy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hexagonal,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_026_chunk6,1,A model that considers slip to occur on prism planes in hexagonal close-packed (hcp) polycrystalline materials is used to determine anisotropic creep rates,,polycrystalline,,modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anisotropic,,,,,,,
