alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,thermal_conductivity,Fuel clad behavior during a loss-of-coolant accident (LOCA) was described from experiments with heat rates of 5 to 115%,range,,1,,heat rate,%,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,,LOCA experiment,%,,115,5
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,elastoplastic_model,Clad anistropy has a tendency to cause axial contraction when the rupture temperature is between 750 and 950°C,range,,1,,rupture temperature,°C,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,,rupture test,°C,,950,750
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,elastoplastic_model,The rupture temperature is about 1050°C,measurement,,1,,rupture temperature,°C,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,,rupture test,°C,1050,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,medium,elastoplastic_model,increase in strain rate showed cracking of the specificial oxide at diametric increases of approximately 2 percent,measurement,,1,,diametric increase,%,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,,strain rate test,%,2,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,corrosion,The rate law for total oxygen uptake was described which had less than ±5 percent deviation at 90 percent confidence,measurement,,1,,oxygen uptake rate law deviation,%,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,,oxidation kinetics,%,5,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,corrosion,Another study of the same phenomenon in the temperature range of 1800 to 2700°F,range,,1,,temperature range,°F,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,,oxidation kinetics,°C,,1482.2,982.2
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%'}, 'Nb': {'value': 2.5, 'unit': 'wt%'}}",Zr-2.5Nb,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,corrosion,Corrosion kinetics data for Zr-2.5Nb alloys showed the Baker-Just oxidation expression to be overly conservative,judgement,,1,,oxidation rate,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,,corrosion kinetics,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%'}, 'Nb': {'value': 2.5, 'unit': 'wt%'}}",Zr-2.5Nb,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,corrosion,distinct discontinuities in the Arrhenius plots at 1400 to 1500°C for Zr-2.5Nb,range,,1,,discontinuity temperature,°C,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,,Arrhenius plot,°C,,1500,1400
Zircaloy-2,{},Zircaloy-2,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,corrosion,at 1580°C for Zircaloy 2,measurement,,1,,discontinuity temperature,°C,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,,Arrhenius plot,°C,1580,,
Zr-1Nb,"{'Zr': {'value': 99, 'unit': 'wt%'}, 'Nb': {'value': 1, 'unit': 'wt%'}}",Zr-1Nb,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,corrosion,Zr-1Nb alloy has no corrosion advantages,judgement,,1,,corrosion resistance,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,,corrosion test,,,,
