文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,1,Fuel clad behavior during a loss-of-coolant accident (LOCA) was described from experiments with heat rates of 5 to 115%,,,,LOCA experiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5–115,%,750–950,°C,,,,,,,5,%,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,1,"at normal operating temperatures, the Zr-2.5Nb material was stronger than Zircaloy-4",Zr-2.5Nb,,,strength test,"{'value': 97.5, 'unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,normal operating,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,1,above 600°C it was weakened by the phase transformation and Zircaloy-4 was stronger,Zr-2.5Nb,,,strength test,"{'value': 97.5, 'unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,1,"At temperatures in the beta region, the Zr-2.5Nb was stronger as a result of solution strengthening when tests are made in oxygen-free environment",Zr-2.5Nb,,,strength test,"{'value': 97.5, 'unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,beta region,,,,,,,oxygen-free,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,1,oxidation at 1200°C may be as little as two thirds of the Baker-Just prediction,Zircaloy,,,oxidation test,,,,,,,,,,,,,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,1,"in pressurized water reactors (PWRs), even with the most highly reducing environment, at least 2-fold enhancement of corrosion rates occurs in high fast neutron fluxes",zirconium-base alloys,,,corrosion test,,,,,,,,,,,,,,,,,,,PWR,,,,high fast neutron,,reducing,,,,,,,,,,,,,,,2,fold,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk1,1,More highly oxidizing conditions cause increased enhancement with exceptional cases up 100-fold,zirconium-base alloys,,,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,oxidizing,,,,,,,,,,,,,,,100,fold,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk2,text,Carbides were formed to be small at concentrations up to 150 ppm and then increased rapidly in size,zirconium alloys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk2,text,at a stress of 125 N/mm² ε(+)/ε(-) approaches three,zirconium alloys,,,"compression, tension",,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,3,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_044_chunk2,text,Texture strengthening increased with increased pre-annealing temperature,Zircaloy-2,fuel cladding,pre-annealing,tensile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
