文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_004_chunk1,5,Zirconium and zirconium alloys provide the best combination of metallurgical and mechanical properties for light and heavy water nuclear reactor fuel cladding and for the primary steam generation equipment.,zirconium alloys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_004_chunk1,5,"Zirconium has good corrosion resistance to high temperature, high pressure water and steam, good mechanical strength and ductility, and a low thermal neutron cross section.",zirconium,,,,,,,,,,,,,,,,,,,,,,"high temperature, high pressure water and steam",,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_004_chunk1,5,TRR reactor vessel (calandria) is constructed entirely of zirconium alloy (ASTM Grade RA-1),ASTM Grade RA-1,vessel,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_004_chunk1,5,"The calandria is a 9000 lb cylindrical vessel, having its axis vertical. The vessel is 106-in. diameter (inside) and approximately 129-in. high",ASTM Grade RA-1,calandria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_004_chunk1,5,"The calandria is a weldment of reactor grade zirconium alloy purchased in compliance with American Society for Testing and Materials (ASTM) Specification for Zirconium and Zirconium Alloy Ingots for Nuclear Application (B 350-67), Specification for Hot-Rolled and Cold-Finished Zirconium and Zirconium Alloy Bars, Rod, and Wire for Nuclear Application (B 351-67), Specification for Zirconium and Zirconium Alloy Sheet, Strip, and Plate for Nuclear Applications (B 352-67), and Specification for Zirconium and Zirconium Alloy Forgings and Extrusions for Nuclear Application (B 356-67).",zirconium alloy,weldment,purchased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_004_chunk2,text,"Zirconium has for several years been used in such non-nuclear applications as chemical processing plants. The complete range of processing equipment has been manufactured from zirconium such as condenser towers, reactor vessels, pumps, valves, and piping. This equipment has been used in the processing of corrosive media at temperatures ranging up to 700°F (371°C) which is the useful range of zirconium in atmosphere.",zirconium,equipment,,service,,,,,,,,,,,,,,,,,,371,corrosive media,,,,,,atmosphere,,,,,,,,,,,,,,,371,°C,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_004_chunk2,text,The test specimens were made from base metal as well as welded coupons in order to simulate the fabricated condition of the metal.,zirconium,base metal,fabricated,laboratory testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_004_chunk2,text,The test specimens were made from base metal as well as welded coupons in order to simulate the fabricated condition of the metal.,zirconium,welded coupons,fabricated,laboratory testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_004_chunk2,text,"The creep strength and creep rupture tests were performed for test duration periods of 10,000 h or longer with 100,000 h creep tests still in progress.",zirconium,,,creep strength,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,10000,h,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_004_chunk2,text,"The creep strength and creep rupture tests were performed for test duration periods of 10,000 h or longer with 100,000 h creep tests still in progress.",zirconium,,,creep rupture,,,,,,,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,100000,h,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_004_chunk2,text,"Based on this criterion, it is shown on Fig. 7 that the maximum allowable design stress for zirconium ASTM Grade 702 (unalloyed zirconium) is onefourth ultimate tensile strength at temperatures up to 700°F",zirconium ASTM Grade 702,,,design stress,100,,,,,,,,,,,,,,,,,371,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_004_chunk2,text,"Based on this criterion, Fig. 8 shows that maximum strength values for unalloyed zirconium (ASTM Grades 704 and R-1) as well as Zircaloy (ASTM Grades 705 and RA-1 or RA-2) is one-third ultimate tensile strength at temperatures up to 800°F (427°C).",unalloyed zirconium,,,design stress,,,,,,,,,,,,,,,,,,427,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_004_chunk2,text,"Although not an ASTM specified material, the alloy Zr-2.5Cb has been developed for nuclear uses where superior strength and creep resistance are required.",Zr-2.5Cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_004_chunk3,text,closed-end burst test can be used to characterize the biaxial mechanical properties of Zircaloy cladding tubes,Zircaloy,cladding tubes,,closed-end burst test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
