文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk1,1,"Ozhennite 0.5, a zirconium alloy containing 0.2 percent tin and 0.1 percent each of iron, nickel, and niobium",Ozhennite 0.5,,,,,"{'value': 0.2, 'unit': 'wt%'}","{'value': 0.1, 'unit': 'wt%'}","{'value': 0.1, 'unit': 'wt%'}",,"{'value': 0.1, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk1,1,corrosion-resistant to steam at temperatures as high as 450°C,Ozhennite 0.5,,,corrosion,,,,,,,,,,,,,,,,,,450,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk1,1,"corrosion tests were done in organic coolant to determine the behavior of Ozhennite 0.5. These tests, of up to 12,000-h duration",Ozhennite 0.5,sheet,fabricated from a small melt,corrosion,,,,,,,,,,,,,,,,,,,HB-40 organic coolant,,,,,12000,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk1,1,"Water concentrations in the coolant were maintained between 80 and 150 ppm, the dissolved hydrogen concentration at 60 to 150 cm³/kg, and chlorine at less than 0.5 ppm",Ozhennite 0.5,,,corrosion,,,,,,,,,,,,,,,,,,,HB-40 organic coolant,,,,,,"water 80-150 ppm, hydrogen 60-150 cm³/kg, chlorine <0.5 ppm",,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk1,1,"long-term, steady-state hydriding rates determined for Ozhennite 0.5 in these tests, at temperatures over the range 350 to 490°C",Ozhennite 0.5,,,hydriding,,,,,,,,,,,,,,,,,,,HB-40 organic coolant,,,,,,,,,,,,,,,,,,,,,0.333,ratio,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk1,1,"corrosion rate is also about one third that of the other alloys; for example, at 400°C, corrosion rates of 0.10 and 0.27 mg/dm²/day were measured for Ozhennite 0.5 and the zirconium-niobium alloy, respectively",Ozhennite 0.5,,,corrosion,,,,,,,,,,,,,,,,,,400,HB-40 organic coolant,,,,,,,,,,,,,,,,,,,,,0.1,mm/y,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk1,1,"irradiation is expected to have little if any effect at the temperatures of major interest, that is at 400°C and above",Ozhennite 0.5,,,irradiation,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk1,1,"A pressure tube for such a reactor might typically be 3.25 in. in internal diameter, with a wall thickness of 0.14 in., and operate with organic coolant at a temperature of 400°C",Ozhennite 0.5,pressure tube,,service life,,,,,,,,,,,,,,,,,,400,organic coolant,,,,,,,,,,,,,24.131,MPa,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk2,text,The results which were obtained at 400 and $5 0 0 \mathrm { C }$ are shown in Table 1.,Ozhennite 0.5,,,corrosion test,,,,,,,,,,,,,,,,,,400,steam,6.89476,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk2,text,The results which were obtained at 400 and $5 0 0 \mathrm { C }$ are shown in Table 1.,Ozhennite 0.5,,,corrosion test,,,,,,,,,,,,,,,,,,500,steam,6.89476,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk3,table,Tin.. Iron... 0.18 to 0.22 0.09 to 0. 11,Ozhennite 0.5,,,,,"{'value': None, 'value_min': 0.18, 'value_max': 0.22, 'unit': 'wt%'}",,"{'value': None, 'value_min': 0.09, 'value_max': 0.11, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk4,Table 4,TABLE 4—Burst properties of Ozhennite 0.5 fuel cladding.,Ozhennite 0.5,fuel cladding tubes,,closed-end burst test,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,730.9,MPa,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk4,Table 4,TABLE 4—Burst properties of Ozhennite 0.5 fuel cladding.,Ozhennite 0.5,fuel cladding tubes,,closed-end burst test,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,239.2,MPa,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk4,text,"At both temperatures, the burst stresses obtained were higher than the ultimate stresses observed in the uniaxial and ring tension tests.",Ozhennite 0.5,fuel cladding tubes,,closed-end burst test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk4,Fig. 3,FIG. 3—Yield stress (0.2 percent) of Ozhennite 0.5 pressure tubing.,Ozhennite 0.5,pressure tubing,,tensile test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk4,text,"Annealed, 0.6-in. diameter bar was cold reduced by swaging to produce cold-work levels of up to 76 percent.",Ozhennite 0.5,bar,cold reduced by swaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,%
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk4,text,The effect of cold work as measured by tension tests at room temperature is shown in Fig. 5.,Ozhennite 0.5,bar,cold work,tension test,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk4,text,20 percent cold work gives an optimum increase in the strength properties,Ozhennite 0.5,pressure-tubing material,20 percent cold work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk4,Fig. 4,FIG. 4—Tensile properties of Ozhennite 0.5 fuel cladding.,Ozhennite 0.5,fuel cladding,,tensile test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_023_chunk4,text,Figure 6 shows the effect of a 24-h vacuum annealing treatment at various temperatures on the tensile properties of 20 percent cold-worked Ozhennite 0.5.,Ozhennite 0.5,20 percent cold-worked bar,24-h vacuum annealing,tensile test,,,,,,,,,,,,,,,,,,,,,,,,24.0,vacuum,,,,,,,,,,,,,,,,,,
