文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_006_chunk1,abstract,separation factor as high as 10 to 20 for zirconium and hafnium,,,solvent extraction,separation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10–20,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_006_chunk1,abstract,hafnium in the zirconium sponge obtained is reduced to less than ${ \mathfrak { s o } } { \mathfrak { p } } { \mathfrak { p } } { \mathfrak { m } }$,zirconium sponge,sponge,solvent extraction,composition analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_006_chunk1,abstract,solubility in water is small. about 20 ppm maximum,,extractant,solvent extraction,solubility test,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,20,ppm,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_006_chunk1,Table 1,ZrO2 66 to 65,zircon sand,sand,raw material,composition analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65–66,wt%,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_006_chunk1,text,zircon sand is charged into the melting caustic soda at ${ 5 0 0 ^ { \circ } C }$,,sand,alkali fusion,process parameter,,,,,,,,,,,,,,,,,,500,caustic soda,,,,,,,,,,,,,,,,,,,,,500,°C,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_006_chunk1,text,Reaction of alkali fusion takes place at $5 3 0 \%$,,,alkali fusion,process parameter,,,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,,,,,530,°C,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_006_chunk2,Table 3,B 0.2,zirconium oxide,oxide,production,chemical analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,ppm,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_006_chunk3,Fig. 4a,Zirconium distribution curve when using organic phase containing 7 g/litre of chloride ion,,organic phase,extraction,distribution test,,,,,,,,,,,,,,,,,,,organic phase,,,,,,,,,,,,,,,,,,,,,7.0,wt%,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_006_chunk3,text,the concentration of hafnium in raffinate remains at most 10 to 15 percent as Hf/(Hf+Zr),,raffinate,extraction,composition analysis,,,,,,,,,,,,,,,,,,,raffinate,,,,,,,,,,,,,,,,,,,,,10.0–15.0,wt%,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_006_chunk3,Table 5,Distribution coefficients and separation factors of each metal under ordinary operational conditions,,,extraction,distribution test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1–0.1,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_006_chunk4,text,electrode is then melted by VAR into a solid $4 3 \mathrm { - c m }$ -diameter ingot,zirconium alloy,ingot,VAR melting,melting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_006_chunk4,text,defect appears as sets of elongated inclusions of zirconium nitride $( Z \mathbf { r } \mathbf { N } )$ [and zirconium dioxide $( Z \mathbf { r } O _ { 2 } ) ]$ in the worked product,zirconium alloy,worked product,working,defect analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
