文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_015_chunk1,abstract,"The strain-aging behavior of annealed Zircaloy-2 in vacuum was studied as a function of deformation temperature, integrated fast-neutron dose, and degree of cold work.",Zircaloy-2,annealed,,strain-aging,,,,,,,,,,,,,,,,,,,vacuum,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_015_chunk1,abstract,Strain aging occurred in the temperature range 200 to 500°C.,Zircaloy-2,annealed,,strain-aging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cell structure,,,,,,,,,,200.0–500.0,°C
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_015_chunk1,abstract,at 500°C two-dimensional hexagonal dislocation nets were present.,Zircaloy-2,annealed,,TEM,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,two-dimensional hexagonal dislocation nets,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_015_chunk1,abstract,At 300°C the strain aging decreased with increasing neutron dose and increasing amounts of prior cold work.,Zircaloy-2,annealed,,strain-aging,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,decreased,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_015_chunk1,abstract,Post-irradiation annealing experiments between 400 and 600°C increased the yield stress of the material at 300°C after irradiation at 325°C.,Zircaloy-2,irradiated,post-irradiation annealing,tensile,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,increased,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_015_chunk1,table1,Tin. .1.4,Zircaloy-2,,,,,"{'value': 1.4, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_015_chunk1,materials,"The as-received material, 0.100-in. sheet, was cold rolled to 0.040 in. with intermediate anneals at 650°C.",Zircaloy-2,as-received,cold rolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_015_chunk1,materials,"The as-received material, 0.100-in. sheet, was cold rolled to 0.040 in. with intermediate anneals at 650°C.",Zircaloy-2,cold rolled,cold rolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_015_chunk2,Fig. 4,strain aging increased with time up to 300 sec and showed some evidence of saturation,Zircaloy-2,,aged,strain-aging test,,,,,,,,,,,,,,,,,,300,,,,,,0.0833,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_015_chunk2,Fig. 5,strain-aging tests on specimens aged for 1000 sec at 300 C at stresses between 0 and 75 percent of the flow stress at 0.04 plastic strain,Zircaloy-2,,aged,strain-aging test,,,,,,,,,,,,,,,,,,300,,,,,,0.2778,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_015_chunk2,Fig. 6,strain-aging tests on specimens aged for 100 sec at $3 0 0 C$ and deformed at strain rates between $1 . 0 6 \times 1 0 ^ { - 4 }$ and $4 . 2 4 \times 1 0 ^ { - 3 } \mathsf { s e c } ^ { - 1 }$,Zircaloy-2,,aged,strain-aging test,,,,,,,,,,,,,,,,,,300,,,0.000106,,,0.0278,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_015_chunk2,Fig. 6,strain-aging tests on specimens aged for 100 sec at $3 0 0 C$ and deformed at strain rates between $1 . 0 6 \times 1 0 ^ { - 4 }$ and $4 . 2 4 \times 1 0 ^ { - 3 } \mathsf { s e c } ^ { - 1 }$,Zircaloy-2,,aged,strain-aging test,,,,,,,,,,,,,,,,,,300,,,0.00424,,,0.0278,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_015_chunk2,Fig. 7,"Strain-aging tests on specimens with residual amounts of cold work of 1.5, 2, 3, and 4 percent aged for 1000 sec at $3 0 0 \mathrm { C }$",Zircaloy-2,cold worked,aged,strain-aging test,,,,,,,,,,,,,,,,,,300,,,,,,0.2778,,,,,,,,,,,,,,,,,,,
