文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_008_chunk1,abstract,"At normal operating temperatures, $\mathbf { Z } \mathbf { r } { - } 2 . 5 \mathbf { N } \mathfrak { b }$ is stronger than Zircaloy-4.",Zr-2.5Nb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_008_chunk1,abstract,above $6 0 0 ^ { \circ } \mathrm { C }$ it enters the two-phase temperature region and becomes weaker than Zircaloy-4 which is still within the $_ \alpha$ phase.,Zr-2.5Nb,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_008_chunk1,abstract,"At $1 0 0 0 ^ { \circ } \mathrm { C }$ , the strain rate of $\mathbf { Z r } { - } 2 . 5 \mathbf { N b }$ is about two orders of magnitude less than that of Zircaloy-4 at the same stress.",Zr-2.5Nb,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_008_chunk1,text,The Zr-2.5Nb and Zircaloy-4 tubes were in the cold worked and stress relieved condition.,"Zr-2.5Nb, Zircaloy-4",cold worked and stress relieved,"cold worked, stress relieved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_008_chunk1,text,"Fuel sheaths, $\%$ m in length, were pressurized internally and resistance heated in vacuum at a nominal heating rate of $2 5 \% 5 .$",,,,ballooning test,,,,,,,,,,,,,,,,,,,vacuum,,,,,,vacuum,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_008_chunk2,table,Mn 10 10 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_008_chunk3,Table 3,TABLE 3—Comparison of effective applied stresses using measured anisotropic factors and assuming isotropic mechanical properties.,Zircaloy-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56,MPa,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_008_chunk3,Table 4,Total additional substitutional atoms redissolved in β-phase,Zircaloy-4,β-phase,redissolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.587,wt%
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_008_chunk4,Fig. 2,Results from the Zircaloy-4 curves (Fig. 2) showed much scatter.,Zircaloy-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_008_chunk4,text,"A good mathematical fit to all the β-phase Zircaloy-4 data, both from this work and Hardy's work, was obtained using and constant value of n = 4",Zircaloy-4,β-phase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_008_chunk4,Fig. 5,"Values of the stress exponent are shown on Fig. 5. A value of 2.2 was found at both 900 and 1000°C, increasing to 4 at 1100°C",Zr-2.5Nb,,,,"{'value': 97.5, 'unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,900.0,,,,,,,,,,,,,,2.2,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_008_chunk4,Fig. 5,"Values of the stress exponent are shown on Fig. 5. A value of 2.2 was found at both 900 and 1000°C, increasing to 4 at 1100°C",Zr-2.5Nb,,,,"{'value': 97.5, 'unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,2.2,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_008_chunk4,Fig. 5,"Values of the stress exponent are shown on Fig. 5. A value of 2.2 was found at both 900 and 1000°C, increasing to 4 at 1100°C",Zr-2.5Nb,,,,"{'value': 97.5, 'unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,1100.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_008_chunk4,Table 5,"700, 23 000, 0.9",Zr-2.5Nb,,,,"{'value': 97.5, 'unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,23000.0,J/mol,,,,,,,,,,
