文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk1,Abstract,Uniaxial tension creep tests have been conducted on polycrystalline alpha zirconium from 50 to 850 C,alpha zirconium,polycrystalline,,creep test,,,,,,,,,,,,,,,,,,50-850,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk1,Abstract,From 50 to 300 C the activation energy for creep was stress-dependent increasing from approximately 30 to 75 kcal/mole when the stress was decreased from 800 to 400 kg/cm²,alpha zirconium,,,creep test,,,,,,,,,,,,,,,,,,50-300,,,,,,,,,,,,,,,,,,125.52,J/kgK,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk1,Abstract,"Between 300 and 400 C, the activation energy is approximately 70 kcal/mole",alpha zirconium,,,creep test,,,,,,,,,,,,,,,,,,300-400,,,,,,,,,,,,,,,,,,292.88,J/kgK,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk1,Abstract,"From 400 to 500 C, the activation energy increased from 70 to 105 kcal/mole with decreasing stress",alpha zirconium,,,creep test,,,,,,,,,,,,,,,,,,400-500,,,,,,,,,,,,,,,,,,292.88,J/kgK,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk1,Abstract,"From 500 to 700 C, the activation energy was lower with an average value of 66 kcal/mole",alpha zirconium,,,creep test,,,,,,,,,,,,,,,,,,500-700,,,,,,,,,,,,,,,,,,276.144,J/kgK,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk1,Abstract,"From 700 to 800 C, the activation energy was 100 kcal/mole independent of stress",alpha zirconium,,,creep test,,,,,,,,,,,,,,,,,,700-800,,,,,,,,,,,,,,,,,,418.4,J/kgK,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk1,Abstract,The apparent activation energy decreased to a very low value above 800 C,alpha zirconium,,,creep test,,,,,,,,,,,,,,,,,,>800,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk1,Abstract,"The creep behavior of alpha zirconium was somewhat different, depending upon whether the specimen was obtained from material fabricated and heat treated in the alpha phase or the beta phase",alpha zirconium,,heat treated in alpha phase,creep test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,°C,,,,,0.03,mm
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk1,Experimental Procedure,Tests were conducted in static helium purified at BNWL to less than 1 ppm combined moisture and oxygen,,,,creep test,,,,,,,,,,,,,,,,,,,,,,,,,static helium,,,,,,,,,,,1.0,ppm,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk2,Fig. 4,"For the low temperature region 50 to 300 C, n is in the range of 20 to 33",zirconium,alpha-annealed,annealing,creep test,,,,,,,,,,,,,,,,,,50-300,,,,,,,,,,,,,,20.0–33.0,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk2,Fig. 4,The value of n is 7.4 in the next higher temperature range,zirconium,alpha-annealed,annealing,creep test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk2,Fig. 4,"for the range 400 to 500 C, it is 12",zirconium,alpha-annealed,annealing,creep test,,,,,,,,,,,,,,,,,,400-500,,,,,,,,,,,,,,12.0,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk2,Fig. 5,The value of n is 6.3 for stress levels of 100 kg/cm² and lower,zirconium,alpha-annealed,annealing,creep test,,,,,,,,,,,,,,,,,,600-700,,,,,,,,,,,,,,6.3,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk2,Fig. 5,Above 700 C n is 5.2,zirconium,alpha-annealed,annealing,creep test,,,,,,,,,,,,,,,,,,>700,,,,,,,,,,,,,,5.2,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk2,text,The beta-annealed zirconium has significantly greater creep strength in all temperature regions,zirconium,beta-annealed,annealing,creep test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk3,Table 2,"Region A Temp. deg C: -19627, Stress kg/cm2: 500-2500, Energy kcal/mole: 6-35, Activation Area b2: 20-350, Stress Power n: ..., Investigator: Soo and Higgins",,,,creep,,,,,,,,,,,,,,,,,,-196.0,,,,,,,,,,,,,,6.0–35.0,J/mol,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk3,Table 2,"Region A Temp. deg C: -19627, Stress kg/cm2: 500-2500, Energy kcal/mole: 6-35, Activation Area b2: 20-350, Stress Power n: ..., Investigator: Soo and Higgins",,,,creep,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,6.0–35.0,J/mol,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk3,Table 2,"Region B Temp. deg C: 27-300, Stress kg/cm2: 300-900, Energy kcal/mole: 20-65, Activation Area b2: 25-500, Stress Power n: 25-50, Investigator: Soo and Higgins",,,,creep,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,20.0–65.0,J/mol,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk3,Table 2,"Region B Temp. deg C: 27-247, Stress kg/cm2: 200-1400, Energy kcal/mole: 20-65, Activation Area b2: 50-1500, Stress Power n: 25-50, Investigator: Ramaswami and Craig",,,,creep,,,,,,,,,,,,,,,,,,247.0,,,,,,,,,,,,,,20.0–65.0,J/mol,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk3,Table 2,"Region B Temp. deg C: 50-300, Stress kg/cm2: 150-825, Energy kcal/mole: 30-75, Activation Area b2: 45-600, Stress Power n: 20-33, Investigator: Gilbert (Present investigation)",,,,creep,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,30.0–75.0,J/mol,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk3,Table 2,"Region C Temp. deg C: 247-527, Stress kg/cm2: 200-600, Energy kcal/mole: 70, Activation Area b2: 1300-1500, Stress Power n: 25-36, Investigator: Ramaswami and Craig",,,,creep,,,,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,70.0,J/mol,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk4,Table 3,TABLE 3—Ratios of activation energies for creep to melting temperature.,Cd,,,creep,,,,,,,,,,,,,,,,,,0.5-0.7 Tm,,,,,,,,,,,,,,,,,,34.8,J/kgK,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk4,Table 3,TABLE 3—Ratios of activation energies for creep to melting temperature.,α-Zr,alpha,,creep,,,,,,,,,,,,,,,,,,0.5-0.7 Tm,,,,,,,,,,,,,,,,,,35.5,J/kgK,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk4,Table 3,TABLE 3—Ratios of activation energies for creep to melting temperature.,Cd,,,creep,,,,,,,,,,,,,,,,,,0.6-0.95 Tm,,,,,,,,,,,,,,,,,,51.4,J/kgK,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk4,Table 3,TABLE 3—Ratios of activation energies for creep to melting temperature.,α-Zr,alpha,,creep,,,,,,,,,,,,,,,,,,0.6-0.95 Tm,,,,,,,,,,,,,,,,,,53.8,J/kgK,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk4,text,The 750 ppm Fe content of our specimens exceeds the probable 200 ppm solid solubility limit of Fe in alpha zirconium [21].,alpha zirconium,alpha,,,,,,"{'value': 750, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,ppm
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk5,1,Impurities such as oxygen and a beta-annealed structure provide greater creep resistance and strength than an alpha-annealed structure,,beta-annealed structure,annealing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk5,1,This strengthening by the beta anneal shows up primarily as an athermal component and has only small effects on the activation parameters above $2 5 \mathrm { { c } }$,,beta-annealed structure,annealing,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk5,2,Zircaloy-2 has been used for pressure tubes in water reactors which operate in the temperature range 250 to $3 0 0 \mathrm { { c } }$,Zircaloy-2,pressure tube,,,,,,,,,,,,,,,,,,,,250.0,water,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk5,2,Zircaloy-2 has been used for pressure tubes in water reactors which operate in the temperature range 250 to $3 0 0 \mathrm { { c } }$,Zircaloy-2,pressure tube,,,,,,,,,,,,,,,,,,,,300.0,water,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_016_chunk5,2,Irradiation enhances the creep rate under these conditions to such an extent that design must be based on creep rupture,Zircaloy-2,,,creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,%,,,,,,
