文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_022_chunk1,abstract,"The most common form of the test is exposure to steam at 672 K, $1 0 . 3 \ : \mathrm { M P a }$ $7 5 0 ^ { \circ } \mathbf { F }$ , 1500 psi) for three days.",Zircaloy,,corrosion testing,autoclave test,,,,,,,,,,,,,,,,,,399.0,steam,10.3,,,,72.0,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_022_chunk1,abstract,A number of investigators found that a test at 723 to $7 7 3 \ \bf { K }$ would produce nodular corrosion on Zircaloy products,Zircaloy,,corrosion testing,autoclave test,,,,,,,,,,,,,,,,,,450.0,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_022_chunk1,abstract,A number of investigators found that a test at 723 to $7 7 3 \ \bf { K }$ would produce nodular corrosion on Zircaloy products,Zircaloy,,corrosion testing,autoclave test,,,,,,,,,,,,,,,,,,500.0,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_022_chunk1,introduction,For the last five years or so a test at ${ \bf 7 7 3 \ K }$ and 10.3 MPa for $^ { 2 4 \mathrm { ~ h ~ } }$ has been commonly used.,Zircaloy,,corrosion testing,autoclave test,,,,,,,,,,,,,,,,,,500.0,steam,10.3,,,,24.0,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_022_chunk1,survey,Eighty-five percent of the specimens exhibited weight gains of less than $1 0 0 ~ \mathrm { m g } / \mathrm { d m } ^ { 2 }$ and none exceeded 200.,Zircaloy,specimen,corrosion testing,autoclave test,,,,,,,,,,,,,,,,,,500.0,steam,10.3,,,,24.0,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_022_chunk1,survey,"In all cases the tests were made in a static autoclave operated in accordance with ASTM Practice for Aqueous Corrosion Testing of Samples of Zirconium and Zirconium Alloys (G 2), except that the temperature was nominally $^ { 7 7 3 \mathrm { \bf K } }$ rather than the usual $\mathbf { 6 7 2 ~ K }$",Zircaloy,,corrosion testing,autoclave test,,,,,,,,,,,,,,,,,,500.0,aqueous,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_022_chunk1,survey,"In all cases the tests were made in a static autoclave operated in accordance with ASTM Practice for Aqueous Corrosion Testing of Samples of Zirconium and Zirconium Alloys (G 2), except that the temperature was nominally $^ { 7 7 3 \mathrm { \bf K } }$ rather than the usual $\mathbf { 6 7 2 ~ K }$",Zircaloy,,corrosion testing,autoclave test,,,,,,,,,,,,,,,,,,399.0,aqueous,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_022_chunk1,parametric test series,The sample set for the test series consisted of Zircaloy-2 and Zircaloy-4 tubing and Zircaloy-4 strip.,Zircaloy-2,tubing,corrosion testing,autoclave test,,,,,,,,,,,,,,,,,,500.0,steam,10.3,,,,24.0,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_022_chunk1,parametric test series,The sample set for the test series consisted of Zircaloy-2 and Zircaloy-4 tubing and Zircaloy-4 strip.,Zircaloy-4,strip,corrosion testing,autoclave test,,,,,,,,,,,,,,,,,,500.0,steam,10.3,,,,24.0,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_022_chunk2,text,Tests were made at five levels of temperature in increments of five degrees from 763 to $7 8 3 \mathrm { \bf K }$,,,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.0–783.0,K,,
