文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_030_chunk1,abstract,Zircaloy-2 sheet specimens irradiated to fluences of 0.7 to $1 . 9 \textbf { X } 1 0 ^ { 2 1 }$ neutrons $/ { \mathsf { c m } } ^ { 2 }$ $\mathrm { ( E > \ l \ \mathbf { M } e V ) }$ at $3 2 7 ^ { \circ } \mathbf { C }$,Zircaloy-2,sheet,irradiated,,,,,,,,,,,,,,,,,,,327,,,,,1.9e+21,,,,,,,,,,,,,,,0.7–1.9,neutrons/cm²,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_030_chunk1,abstract,test temperature of $2 5 0 \mathrm { \circ C }$,Zircaloy-2,sheet,,tension,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_030_chunk1,abstract,material with the peak basal pole density parallel to the sheet normal evidenced less ductility than that with the peak basal pole density inclined at 30 deg to the sheet normal,Zircaloy-2,sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,percent,,,,,,,,,6.2,μm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_030_chunk1,table,Schedule C: hot rolled from 900° to 0.140 in.,Zircaloy-2,plate,hot rolled,,,,,,,,,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_030_chunk1,table,Schedule C: room temperature rolled to 0.062 in. by 1 1 passes,Zircaloy-2,sheet,room temperature rolled,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_030_chunk1,table,Schedule C: 750°C for 45 min and air cooled,Zircaloy-2,sheet,heat treatment,,,,,,,,,,,,,,,,,,,750,,,,,,,air,,,,,,,,,,,,,,,,,45,min
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_030_chunk1,table,Schedule J: hot rolled from 900°C to 0.142 in. Heated to 800°C ½ h and water quenched,Zircaloy-2,sheet,hot rolled,,,,,,,,,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_030_chunk2,text,The yield and tensile strengths increased from about 65 000 psi for the K material to approximately 79 000 psi for the C material.,C material,,,tension test,,,,,,,,,,,,,,,,,,250.0,,,0.000833,,,,,,,,,,,544.527,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_030_chunk2,text,the ratio was as high as 1.66 for K specimens (K-8-7) irradiated to the fluence of 1.17 X $1 0 ^ { 2 1 }$ nvt.,K material,irradiated,irradiation,plane strain tension test,,,,,,,,,,,,,,,,,,,,,,,1.17e+21,,,,,,,,,,,,,,,,,,,1.66,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_030_chunk3,table,"Specimen a; Yield; Engineering Stress-Strain Data Elongation, %; Texture 0002 Pole deg; nvt 10^ >1 MeV; Stress Tensile (0.2%), ksi; Stress, ksi; Uniform; Total; Length; Width; Thick; Reduction of; Ratio, (WsWo)",,,,tensile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.632,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_030_chunk4,text,the over-all level of elongation of all the specimens was substantially reduced by neutron irradiation,,irradiated,,tension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,%
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_030_chunk4,text,the uniaxial tests do not indicate a significant influence of texture or elongation,,,,uniaxial tension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_030_chunk4,text,the unirradiated uniaxial curve indicates a limited effect of texture on the RA values,,unirradiated,,uniaxial tension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_030_chunk5,6,The limited ductility of the K material when tested in simple tension was associated with the inhomogeneous localized deformation.,K material,,,simple tension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_030_chunk5,Abstract,"The materials used were pure zirconium, commercial Zircaloy-2 and Zr-2.5Nb, and a series of alloys based on pure zirconium containing either niobium or tin.",Zircaloy-2,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_030_chunk5,Abstract,The materials were rolled into thick sheet which enabled different crystallographic textures and deformation modes to be studied.,,thick sheet,rolled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
