文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_021_chunk1,1,Desirable mechanical properties are obtained by quenching from a temperature high in the (α + β)-phase region (generally 850 to 880 C) and stabilizing the structure by aging in the α-phase region (500 to 575 C).,2.5Nb zirconium alloy,quenched and aged,"quenching from 850-880 C, aging at 500-575 C",,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_021_chunk1,1,"Cold work between quenching and aging enhances some properties, notably corrosion resistance.",2.5Nb zirconium alloy,cold worked and aged,cold work between quenching and aging,,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_021_chunk1,1,Using specimens annealed at 650 to 700 C for 30 min before testing,binary zirconium-niobium alloys,annealed,annealing at 650-700 C for 30 min,,,,"{'value': '1-5', 'unit': 'wt%'}",,,,,,,,,,,,,,,650-700,,,,,,0.5,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_021_chunk1,1,increasing the niobium concentration improved mechanical properties but decreased the corrosion resistance,binary zirconium-niobium alloys,,,,,,"{'value': '1-5', 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_021_chunk1,1,They recommended the 1 percent niobium alloy for use in 350 C water,1 percent niobium alloy,,,corrosion test,,,"{'value': 1.0, 'unit': 'wt%'}",,,,,,,,,,,,,,,350,water,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_021_chunk1,1,specimens which had been quenched from the β-phase and annealed at 500 C for 24 h,zirconium-niobium alloys,quenched and annealed,"quenching from β-phase, annealing at 500 C for 24 h",,,,,,,,,,,,,,,,,,,500,,,,,,24,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_021_chunk1,1,They recommended the addition of 0.2 to 1 percent Nb for corrosion resistance to aqueous environments but found poor oxidation resistance in air,zirconium-niobium alloys,,,corrosion test,,,"{'value': '0.2-1', 'unit': 'wt%'}",,,,,,,,,,,,,,,,"aqueous environments, air",,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_021_chunk1,1,material cooled from the β phase had poor corrosion resistance,"1, 1.5, and 3Nb binary alloys",β-cooled,cooling from β phase,,,,"{'value': '1,1.5,3', 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_021_chunk1,1,corrosion resistance of welds could be improved by post-weld annealing for 8 h at 1100 F (593 C),"1, 1.5, and 3Nb binary alloys",welded,post-weld annealing at 593 C for 8 h,,,,"{'value': '1,1.5,3', 'unit': 'wt%'}",,,,,,,,,,,,,,,593,,,,,,8,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_021_chunk1,1,poor oxidation resistance of welds in 2.5Nb zirconium could be ameliorated by post-weld annealing at 700 C,2.5Nb zirconium,welded,post-weld annealing at 700 C,,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,
