文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk1,text,"The mechanical properties of the final tubes depend on the final heat treatment and slightly on the first steps of the fabrication sequence, leading to small differences in the grain size.",Zircaloy-4,final tubes,"final heat treatment, first fabrication steps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk1,text,The nodular corrosion sensitivity of the recrystallized cladding tubes points out the influence of the early fabrication steps: The increase of the alpha annealing temperature in any fabrication step is detrimental.,Zircaloy-4,recrystallized cladding tubes,"early fabrication steps, alpha annealing",nodular corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk1,text,Among the tubes tested in this program those with the best nodular corrosion resistance in the high-pressure steam test had the worst behavior using ASTM Practice for Aqueous Corrosion Testing of Samples of Zirconium and Zirconium Alloys (G 2).,Zircaloy-4,tubes,,nodular corrosion,,,,,,,,,,,,,,,,,,,high-pressure steam,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk1,text,During the ASTM G 2 test the weight gain of the external surface of the tubes was higher than the weight gain of the internal surface.,Zircaloy-4,tubes,,ASTM G 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk1,text,It was found that a high cooling rate from the beta or alpha-plus-beta range is the best way to achieve products with good nodular corrosion resistance in a high-pressure steam test [3],Zircaloy-4,products,beta or alpha-plus-beta range cooling,nodular corrosion,,,,,,,,,,,,,,,,,,,high-pressure steam,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk1,text,"subsequent hot working, and alpha annealing after cold rolling, led to a decrease in the nodular corrosion resistance [4]",Zircaloy-4,,"hot working, alpha annealing, cold rolling",nodular corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk1,text,A 6-ton ingot of Zircaloy-4 produced from multiple vacuum-arc melts was broken down in the beta range into bars of $1 8 0 ~ \mathrm { m m }$ diameter,Zircaloy-4,"ingot, bars","vacuum-arc melting, beta range breakdown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,mm
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk1,text,The hollows were cold pilgered into 63.5/10.9 shells,Zircaloy-4,shells,cold pilgering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk2,Table 1,Table 1 gives the f factors determined in the midwall layer of the 63.5/10.9 shells.,,63.5/10.9 shells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk2,Table 1,ftangential 0.61,,63.5/10.9 shells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk3,TABLE 3,"Yield strength, MPa AP 369",,"final size tubes, as-pilgered",pilgered,mechanical test,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,3.12,%,,,,,369.0,MPa
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk3,TABLE 3,"Yield strength, MPa FR 159",,"final size tubes, fully recrystallized",recrystallized,mechanical test,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,1.81,%,,,,,159.0,MPa
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk3,FIG. 5,Yield strength versus grain size,,,,mechanical test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk3,FIG. 7,Weight gain at 500°C versus distance from the surface for 180 mm diameter beta-quenched bar,,beta-quenched bar,beta-quenched,corrosion test,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk3,text,Recrystallization improves the uniform corrosion resistance of the final size tubes,,"final size tubes, recrystallized",recrystallized,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk4,Table,specimen weight gain Closed AP — 21.5 43.9 42.3 35.7 21.7 20.1 20.9 19.9 40.2 18.1 17.9,,as-pilgered,,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,mg/dm²,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk4,Table,specimen weight gain Closed FR 17.4 22.4 23.3 21.6 17.6 17.2 17.7 16.7 17.0 17.4 17.3,,fully recrystallized,,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,mg/dm²,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk5,p.4059,higher corrosion rate on the ID versus the OD of the tube shells by factors of 2 to 3 times at 400°C,,tube shells,,corrosion test,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_035_chunk5,p.4059,corrosion behavior on the OD and ID of final size tubing is similar and very uniform,,final size tubing,,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
