文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_029_chunk1,text,The Zircaloy cladding tube is heated indirectly by conduction heating from inside using an electrically insulated heatér rod installed in the center.,Zircaloy,cladding tube,heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_029_chunk1,text,The cladding temperatures are measured by 0.1-mm pallaplat bare-wire thermocouples spot welded on the outer surface of the cladding.,Zircaloy,cladding,temperature measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_029_chunk1,text,This system scans each channel every 0.1 s with a frequency of 10 kHz.,,,data acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_029_chunk1,text,These tests have been performed with shortened fuel rod simulators of about 325-mm heated length and constant axial power.,Zircaloy,cladding tubes,testing,single-rod burst tests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.0,mm,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_029_chunk2,text,The burst strains obtained were relatively low and limited by the nonuniform temperature distributions on the cladding heated indirectly by an internal heater.,Zircaloy,cladding tube,ballooning process,burst test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,K,83.0,%,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_029_chunk2,text,basic short length single rod tests with 70-bar internal rod pressure,Zircaloy,cladding tube,burst test,burst test,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,7.0,MPa,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_029_chunk3,Fig. 12,"rod 67, the temperature of which was $3 0 ^ { \circ } \mathbb { C }$ lower than rod 36 at the beginning of flooding",Zircaloy,cladding,,bundle test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,s,30.0,°C,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_029_chunk3,text,A maximum steam superheating during reflood of about $1 5 0 ^ { \circ } \mathrm { C }$ has been measured at the outlet of the test section,,,,bundle test,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,150.0,°C,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_029_chunk3,text,The two-phase cooling during the reflooding phase enhances axial and azimuthal temperature differences on the cladding tubes and contributes in this way to a limitation of the circumferential strains and the resulting coolant channel blockage in a rod bundle,Zircaloy,cladding,,,,,,,,,,,,,,,,,,,,,two-phase cooling,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_029_chunk4,abstract,"During certain postulated transients, a fuel sheath could experience a thermal spike into the $\beta$ -phase followed by a prolonged period under stress in the $\pmb { \alpha }$ phase temperature region.",,fuel sheath,"thermal spike into beta-phase, prolonged stress in alpha-phase temperature region",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_029_chunk4,abstract,Ballooning tests were done on $\beta$ heat-treated tubes to compare with previous work on as-received fuel sheaths.,,"beta heat-treated tubes, as-received fuel sheaths",beta heat treatment,ballooning test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_029_chunk4,abstract,Comparisons were made at fixed internal pressures.,,,,ballooning test,,,,,,,,,,,,,,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_029_chunk4,abstract,Two heating rates were used0.5 and $\bar { 2 } 5 ^ { \circ } \mathsf { C } \mathsf { \pmb { s } } ^ { - 1 }$,,,,ballooning test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5–25.0,°C/s,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_029_chunk4,abstract,in the $\pmb { \alpha }$ phase temperature region the $\beta$ heat-treated tubes strained less than as-received material at the same temperature and pressure.,,"beta heat-treated tubes, as-received material",beta heat treatment,ballooning test,,,,,,,,,,,,,,,,,,,,same,,,,,,,,,,,,,,,,,,,,,,,
