alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
Zircaloy,{},,"{'temp_C': 475, 'medium': 'steam', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",eabea5786aca,high,corrosion,Similar nodules were observed on Zircaloy coupons in cold-rolled or extruded conditions after autoclave treatments at 475 and 500 in steam at 1500 to 1700 psi,judgement,,text,autoclave treatment,nodular corrosion,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_023_chunk1,cold-rolled or extruded,autoclave corrosion test,,,,
Zircaloy,{},,"{'temp_C': 475, 'medium': 'steam', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",eabea5786aca,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,autoclave treatment,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_023_chunk1,cold-rolled or extruded,,,,,
Zircaloy,{},,"{'temp_C': 475, 'medium': 'steam', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",eabea5786aca,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,autoclave treatment,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_023_chunk1,cold-rolled or extruded,,,,,
Zircaloy,{},,"{'temp_C': 475, 'medium': 'steam', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",eabea5786aca,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,autoclave treatment,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_023_chunk1,cold-rolled or extruded,,,,,
Zircaloy,{},,"{'temp_C': 475, 'medium': 'steam', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",eabea5786aca,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,autoclave treatment,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_023_chunk1,cold-rolled or extruded,,,,,
Zircaloy,{},,"{'temp_C': 475, 'medium': 'steam', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",eabea5786aca,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,autoclave treatment,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_023_chunk1,cold-rolled or extruded,,,,,
Zircaloy,{},,"{'temp_C': 475, 'medium': 'steam', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",eabea5786aca,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,autoclave treatment,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_023_chunk1,cold-rolled or extruded,,,,,
Zircaloy,{},,"{'temp_C': 475, 'medium': 'steam', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",eabea5786aca,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,autoclave treatment,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_023_chunk1,cold-rolled or extruded,,,,,
Zircaloy,{},,"{'temp_C': 475, 'medium': 'steam', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",eabea5786aca,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,autoclave treatment,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_023_chunk1,cold-rolled or extruded,,,,,
Zircaloy,{},,"{'temp_C': 500, 'medium': 'steam', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",9bd06ec9ded9,high,corrosion,Similar nodules were observed on Zircaloy coupons in cold-rolled or extruded conditions after autoclave treatments at 475 and 500 in steam at 1500 to 1700 psi,judgement,,text,autoclave treatment,nodular corrosion,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_023_chunk1,cold-rolled or extruded,autoclave corrosion test,,,,
