文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk1,p.360,"Interlaboratory # 1, each laboratory used its own test procedure. The large scatter in data is attributed primarily to differences in autoclave start-up techniques, with minor contributions from variations in pickling time, and residual oxygen remaining in the autoclaves.",Zircaloy-2,,pickling,autoclave corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6–7.3,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk1,p.360,Decreased corrosion of annealed 2.5Nb zirconium with time is attributed to the monotectoid transformation of Nb enriched βZr to αZr plus βNb,2.5Nb zirconium,annealed,,corrosion test,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk1,p.360,"this alloy oxidizes much faster in high-temperature water and steam-containing oxygen, than in de-oxygenated environments",2.5Nb zirconium,,,corrosion test,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,"water, steam",,,,,,"oxygen-containing, de-oxygenated",,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk1,p.361,"(b) ""sensitized"" at Bettis Atomic Power Laboratories by heating in vacuo for 8 h at 900 C (1650 F), furnace-cooled at 2 C/min to 316 C (600 F), then air-cooled to room temperature",Zircaloy-2,sensitized,"heat treatment: 900°C/8h vacuo, furnace cool 2°C/min to 316°C, air cool",autoclave corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk1,p.361,All coupons were exposed for 14 days in 400 C (750 F) 1500 psi steam,Zircaloy-2,,,autoclave corrosion test,,,,,,,,,,,,,,,,,,400,steam,10.34,,,,336,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk1,p.361,"(a) ""Heat treated"" by holding in vacuo at 850 C for 15 min, water-quenched, cold-worked to 20 percent reduction in area, aged at 500 C in vacuo for 24 h",2.5Nb zirconium,heat treated,850°C/15min vacuo + water quench + 20% cold work + 500°C/24h vacuo aging,autoclave corrosion test,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk1,Table 1,"Lab 1: As-Received 34, Bettis-Sensitized 66, Lab-Sensitized 69",Zircaloy-2,as-received,,autoclave corrosion test,,,,,,,,,,,,,,,,,,400,steam,10.34,,,,336,,,,,,,,,,,,,,,,34,mg/dm²,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk1,Table 1,"Lab 1: As-Received 34, Bettis-Sensitized 66, Lab-Sensitized 69",Zircaloy-2,sensitized,Bettis sensitized,autoclave corrosion test,,,,,,,,,,,,,,,,,,400,steam,10.34,,,,336,,,,,,,,,,,,,,,,66,mg/dm²,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk2,text,"All samples were machined and pickled at Chalk River Nuclear Laboratories, the recipient laboratories only applying a degreasing wash in solvent before testing.",,degreased,degreasing wash in solvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk2,text,"Autoclave tests were conducted in 400 C, 1500 psig steam, for 3 days and 14 days",,,,autoclave test,,,,,,,,,,,,,,,,,,400,steam,10.34,,,,72,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk2,Table 2,Condition. QCWA† ANN‡,2.5Nb zirconium,"annealed in vacuo, 700°C, for 1h, rapidly cooled",annealing,,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk2,Table 2,Laboratory 1: 16.7 28.0,2.5Nb zirconium,"heat-treated and quenched from 850°C, cold-worked 20%, aged at 500°C in vacuo for 24h",,autoclave test,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,16.7,mg/dm²,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk2,Table 2,Laboratory 1: 16.7 28.0,2.5Nb zirconium,"annealed in vacuo, 700°C, for 1h, rapidly cooled",,autoclave test,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,28.0,mg/dm²,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk3,1,"Fourteen-day exposures of sensitized and reactor-grade Zircaloy revealed that the venting temperature influenced corrosion response. With water starts, venting at temperatures up to 150 C (300 F) resulted in lower weight gains than venting at 316 C (600 F)",Zircaloy,sensitized and reactor-grade,,corrosion test,,,,,,,,,,,,,,,,,,150,water,,,,,336,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk3,1,"Fourteen-day exposures of sensitized and reactor-grade Zircaloy revealed that the venting temperature influenced corrosion response. With water starts, venting at temperatures up to 150 C (300 F) resulted in lower weight gains than venting at 316 C (600 F)",Zircaloy,sensitized and reactor-grade,,corrosion test,,,,,,,,,,,,,,,,,,316,water,,,,,336,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk3,1,"proof tests in flowing 400 C moist oxygen gave low weight gains for material with segregated intermetallics as well as ""good"" Zircaloy",Zircaloy,"with segregated intermetallics, good",,proof test,,,,,,,,,,,,,,,,,,400,moist oxygen,,,,,,flowing,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk3,1,"a 2-week rerun was conducted in flowing steam containing 5 to 6 ppm oxygen. Weight gains of the sensitized material differed little from the as-received alloy; for example, 28 to 34, and 27 mg/dm2, respectively",Zircaloy,sensitized,,corrosion test,,,,,,,,,,,,,,,,,,,steam,,,,,336,"flowing, 5-6 ppm oxygen",,,,,,,,,,,,,,,28–34,mg/dm²,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk3,1,"a 2-week rerun was conducted in flowing steam containing 5 to 6 ppm oxygen. Weight gains of the sensitized material differed little from the as-received alloy; for example, 28 to 34, and 27 mg/dm2, respectively",Zircaloy,as-received,,corrosion test,,,,,,,,,,,,,,,,,,,steam,,,,,336,"flowing, 5-6 ppm oxygen",,,,,,,,,,,,,,,27,mg/dm²,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk3,Table 3,"Zircaloy-2, Annealed 800 C 1 h, rapidly cooled, Weight Gains, mg/dm2 No Vent: 19.6 ± 0.9, ASTM Method: 15.6 ± 0.5",Zircaloy-2,"Annealed 800 C 1 h, rapidly cooled",annealing,proof test,,,,,,,,,,,,,,,,,,400,steam,10.34,,,,72,no vent,,,,,,,,,,,,,,,18.7–20.5,mg/dm²,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk3,Table 3,"Zircaloy-2, Annealed 800 C 1 h, rapidly cooled, Weight Gains, mg/dm2 No Vent: 19.6 ± 0.9, ASTM Method: 15.6 ± 0.5",Zircaloy-2,"Annealed 800 C 1 h, rapidly cooled",annealing,proof test,,,,,,,,,,,,,,,,,,400,steam,10.34,,,,72,ASTM Method A,,,,,,,,,,,,,,,15.1–16.1,mg/dm²,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk4,text,"aging at the autoclaving temperature will alter the metallurgical conditions of the alloy, thereby changing the corrosion rate",2.5Nb zirconium,,aging,,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0–55.0,°C,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk4,appendix,"quenched, cold-worked, and aged material will have a highly reflective mirror-like surface",2.5Nb zirconium,"quenched, cold-worked, aged","quenching, cold-working, aging",,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk4,appendix,Material annealed at 700 C will exhibit a dull smooth surface,2.5Nb zirconium,annealed 700 C,annealing,,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk4,appendix,When the internal temperature reaches 300 ± 50 F (149 ± 2.8 C),,,autoclave testing,steam test,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,146.2–151.8,°C,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk5,abstract,Neutron radiography was shown to be effective for detection of hydrogen in thin-walled Zircaloy-2 tubing to a lower limit of 500 to 700 ppm,Zircaloy-2,thin-walled tubing,post-irradiation examination,neutron radiography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0–700.0,ppm,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk5,abstract,"Using a densitometer of 1 percent precision, a sensitivity of about ±400 ppm through the center of the tube and ±200 ppm through the wall of the tube at the 1000-ppm level was obtained",Zircaloy-2,tubing,post-irradiation examination,neutron radiography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk5,abstract,The neutrographic technique was also used to detect local concentrations of zirconium hydride in irradiated Zircaloy-2 fuel cladding which were not identifiable by other non-destructive means,Zircaloy-2,irradiated fuel cladding,post-irradiation examination,neutron radiography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_026_chunk5,abstract,"The method, though not sensitive below 500 ppm hydrogen is, nevertheless, useful",Zircaloy-2,,,neutron radiography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,ppm,,
