文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_013_chunk1,text,Pressure tubes in CANDU reactors are manufactured by extrusion and cold work from the $\mathbf { Z } \mathbf { r } { - } 2 . 5 \mathbf { N } \mathbf { b }$ alloy.,Zr-2.5Nb,pressure tube,"extrusion, cold work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_013_chunk1,text,"The irradiations are performed in the Osiris reactor at Saclay, France, in two inserts with nominal operating temperatures of $2 8 0 ^ { \circ } \mathbf { C }$ (Trillium 2) and $3 1 0 ^ { \circ } \mathbf { C }$ (Trillium 3).",,,,irradiation,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,,,,2e-29,m²/n,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_013_chunk1,text,"The irradiations are performed in the Osiris reactor at Saclay, France, in two inserts with nominal operating temperatures of $2 8 0 ^ { \circ } \mathbf { C }$ (Trillium 2) and $3 1 0 ^ { \circ } \mathbf { C }$ (Trillium 3).",,,,irradiation,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,,2e-29,m²/n,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_013_chunk1,text,Results are reported for fast fluences up to $4 . 3 \times 1 0 ^ { 2 5 } \mathrm { n } / \mathrm { m } ^ { 2 }$ $E > 1$ MeV.,,,,irradiation,,,,,,,,,,,,,,,,,,,,,,,4.3e+25,,,,,,,,,,,,,4.3e+25,n/m²,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_013_chunk1,text,the actual range of temperatures is 262 to $3 0 9 \mathrm { ‰}$,,,,irradiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.0–309.0,°C,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_013_chunk1,text,NaK is used as the heat transfer medium,,,,irradiation,,,,,,,,,,,,,,,,,,,NaK,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_013_chunk2,text,"For Materials B and C, the longitudinal growth strain is shown as a function of fluence in Figs. 7 and 8, respectively.",,irradiated,,irradiation growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_013_chunk2,text,"Figure 9 presents the growth data for Materials D and E representing the lowest (387, $4 0 0 \ \mathsf { p p m } )$ and highest (1035, $1 0 6 0 ~ \mathsf { p p m } )$ iron contents for tubes produced with a $\beta$ -quench.",,,beta-quench,,,,,"{'value': None, 'min': 387, 'max': 400, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_013_chunk3,text,the general trends in the longitudinal growth of the $\mathbf { Z } \mathbf { r } { - } 2 . 5 \mathbf { N } \mathbf { b }$ pressure tube materials,Zr-2.5Nb,pressure tube,,irradiation growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_013_chunk3,text,"The growth strains were not measured at low fluence but the data at $2 8 0 \mathrm { ‰}$ are consistent with behavior reported earlier; an initial small positive strain, followed by a prolonged transient, up to $1 \times 1 0 ^ { 2 5 } \ \mathrm { n } / \mathrm { m } ^ { 2 }$ , $E > 1 \mathrm { \bf ~ M e V } ,$ of low or slightly negative growth.",,,,irradiation growth,,,,,,,,,,,,,,,,,,280.0,,,,,1e+25,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_013_chunk3,text,"At $3 0 5 \mathrm { ^ \circ C }$ , the growth strains and the growth rate are substantially lower over the range of 1 to $3 \times 1 0 ^ { 2 5 } \mathrm { \ n } / \mathrm { m } ^ { 2 }$ $E > 1 \mathrm { \bf ~ M e V } ,$ as observed previously [2,3].",,,,irradiation growth,,,,,,,,,,,,,,,,,,305.0,,,,,3e+25,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_013_chunk4,FIG. 11,"FIG. 11—The temperature dependence of the longitudinal irradiation growth of Zr-2.5Nb with low (387 to 437 ppm), medium (610 to 670 ppm), and high (980 to 1080 ppm) iron contents.",Zr-2.5Nb,,,,,,,"{'value': 980, 'value_min': 980, 'value_max': 1080, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_013_chunk4,FIG. 12,FIG. 12—The irradiation growth of $Z r { - } 2 . 5 N b$ as a function of iron content with the growth rate normalized to the average irradiation temperature of $2 9 0 ^ { \circ } C .$ .,Zr-2.5Nb,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_013_chunk4,TABLE 3,TABLE 3-The average growth rate for pressure tube materials with different iron contents and the effect of the beta quench on the growth characteristics of these materials.,Zr-2.5Nb,β-Quenched,β-Quenched,,,,,"{'value': 387, 'value_min': 387, 'value_max': 437, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,10^-29 m²/n,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_013_chunk4,TABLE 3,TABLE 3-The average growth rate for pressure tube materials with different iron contents and the effect of the beta quench on the growth characteristics of these materials.,Zr-2.5Nb,Non β-Quenched,Non β-Quenched,,,,,"{'value': 387, 'value_min': 387, 'value_max': 437, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,10^-29 m²/n,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_013_chunk4,TABLE 3,TABLE 3-The average growth rate for pressure tube materials with different iron contents and the effect of the beta quench on the growth characteristics of these materials.,Zr-2.5Nb,All,,,,,,"{'value': 387, 'value_min': 387, 'value_max': 437, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49–3.65,10^-29 m²/n,,,,
