文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk1,text,"Cold-worked and stress-relieved Zircaloy-4 with and without recrystallized grains (approximately $3 \%$ ) was thermally shocked to temperatures between 600 and ${ \bf 8 0 0 ^ { \circ } C }$ for up to 1, 10, 100, and 1000 seconds",Zircaloy-4,cold-worked and stress-relieved,thermal shock,thermal shock,,,,,,,,,,,,,,,,,,"[600, 800]",,,,,,0.000278,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk1,text,"Cold-worked and stress-relieved Zircaloy-4 with and without recrystallized grains (approximately $3 \%$ ) was thermally shocked to temperatures between 600 and ${ \bf 8 0 0 ^ { \circ } C }$ for up to 1, 10, 100, and 1000 seconds",Zircaloy-4,cold-worked and stress-relieved,thermal shock,thermal shock,,,,,,,,,,,,,,,,,,"[600, 800]",,,,,,0.0278,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk1,text,"Cold-worked and stress-relieved Zircaloy-4 with and without recrystallized grains (approximately $3 \%$ ) was thermally shocked to temperatures between 600 and ${ \bf 8 0 0 ^ { \circ } C }$ for up to 1, 10, 100, and 1000 seconds",Zircaloy-4,cold-worked and stress-relieved,thermal shock,thermal shock,,,,,,,,,,,,,,,,,,"[600, 800]",,,,,,0.278,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk1,text,"Cold-worked and stress-relieved Zircaloy-4 with and without recrystallized grains (approximately $3 \%$ ) was thermally shocked to temperatures between 600 and ${ \bf 8 0 0 ^ { \circ } C }$ for up to 1, 10, 100, and 1000 seconds",Zircaloy-4,cold-worked and stress-relieved,thermal shock,thermal shock,,,,,,,,,,,,,,,,,,"[600, 800]",,,,,,2.78,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk1,text,Material A had no recrystallized grains,Zircaloy-4,stress-relieved,as-received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,%
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk1,text,The amount of cold work introduced into the cladding before the final annealing was more than $60 \%$,Zircaloy-4,cold-worked,before final annealing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,%
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk1,text,The final stress-relief annealing treatments were typical for this kind of cladding between 450 and ${ \mathfrak { s } } 2 0 ^ { \circ } \mathrm { C }$,Zircaloy-4,stress-relieved,final annealing,annealing,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,450–520,°C
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk1,text,The final stress-relief annealing treatments were typical for this kind of cladding between 450 and ${ \mathfrak { s } } 2 0 ^ { \circ } \mathrm { C }$,Zircaloy-4,stress-relieved,final annealing,annealing,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,450–520,°C
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk1,text,the specimens were tensile tested in a servohydraulic machine at $3 4 3 ^ { \circ } \mathbf { C }$ using a strain rate of $\dot { \epsilon } = 4 \times 1 0 ^ { - 4 } \mathrm { ~ s ~ } ^ { - 1 }$,Zircaloy-4,annealed,tensile testing,tensile test,,,,,,,,,,,,,,,,,,343,,,0.0004,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk2,table,Material A; Annealing Temperature 600 deg C; Heat-up Time 10.9 s; Hold Time 1 s; Cool-down Time 10 s; Yield Stress 366 MPa; Tensile Stress 424 MPa; Total Elongation 18.15 %,Zircaloy,stress-relieved,annealing,tensile,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,366.0,MPa,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk3,text,the effects of cold work and neutron irradiation $( 3 \times 1 0 ^ { 2 1 } \mathrm { \ : N / c m ^ { 2 } } )$ were removed in about $1 0 \thinspace s$ at $7 0 0 \textdegree C$,Zircaloy-2,"cold-worked, irradiated",annealing,annealing,,,,,,,,,,,,,,,,,,700,,,,,3e+21,0.00277778,,,,,,,,,,,,,,,,,,10,s
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk3,text,the effects of cold work and neutron irradiation $( 3 \times 1 0 ^ { 2 1 } \mathrm { \ : N / c m ^ { 2 } } )$ were removed,Zircaloy-2,"cold-worked, irradiated",annealing,annealing,,,,,,,,,,,,,,,,,,,,,,,3e+21,,,,,,,,,,,,,,,3e+21,n/cm²,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk3,text,the start of recrystallization of stress-relieved Zircaloys used in a PWR,Zircaloy,stress-relieved,recrystallization,recrystallization,,,,,,,,,,,,,,,,,,,PWR,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk3,text,"The effects of crystallographic texture, grain size and shape, and tensile stress on the orientation of hydride platelets in Zircaloy-2, $\mathbf { Z } \mathbf { r } { - } 2 . 5 \mathbf { N } \mathbf { b }$ , and Excel tubes","Zircaloy-2, Zr-2.5Nb, Excel",tube,hydriding,hydride orientation,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk3,text,"When the $\pmb { \alpha }$ grains are equiaxed, the hydride platelets precipitate either at grain boundaries or on the basal plane",,equiaxed grains,hydriding,hydride precipitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk3,text,A sufficiently high tensile stress perpendicular to the basal plane will precipitate the platelets perpendicular to the stress,,,hydriding,hydride precipitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk3,text,"When the grains are thin and elongated, the platelets precipitate along the grain boundaries",,thin elongated grains,hydriding,hydride precipitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_017_chunk4,text,Zirconium alloys absorb up to 5 atomic percent hydrogen in solid solution at temperatures ≥ 775 K (500°C),Zirconium alloys,solid solution,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,5,atomic percent,,
