文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,条件哈希,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,应变率(s-1),压力(MPa),辐照剂量(dpa),通量,时间(h),气氛,密度公式,密度数据,比热容公式,比热容数据,热传导率公式,热传导率数据,弹塑性模型公式,弹塑性模型数据,热膨胀公式,热膨胀数据,辐照蠕变公式,辐照蠕变数据,辐照肿胀公式,辐照肿胀数据,腐蚀公式,腐蚀数据,硬化性能公式,硬化性能数据,额外性质
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_003_chunk1,Hydrogen Effects section,The low hydrogen uptake of Zr-2.5Nb is associated with the β-Zr phase that contains 20% Nb,Zr-2.5Nb,,,hydrogen uptake analysis,,"{'value': 97.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""hydrogen_uptake"": ""low"", ""phase_composition"": ""β-Zr phase contains 20% Nb""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_003_chunk1,Hydrogen Effects section,The delayed hydrogen cracking velocity of Zr-2.5Nb cold-worked material increases due to irradiation and K_ID is reduced by radiation hardening,Zr-2.5Nb,cold-worked,,hydrogen cracking test,,"{'value': 97.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""delayed_hydrogen_cracking_velocity"": ""increases due to irradiation"", ""K_ID"": ""reduced by radiation hardening""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_003_chunk1,Hydrogen Effects section,"For Zircaloy, the hydriding rate is proportional to the corrosion rate and hydrogen absorption depends on the final heat treatment, integrated annealing parameter, tin level, Ni level, Cr Level, and Fe/Cr ratio",Zircaloy,,,hydriding analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""hydriding_rate"": ""proportional to corrosion rate"", ""hydrogen_absorption_factors"": ""final heat treatment, integrated annealing parameter, tin level, Ni level, Cr level, Fe/Cr ratio""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_003_chunk1,Pressure Tubes section,"Zr-2.5Nb, an alloy that is stronger than Zircaloy-2, is used for the pressure tubes",Zr-2.5Nb,,,mechanical comparison,,"{'value': 97.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""strength_comparison"": ""stronger than Zircaloy-2"", ""application"": ""pressure tubes""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_003_chunk1,Pressure Tubes section,"The metallurgical condition of the Zr-2.5Nb tubes varies in different countries: cold worked and annealed (Russia); cold worked and stress relieved (Canada); and water quenched, cold worked, and aged (India and Japan)",Zr-2.5Nb,tube,various processing routes,metallurgical condition analysis,,"{'value': 97.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""processing_variations"": ""Russia: cold worked and annealed; Canada: cold worked and stress relieved; India_Japan: water quenched, cold worked, and aged""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_003_chunk1,Pressure Tubes section,"In CANDU pressure tubes, there is an initial decrease in fracture toughness with fluence and then little further change; this correlates well with the dislocation density",Zr-2.5Nb,CANDU pressure tube,,fracture toughness test,,"{'value': 97.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""fracture_toughness"": ""initial decrease with fluence then stabilizes"", ""correlation"": ""with dislocation density""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_003_chunk1,Pressure Tubes section,"chlorine, which is an impurity element, reduces the fracture toughness if there is more than 1 ppm present in the material",,,,fracture toughness analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""chlorine_impurity_effect"": ""reduces fracture toughness if >1 ppm""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_003_chunk1,Pressure Tubes section,The irradiation growth behavior of small specimens from CANDU pressure tubes is quite variable. A key parameter has been found to be the iron concentration; increasing iron from 500 to 2000 ppm reduces the growth by about half,Zr-2.5Nb,CANDU pressure tube specimens,,irradiation growth test,,"{'value': 97.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""irradiation_growth"": ""variable behavior"", ""iron_effect"": ""increasing from 500 to 2000 ppm reduces growth by about half""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_003_chunk1,Pressure Tubes section,"Biaxial creep behavior was reported for Zr-2.5Nb tubes up to fluences of 7·10²⁵ n·m⁻², showing the effect of texture on diametral strain rates",Zr-2.5Nb,tube,,biaxial creep test,,"{'value': 97.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""creep_behavior"": ""biaxial"", ""fluence"": ""7·10²⁵ n·m⁻²"", ""texture_effect"": ""on diametral strain rates""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_003_chunk2,text,"Reducing chlorine, carbon, and phosphorous increases fracture toughness, and increasing the iron decreases growth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""fracture_toughness"": ""increased by reducing chlorine, carbon, and phosphorous"", ""growth"": ""decreased by increasing iron""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_003_chunk3,text,The in-pile tests in the PR loop at Halden indicate no acceleration of corrosion rate of Zircaloy-4 when the lithium level in coolant was increased at 4.5 ppm,Zircaloy-4,,,in-pile corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""lithium_effect"": ""no corrosion acceleration at 4.5 ppm lithium"", ""test_facility"": ""PR loop at Halden""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_003_chunk3,text,A comparison of the corrosion behavior of a defective rod and adjacent nondefective rod irradiated for two cycles in a PWR indicates a significantly higher corrosion rate in the defective rod,,defective rod,irradiation,corrosion comparison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""corrosion_rate"": ""significantly higher in defective rod"", ""irradiation_cycles"": ""two cycles"", ""reactor_type"": ""PWR""}"
