文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_041_chunk1,text,Zr-2.5Nb alloy,Zr-2.5Nb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,MPa
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_041_chunk1,text,Zr-2.5Nb pressure tubes,Zr-2.5Nb,pressure tube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_041_chunk1,text,critical stress intensity factor for hydride cracking (K_H) at 150°C is smaller than 5 MPa√m for Zr-2.5Nb containing 100-ppm hydrogen,Zr-2.5Nb,hydrided,,hydride cracking,,,,,,,,,,,,,,,"{'value': 100.0, 'unit': 'ppm'}",,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_041_chunk1,text,"hydrided Zr-2.5Nb specimens (50-ppm H₂ cycled once, 10 times, and 100 times between 250 and 60°C while under a tensile stress of 276 MPa",Zr-2.5Nb,hydrided,,thermal cycling,,,,,,,,,,,,,,,"{'value': 50.0, 'unit': 'ppm'}",,,,,276.0,,,,,,,,,,,,,,,,1.0–100.0,cycles,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_041_chunk1,text,thermal cycle took 6 h which consisted of a 0.5-h heat up to 250°C followed by a 5.5-h cool down to 60°C,Zr-2.5Nb,hydrided,,thermal cycling,,,,,,,,,,,,,,,"{'value': 50.0, 'unit': 'ppm'}",,,250.0,,,,,,,,,,,,,,,,,,6.0,h,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_041_chunk1,text,hydride cracking has been demonstrated in round-notched bar specimens of hydrided Zr-2.5Nb (100 ppm H₂) at calculated stress intensity factor values of 3.2 and 1.6 MPa√m,Zr-2.5Nb,hydrided,,hydride cracking,,,,,,,,,,,,,,,"{'value': 100.0, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,138.0,MPa,,,,,,,,,1.6–3.2,MPa√m
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_041_chunk1,text,"thermal cycles in these experiments were somewhat faster, consisting of a 0.5-h heat up to 300°C followed by a 2.5-h cool down to 60°C",Zr-2.5Nb,hydrided,,thermal cycling,,,,,,,,,,,,,,,"{'value': 100.0, 'unit': 'ppm'}",,,300.0,,,,,,,,,,,,,,,,,,3.0,h,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_041_chunk2,text,"hydride ""reorientation"" in these studies has been accomplished by machining tension specimens in the through thickness (short transverse) direction of thick slab material (the hydrides are perpendicular to the tensile axis)",Zr-2.5Nb,slab material,machining tension specimens in through thickness direction,tension test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_041_chunk2,text,"The specimens, having a diameter of 4.1 mm, were loaded in tension up to about 560 MPa",Zr-2.5Nb,hydrided slab material (50-ppm H2),,tension test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.0,MPa,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_041_chunk3,Abstract,"In the initial stages of thermal oxidation, no weight gain due to growth conditions was observed during a certain time interval and incubation period",zirconium,anodized,anodizing,thermal oxidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_041_chunk3,Experimental,"Zirconium sheets, 0.1 mm thick, were used",zirconium,sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
