文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_027_chunk1,text,Zircaloy-4 cladding is being tested under loss-of-coolant accident (LOCA) conditions to determine its deformation behavior,Zircaloy-4,cladding,,LOCA simulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_027_chunk1,text,"The instrumented simulators, consisting of unirradiated Zircaloy-4 cladding with an internal heater to simulate fuel pellet heating, are tested to failure in superheated steam over a wide range of internal pressures at a temperature increase rate of about 28°C/s",Zircaloy-4,unirradiated cladding,,burst test,,,,,,,,,,,,,,,,,,,superheated steam,,,,,,,,,,,,,,,28.0,°C/s,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_027_chunk1,text,"The Zircaloy-4 tubes, 10.92 mm in diameter by 0.635 mm thick",Zircaloy-4,tube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_027_chunk1,text,The tubes were oxidized in superheated steam for 30 min at 480°C on both internal and external surfaces prior to fabrication of the fuel pin simulators,Zircaloy-4,tube,oxidation,,,,,,,,,,,,,,,,,,,480.0,superheated steam,,,,,0.5,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_027_chunk1,text,Metallographic examination revealed the oxide film to be uniform and very thin (1 to 2 μm),Zircaloy-4,oxidized tube,oxidation,metallographic examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0–2.0,μm,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_027_chunk1,text,An infrared scan is taken when the surface temperature is in the range of 400 to 450°C,Zircaloy-4,fuel simulator,infrared characterization,infrared scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0–450.0,°C,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_027_chunk2,text,entire assembly is equilibrated at initial temperature conditions of about $3 4 0 ^ { \circ } \mathrm { C }$,,,equilibration,burst test,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,340,°C,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_027_chunk2,text,small downward flow (4 to $6 \times 1 0 ^ { - 4 } \mathrm { k g } / s$,,,flow condition,burst test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_027_chunk2,text,superheated steam (at atmospheric pressure and 340 to $3 5 0 ^ { \circ } \mathrm { C } )$,,,steam condition,burst test,,,,,,,,,,,,,,,,,,,superheated steam,0.101325,,,,,,,,,,,,,,340–350,°C,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_027_chunk2,text,Deformation is suppressed over the upper $2 0 0 \ \mathrm { m m }$ of the heated zone by the cooling effect of the inlet steam,Zircaloy,,cooling,deformation test,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_027_chunk3,text,The difference is due to localization of the deformation in certain portions of the tube circumference,,,,burst test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_027_chunk3,text,the TCE can be relatively small compared to uniformly heated tubes in an inert environment,,,,burst test,,,,,,,,,,,,,,,,,,,,,,,,,inert,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_027_chunk4,text,"posttest cross-sectional area measurements show tube area increases of 4.4 and 7.3 percent, respectively, for Figs. 8a and b",Zircaloy,α-Zircaloy,posttest,deformation test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,%,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_027_chunk4,text,elongation observed after one heating-cooling cycle with identical tubing from the same mill production lot [9],Zircaloy,,heating-cooling cycle,thermal cycle test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,%,0.4,%,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_027_chunk4,text,oxidation effects limited the TCE in the higher β Zircaloy range of test temperature,Zircaloy,β-Zircaloy,,deformation test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
