文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_026_chunk1,text,"cold worked Zircaloy-2, cold-worked Zr-Nb, and heat treated Zr-Nb 0.6-in.- diameter tubes",Zircaloy-2,cold-worked,,creep,,,,,,,,,,,,,,,,,,,irradiation,,,,,,,,,,,,,,,,,9.0,%,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_026_chunk1,text,Cold-worked Z$_\Gamma$-2.5 Nb tube lengths had been supplied by Wolverine from a cast containing 2.6 Nb and 1100-ppm 02,Zr-2.5Nb,cold-worked,,,,,"{'value': 2.6, 'unit': 'wt%'}",,,,,,,,"{'value': 1100.0, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,655.0,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_026_chunk1,text,During manufacture this tubing had been given a final reduction of ~75 percent followed by a heat treatment of 515°C for 6 h,Zr-2.5Nb,cold-worked,heat treatment at 515°C for 6 h,,,,,,,,,,,,,,,,,,,515.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_026_chunk1,text,a proportion of the tube lengths were heat treated for only 5 h at 475°C,Zircaloy-2,cold-worked,heat treatment at 475°C for 5 h,,,,,,,,,,,,,,,,,,,475.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_026_chunk1,text,Some of the Zr-Nb tubing was water quenched from 890°C and then tempered 72 h at 500°C,Zr-Nb,heat treated,"water quenched from 890°C, tempered at 500°C for 72 h",,,,,,,,,,,,,,,,,,,890.0,water,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_026_chunk1,text,Some of the Zircaloy-2 tubing was gas hydrided at 400°C for a maximum duration of 72 h,Zircaloy-2,hydrided,gas hydrided at 400°C for 72 h,,,,,,,,,,,,,,,,,,,400.0,gas,,,,,72.0,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_026_chunk1,text,the hydrogen level of such tubing used for specimens was within the range 200 to 400 ppm,Zircaloy-2,hydrided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0–400.0,ppm,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_026_chunk1,text,The thickness of the Zircaloy-2 tubing was 0.030 ± 0.002 in,Zircaloy-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_026_chunk1,text,after filling with argon or helium at room temperature at a pressure of up to 3000 psi,,,pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,argon or helium,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_026_chunk2,Table 2,Cold-worked Zircaloy-2; 275; 55a; 730; 21,Zircaloy-2,Cold-worked,,Tube rupture test,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,,,,379.2,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_026_chunk2,Table 2,Cold-worked Zircaloy-2; 280; 51; 12; 14,Zircaloy-2,Cold-worked,,Tube rupture test,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,,,,351.63,MPa,,,12.0,h,,,,,,
