文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk1,abstract,Specimens with radial hydrides were produced by modification of tube-manufacturing route and by hydriding under pressure in lithiated water,Zircaloy-2,radial hydrides,tube-manufacturing route modification; hydriding under pressure in lithiated water,,,,,,,,,,,,,,,,,,,,lithiated water,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk1,abstract,Both series of tests showed that the effect of the hydrides was marked at 20°C but was small at 300°C,Zircaloy-2,radial hydrides,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk1,abstract,Both series of tests showed that the effect of the hydrides was marked at 20°C but was small at 300°C,Zircaloy-2,radial hydrides,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk1,abstract,"at design condition, the critical crack length is of the order of 3 to 4 in",Zircaloy-2,,,critical crack length test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0–4.0,mm,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk1,abstract,"Critical cracklength tests on irradiated tubes show that, up to doses of 10²¹ n/cm² (>1 MeV), there is no decrease in critical crack length on irradiation",Zircaloy-2,irradiated,,critical crack length test,,,,,,,,,,,,,,,,,,,,,,,1e21,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk1,abstract,the effect of irradiation up to doses of 2×10²¹ n/cm² (Ni) has been assessed on the basis of both tension and notched specimens,Zircaloy-2,irradiated,,tension test; notched specimen test,,,,,,,,,,,,,,,,,,,,,,,2e21,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk1,abstract,the effect on impact specimens saturates at 10²⁰ n/cm²,Zircaloy-2,irradiated,,impact test,,,,,,,,,,,,,,,,,,,,,,,1e20,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk1,abstract,there is a progressive but small increase in tensile strength over the range of neutron dose examined,Zircaloy-2,irradiated,,tensile test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk1,introduction,These tubes operate at 290°C in an environment where they will be subjected to the effect of fast-neutron irradiation and corrosion with associated hydrogen absorption from the boiling water,Zircaloy-2,pressure tubes,operation,,,,,,,,,,,,,,,,,,,290,boiling water,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk1,introduction,"the most onerous condition is at the design condition of 16,000 psi and 290°C",Zircaloy-2,pressure tubes,operation,,,,,,,,,,,,,,,,,,,290,,110.3,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk1,introduction,Increasing the hydrogen content resulted in a decrease in critical crack length for instability at any given stress level,Zircaloy-2,hydrided,,critical crack length test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk1,introduction,"This was most marked at room temperature, while at 300°C the effect of hydrogen contents up to 400 ppm was small",Zircaloy-2,hydrided,,critical crack length test,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk1,introduction,"This was most marked at room temperature, while at 300°C the effect of hydrogen contents up to 400 ppm was small",Zircaloy-2,hydrided,,critical crack length test,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,4.0,mm,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk1,Effect of Hydrogen Concentration,"at 400 ppm H₂ and 20°C the critical crack length for instability at 16,000 psi is ~2 in. compared with ~5 in. at 25 ppm",Zircaloy-2,hydrided,,critical crack length test,,,,,,,,,,,,,,,,,,20,,110.3,,,,,,,,,,,,2.0,mm,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk2,Table 1,200 ppm H2: KQ = 65.8 ksi√in,Zircaloy-4,SEN specimen,,fracture toughness,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,72.4,MPa√m,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk3,text,Fracture-toughness $( K _ { I C } )$ data for irradiated Zircaloy-2 have been obtained by Rowe and Hoagland [8] on double cantilever-beam (DCB) specimens of 0.25-in. plate (with 0.070-in. side grooves) at temperatures up to $1 5 0 \mathrm { C }$ with 400 ppm $\mathrm { H _ { 2 } }$ ; the minimum value quoted was $3 0 \ k \mathrm { s i } \sqrt { \mathrm { i } \mathbf { n } } .$,Zircaloy-2,irradiated,,fracture toughness,,,,,,,,,,,,,,,,,,150.0,H2,,,,,,,,,,,,,33.0,MPa√m,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk3,text,"The current series of tests have not shown a plane-strain behavior at $3 0 0 \mathrm { { C } }$ however, but for the purpose of this calculation it is assumed that plane-strain failures can occur in hydrided, irradiated pressure tubes",Zircaloy-2,"hydrided, irradiated",,fracture,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk3,text,$K _ { I C }$ values of 30 ksi√ in. (Rowe and Hoagland) and $1 0 ~ \mathrm { k s i v i n }$ (radial hydride value) have been used.,Zircaloy-2,"hydrided, irradiated",,fracture toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,MPa√m,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk3,text,yield stress $\sigma _ { y } = 7 0 \mathrm { k s i }$ at $3 0 0 ~ \mathrm { { C } }$ (irradiated value),Zircaloy-2,irradiated,,tensile,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,1.8e+21,n/cm²,,,482.6,MPa
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk3,text,Irradiation in fast-neutron flux is known to increase the tensile strength of Zircaloy-2 and adversely to affect the impact energy as measured in notchbend specimens.,Zircaloy-2,irradiated,,tensile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk3,text,"Tests have now been extended to doses4 up to $1 . 8 ~ \times ~ 1 0 ^ { 2 1 }$ $\mathsf { n / c n "" } ^ { 2 } \left( \mathsf { N i } \right)$ in the temperature range 240 to $3 0 0 \mathrm { { C } }$ .",Zircaloy-2,irradiated,,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,,,,1.8e+21,n/cm²,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk3,text,"Small tension specimens were taken from flattened sections of pressure tubes hydrided at 400 or $4 5 0 \mathrm { \Omega C }$ to give hydrogen concentrations up to 800 ppm, and irradiated in the Dounreay Fast Reactor (DFR) to neutron doses in the range $2 . 2 \times 1 0 ^ { 1 9 } \mathrm { ( N i ) }$ to $1 . 8 \times 1 0 ^ { 2 1 } \mathrm { { n / c m ^ { 2 } } ( N i ) }$ in the temperature range 240 to $3 0 0 \mathrm { { C } }$",Zircaloy-2,"hydrided, irradiated",hydriding,tensile,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,800.0,ppm,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk4,text,Failure stresses predicted for hydrided Zircaloy-2 tubes were found to agree with measured failure stresses to within 15 to 20 percent for the critical COD values at operating temperatures.,Zircaloy-2,hydrided,,failure stress test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15–20,percent,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk4,text,"Notched-bend specimens with hydrogen concentrations up to approximately 800 ppm have been irradiated in DFR. Critical COD values from these are compared with unirradiated specimens in Fig. 10. The critical COD values have been reduced substantially by irradiation, even for test temperatures up to $3 0 0 \mathrm { C }$ .The neutron doses were in the range 2.9 to $9 . 3 \times 1 0 ^ { 2 0 } \mathrm { n / c m ^ { 2 } ( N i ) }$",Zircaloy-2,,,COD test,,,,,,,,,,,,,,,,,,300,,,,,2.9e+20,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk4,text,"The critical COD values have been reduced substantially by irradiation, even for test temperatures up to $3 0 0 \mathrm { C }$ .The neutron doses were in the range 2.9 to $9 . 3 \times 1 0 ^ { 2 0 } \mathrm { n / c m ^ { 2 } ( N i ) }$",Zircaloy-2,,,COD test,,,,,,,,,,,,,,,,,,300,,,,,9.3e+20,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk4,text,"as with impact and tension specimens, the irradiation damage appears to have saturated at the low-dose levels.",Zircaloy-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk4,text,"A correlation has been found between the tube-failure stress, the slit length, and the energy absorbed in the impact test at that temperature. The correlation is shown in Fig. 11 and uses the empirical relationship $\sigma c =$ constant. The scatter band includes results for different hydrogen levels and covers tubes tested in the temperature range 20 to $3 0 0 \mathrm { C }$",Zircaloy-2,,,failure stress test,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk4,text,"A correlation has been found between the tube-failure stress, the slit length, and the energy absorbed in the impact test at that temperature. The correlation is shown in Fig. 11 and uses the empirical relationship $\sigma c =$ constant. The scatter band includes results for different hydrogen levels and covers tubes tested in the temperature range 20 to $3 0 0 \mathrm { C }$",Zircaloy-2,,,failure stress test,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk5,text,"The latter results indicate that, at up to 400 ppm of hydrogen, the critical crack length at 300 C is increased slightly by irradiation.",Zircaloy-2,irradiated,,fracture test,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk5,Table 2,TABLE 2—Estimates of critical crack length at 300 C in irradiated hydrided SGHW R Zircaloy-2 pressure tubes.,Zircaloy-2,"irradiated, hydrided",,fracture test,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,4.0,in,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_012_chunk6,1,it precipitates as plates of zirconium hydride which have a deleterious effect on the toughness,zirconium,,precipitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
