文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,条件哈希,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,应变率(s-1),压力(MPa),辐照剂量(dpa),通量,时间(h),气氛,密度公式,密度数据,比热容公式,比热容数据,热传导率公式,热传导率数据,弹塑性模型公式,弹塑性模型数据,热膨胀公式,热膨胀数据,辐照蠕变公式,辐照蠕变数据,辐照肿胀公式,辐照肿胀数据,腐蚀公式,腐蚀数据,硬化性能公式,硬化性能数据,额外性质
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_031_chunk1,text,"Zircaloy-4, used extensively as a cladding and core structural material in water-cooled nuclear reactors, is a zirconium-based alloy containing small additions of tin, iron, and chromium",Zircaloy-4,beta-quenched,quench-and-aging treatments,transmission electron microscopy,,"{'value': None, 'unit': 'wt%', 'raw_unit': None}","{'value': None, 'unit': 'wt%', 'raw_unit': None}",,"{'value': None, 'unit': 'wt%', 'raw_unit': None}","{'value': None, 'unit': 'wt%', 'raw_unit': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excellent nodular corrosion resistance,,microhardness reflects microstructural changes,"{""precipitate_formation"": ""Zr₄(Fe,Cr) metastable precipitate"", ""aging_effect"": ""dissolution of metastable Zr₄(Fe,Cr) and formation of stable Zr(Fe,Cr)₂"", ""aging_temperature"": ""750°C"", ""crystal_structure"": ""cubic (metastable), hexagonal (stable)""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_031_chunk1,text,Phase instabilities detected by transmission electron microscopy after irradiation include disappearance of the metastable precipitate,Zircaloy-4,beta-quenched,neutron irradiation,transmission electron microscopy,,"{'value': None, 'unit': 'wt%', 'raw_unit': None}","{'value': None, 'unit': 'wt%', 'raw_unit': None}",,"{'value': None, 'unit': 'wt%', 'raw_unit': None}","{'value': None, 'unit': 'wt%', 'raw_unit': None}",,,,,,,,,,,,,,,,,,1.00E+25,,,,,,,,,,,,,,,,,,,,,"{""irradiation_effects"": ""disappearance of metastable Zr₄(Fe,Cr) precipitates"", ""microstructure"": ""single-phase solid solution maintained to high fluences"", ""dislocation_development"": ""irradiation causes dislocation development"", ""precipitate_decomposition"": ""Zr(Fe,Cr)₂ loses crystalline structure, becomes amorphous""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_031_chunk1,text,Iron in the matrix precipitates out at grain boundaries as the Zeta-phase during postirradiation annealing at 560°C,Zircaloy-4,beta-quenched,postirradiation annealing,transmission electron microscopy,,"{'value': None, 'unit': 'wt%', 'raw_unit': None}","{'value': None, 'unit': 'wt%', 'raw_unit': None}",,"{'value': None, 'unit': 'wt%', 'raw_unit': None}","{'value': None, 'unit': 'wt%', 'raw_unit': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""precipitation"": ""iron precipitates at grain boundaries as Zeta-phase"", ""annealing_temperature"": ""560°C""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_031_chunk1,text,"Both chromium and iron precipitate out as Zr(Fe,Cr)₂ intermetallics on annealing at 750°C",Zircaloy-4,beta-quenched,postirradiation annealing,transmission electron microscopy,,"{'value': None, 'unit': 'wt%', 'raw_unit': None}","{'value': None, 'unit': 'wt%', 'raw_unit': None}",,"{'value': None, 'unit': 'wt%', 'raw_unit': None}","{'value': None, 'unit': 'wt%', 'raw_unit': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""precipitation"": ""chromium and iron precipitate as Zr(Fe,Cr)₂ intermetallics"", ""annealing_temperature"": ""750°C"", ""crystal_structure"": ""hexagonal (C14 Laves phase)""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_031_chunk2,Table 1,Chemical compositions of Zircaloy-4,Zircaloy-4,sheet,"annealed at 1010°C for 5 min, water quenched",quench-and-aging,,"{'value': 'balance', 'unit': 'wt%', 'raw_unit': None}","{'value': 1.5, 'unit': 'wt%', 'raw_unit': None}",,"{'value': 0.21, 'unit': 'wt%', 'raw_unit': None}","{'value': 0.1, 'unit': 'wt%', 'raw_unit': None}","{'value': 0.007, 'unit': 'wt%', 'raw_unit': None}",,,,,"{'value': 0.1, 'unit': 'wt%', 'raw_unit': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""cooling_rate"": ""120°C/s from 1010 to 700°C, 80°C/s from 700°C to room temperature"", ""dimensions"": ""7 by 2.5 by 0.254 cm""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_031_chunk2,Table 2,Aging temperature and aging time used in quench-and-aging experiments,Zircaloy-4,sectioned pieces,aged in vacuum furnace,quench-and-aging,,"{'value': 'balance', 'unit': 'wt%', 'raw_unit': None}","{'value': 1.5, 'unit': 'wt%', 'raw_unit': None}",,"{'value': 0.21, 'unit': 'wt%', 'raw_unit': None}","{'value': 0.1, 'unit': 'wt%', 'raw_unit': None}","{'value': 0.007, 'unit': 'wt%', 'raw_unit': None}",,,,,"{'value': 0.1, 'unit': 'wt%', 'raw_unit': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""cooling_method"": ""argon chamber cooling""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_031_chunk2,Neutron Irradiation section,specimens selected from three different locations of a Zircaloy-4 channel,Zircaloy-4,weld zone specimens,"β-quenched condition, neutron irradiation",neutron irradiation,,"{'value': 'balance', 'unit': 'wt%', 'raw_unit': None}","{'value': 1.5, 'unit': 'wt%', 'raw_unit': None}",,"{'value': 0.21, 'unit': 'wt%', 'raw_unit': None}","{'value': 0.1, 'unit': 'wt%', 'raw_unit': None}","{'value': 0.007, 'unit': 'wt%', 'raw_unit': None}",,,,,"{'value': 0.1, 'unit': 'wt%', 'raw_unit': None}",,,,,,,,,,,,5.00E+25,,,,,,,,,,,,,,,,,,,,,"{""designation"": ""TW01"", ""burnup"": ""57 GWD/MT"", ""reactor_type"": ""BWR""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_031_chunk2,Neutron Irradiation section,specimens selected from three different locations of a Zircaloy-4 channel,Zircaloy-4,weld zone specimens,"β-quenched condition, neutron irradiation",neutron irradiation,,"{'value': 'balance', 'unit': 'wt%', 'raw_unit': None}","{'value': 1.5, 'unit': 'wt%', 'raw_unit': None}",,"{'value': 0.21, 'unit': 'wt%', 'raw_unit': None}","{'value': 0.1, 'unit': 'wt%', 'raw_unit': None}","{'value': 0.007, 'unit': 'wt%', 'raw_unit': None}",,,,,"{'value': 0.1, 'unit': 'wt%', 'raw_unit': None}",,,,,,,,,,,,1.20E+26,,,,,,,,,,,,,,,,,,,,,"{""designation"": ""TW02"", ""burnup"": ""57 GWD/MT"", ""reactor_type"": ""BWR""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_031_chunk6,text,"The corrosion results indicate that in beta-quenched Zircaloy-4, details of the precipitate and dislocation structure do not strongly influence nodular corrosion",Zircaloy-4,beta-quenched,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""corrosion_resistance"": ""uniformly high until recrystallization"", ""nodular_corrosion_influence"": ""precipitate and dislocation structure do not strongly influence"", ""degradation_threshold"": ""accumulated annealing parameter 10⁻¹⁵ to 10⁻¹⁶ h""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_031_chunk7,text,"The microstructures of Zircaloy-4 in the as-β-quenched condition consist of an α-lamellar matrix and iron-rich Zr₄(Fe,Cr) precipitates at lamellar boundaries",Zircaloy-4,β-quenched,as-quenched,microstructural analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""microstructure"": ""α-lamellar matrix with Zr₄(Fe,Cr) precipitates at lamellar boundaries"", ""lamellar_growth_direction"": ""<1120>"", ""dislocation_types"": ""both a and c type dislocations""}"
