文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_043_chunk1,text,Test methods for longitudinal and circumferential strength of Zircaloy cladding tube were discussed.,Zircaloy,cladding tube,,tensile test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_043_chunk1,text,The commercial production of Zircaloy-2 tubing began in 1972,Zircaloy-2,tubing,commercial production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_043_chunk2,text,plug distance in the tension test shall be 50 mm,,,,tension test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,mm,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_043_chunk2,Table 2,A B Instron type Shimadzu IS-5000 B1-6 B1-7 160 160 50 0.25→2.5 50 76 0.12 100 49.5 49.1 35.7 36.0 37 36,Zircaloy,recrystallized anneal,,tension test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.6,MPa,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_043_chunk3,Table,"Plug Diameter, mm; UTS, σB, kg/mm2; Elongation, δ, %; MD, mm; FD, mm; CD, mm; Loading Rate; Up to Proof Stress; Beyond Proof Stress",,,,tension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,mm,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_043_chunk4,table,"Longitudinal tension test, room, 33, 73.8, 63.1, 10.7, 68.6, 2.7",,,,Longitudinal tension test,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,618.6–723.0,MPa,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_043_chunk4,table,"Longitudinal tension test on split tube specimen, room temperature, 24, 83.6, 66.7, 16.9, 71.2, 4.2",,split tube specimen,,Longitudinal tension test,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,653.8–819.5,MPa,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_043_chunk4,table,"Ring tension test cut from the tube, room temperature, 14, 74.6, 69.0, 5.6, 72.2, 1.9",,tube,,Ring tension test,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,676.5–731.3,MPa,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_043_chunk5,table,"Modified Method to Eliminate Constraint Burst Pressure, 790 kg/cm2",,,,burst test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.46,MPa,,,,,,,,,0.35,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_043_chunk6,text,"Split-tube tension tests to obtain longitudinal elongation and ring tension tests to obtain circumferential elongation have been considered too, which would give somewhat different results from the current tube tension tests due to the difference in deformation modes.",,,,split-tube tension test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_043_chunk6,text,"At lower heating rates, the effects of oxidation self-stress on clad deformation and the increase in strain rate showed cracking of the specificial oxide at diametric increases of approximately 2 percent.",Zircaloy,clad,,LOCA experiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,s-1,,,,,2,%,,,,
