alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,corrosion,"Tubular samples of Zircaloy-4 clad, of the standard $1 7 \times 1 7$ PWR design, in the cold worked, stress relieved condition, with a mean wall thickness $\xi = 5 8 0 ~ \mu \mathrm { m }$ , and samples machined to reduce their wall thickness to 200 and $8 0 ~ \mu \mathrm { m }$ , respectively",measurement,,Abstract,machined,wall thickness,μm,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_015_chunk1,"cold worked, stress relieved condition",,mm,580.0,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,corrosion,samples machined to reduce their wall thickness to 200 and $8 0 ~ \mu \mathrm { m }$,measurement,,Abstract,machined,wall thickness,μm,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_015_chunk1,"cold worked, stress relieved condition",,mm,200.0,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,corrosion,samples machined to reduce their wall thickness to 200 and $8 0 ~ \mu \mathrm { m }$,measurement,,Abstract,machined,wall thickness,μm,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_015_chunk1,"cold worked, stress relieved condition",,mm,80.0,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,machined,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_015_chunk1,"cold worked, stress relieved condition",,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,machined,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_015_chunk1,"cold worked, stress relieved condition",,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,machined,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_015_chunk1,"cold worked, stress relieved condition",,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,machined,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_015_chunk1,"cold worked, stress relieved condition",,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,machined,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_015_chunk1,"cold worked, stress relieved condition",,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,machined,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_015_chunk1,"cold worked, stress relieved condition",,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,machined,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_015_chunk1,"cold worked, stress relieved condition",,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,machined,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_015_chunk1,"cold worked, stress relieved condition",,,,,
Zircaloy-4,{},,"{'temp_C': 623.0, 'medium': 'air', 'pressure_MPa': 0.101325, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 18072.0, 'atmosphere': 'air'}",29ea6c67be0f,1.0,corrosion,"have been oxidized in air at one bar pressure for exposure periods up to 753, 195 and 152 days, at temperatures of 623, 673 and $7 2 3 \ \mathrm { K }$ , respectively",condition,,Abstract,oxidized,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_015_chunk1,,oxidation,,,,
Zircaloy-4,{},,"{'temp_C': 623.0, 'medium': 'air', 'pressure_MPa': 0.101325, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 18072.0, 'atmosphere': 'air'}",29ea6c67be0f,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,oxidized,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_015_chunk1,,,,,,
