文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk1,abstract,Data from transverse and longitudinal specimens from 4 to 813 K were considered,zirconium,transverse and longitudinal,,tensile test,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk1,abstract,Data from transverse and longitudinal specimens from 4 to 813 K were considered,zirconium,transverse and longitudinal,,tensile test,,,,,,,,,,,,,,,,,,813,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk1,abstract,effects of a small 77 K prestrain on the 300 K deformation behavior,zirconium,,prestrain,tensile test,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk1,abstract,effects of a small 77 K prestrain on the 300 K deformation behavior,zirconium,,prestrain,tensile test,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk1,abstract,effect of composition on the deformation at an intermediate temperature (≅575 K),zirconium,,,tensile test,,,,,,,,,,,,,,,,,,575,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk1,abstract,At elevated temperatures (above 550 to 600 K) pure zirconium tends to exhibit single-stage behavior,pure zirconium,,,tensile test,,,,,,,,,,,,,,,,,,550,,,,,,,,,,,,,,single-stage,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk1,abstract,At elevated temperatures (above 550 to 600 K) pure zirconium tends to exhibit single-stage behavior,pure zirconium,,,tensile test,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,single-stage,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk1,abstract,Specimens in which kinking or twinning are significant factors showed multi-stage behavior,zirconium,,,tensile test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multi-stage,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk2,text,"Longitudinal and transverse cylindrical tensile specimens of commercial purity zirconium (C.P. Zr (a)), with gage sections $3 2 \mathrm { - } \mathrm { m m }$ long by $3 . 2 \ : \mathrm { m m }$ in diameter, were strained to fracture over the temperature range 4 to ${ \bf 8 1 3 \ K }$",C.P. Zr(a),cylindrical tensile specimens,,tensile,,,,,,,,,,,,,,,,,,-269.15,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk2,text,"Longitudinal and transverse cylindrical tensile specimens of commercial purity zirconium (C.P. Zr (a)), with gage sections $3 2 \mathrm { - } \mathrm { m m }$ long by $3 . 2 \ : \mathrm { m m }$ in diameter, were strained to fracture over the temperature range 4 to ${ \bf 8 1 3 \ K }$",C.P. Zr(a),cylindrical tensile specimens,,tensile,,,,,,,,,,,,,,,,,,539.85,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk2,text,"longitudinal tensile specimens of high purity iodide zirconium, commercial purity zirconium of a different analysis (C.P. Zr (b)), and a high oxygen zirconium were tested at approximately the same temperature (that is, 550, 550, and $5 9 5 ~ \mathrm { K }$ , respectively)",iodide zirconium,longitudinal tensile specimens,,tensile,,,,,,,,,,,,,,,,,,276.85,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk2,text,"longitudinal tensile specimens of high purity iodide zirconium, commercial purity zirconium of a different analysis (C.P. Zr (b)), and a high oxygen zirconium were tested at approximately the same temperature (that is, 550, 550, and $5 9 5 ~ \mathrm { K }$ , respectively)",high oxygen zirconium,longitudinal tensile specimens,,tensile,,,,,,,,,,,,,,,,,,321.85,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk2,text,the effect of small amounts of $7 7 ~ \mathrm { \bf K }$ prestrain on the room temperature stress-strain behavior of a longitudinal and a transverse specimen was analyzed,,longitudinal and transverse specimen,prestrain,stress-strain,,,,,,,,,,,,,,,,,,-196.15,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk2,Table 1,"Commercial Purity C.P. Zr(a), Longitudinal Rolled",C.P. Zr(a),Longitudinal Rolled,rolled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk2,Table 1,"Grain Size, μm 33",C.P. Zr(b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00027,s-1,,,,,,,,,33.0,μm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk3,table,C.P.(a) Longitudinal (from plate stock),C.P.(a) Zr,Longitudinal from plate stock,,tensile,,,,,,,,,,,,,,,,,,-269.15,,,,,,,,,,,,,,0.34,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_010_chunk4,text,transverse specimens at 77 and $4 \mathrm { \bf K }$ develop Stage 2 with an almost constant work hardening rate and accompanying small values of $\pmb { p }$ and $\pmb q$,zirconium,transverse,,stress-strain test,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,
