文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk1,text,Specimens of each material and others of interest were exposed to the coolant inside perforated fuel cans replacing fuel pins in otherwise standard SGHWR fuel clusters,Zircaloy-2,irradiated,irradiation,corrosion,,,,,,,,,,,,,,,,,,,SGHWR coolant,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk1,text,"After irradiation, specimens were decrudded chemically and weight gains were measured",Zircaloy-2,irradiated,post-irradiation,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,wt%,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk1,text,Hydrogen pick-up was found by hot vacuum degassing,Zircaloy-2,irradiated,post-irradiation,hydrogen analysis,,,,,,,,,,,,,,,,,,,,,,,,,vacuum,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk1,text,Weight gains from irradiations up to 531 effective full-power days (EFPD) generally show a reasonably linear correlation with the fast fluence to which they have been exposed,Zircaloy-2,irradiated,irradiation,corrosion,,,,,,,,,,,,,,,,,,,,,,,,531,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk1,text,There is a variation in corrosion rate between Zircaloy-2 materials of different histories; a quench treatment at the billet stage seems to be beneficial,Zircaloy-2,quenched,heat treatment,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk1,text,Metallographic examination of specimens and fuel cladding showed the presence of nodular corrosion after exposure in reactor in oxygenated water,Zircaloy-2,irradiated,irradiation,metallography,,,,,,,,,,,,,,,,,,,oxygenated water,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk1,text,"The SGHWR prototype was originally fitted with 102 pressure tubes in Zircaloy-2, produced by three different manufacturing routes, 4 tubes in Zircaloy-4 from two different routes, and 6 tubes in heat-treated Zr-2.5Nb",Zircaloy-2,pressure tube,fabrication,material characterization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk1,text,"the initial light hydrogen content of some materials was reduced by isotopic dilution with deuterium, normally at 800°C, followed by vacuum degassing and rapid cooling",,D2-washed,heat treatment,hydrogen analysis,,,,,,,,,,,,,,,,,,800.0,,,,,,,vacuum,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk1,text,"Specimens from pressure tube and similar material were machined in the form of ""gutters"" of 60 deg included angle, 76.2 mm (3 in.) long and 0.762 mm (30 mil) thick",,machined,machining,specimen preparation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk1,text,"Some of the materials were not preoxidized after pickling, others were preoxidized in water at 330°C for 8 days",,preoxidized,preoxidation,corrosion,,,,,,,,,,,,,,,,,,330.0,water,,,,,192.0,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk1,text,or in steam at 400°C for 3 days at approximately 6.9 MN/m2 (1000 psia),,preoxidized,preoxidation,corrosion,,,,,,,,,,,,,,,,,,400.0,steam,6.9,,,,72.0,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk2,Table 2,"Mean thermal powers: 2.94, 3.28, 3.23, 3.02 MW",,,irradiation,irradiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk2,text,"specimens were coated with a light brown, fairly loose crud",,irradiated,post-irradiation,visual inspection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk2,text,"decrudding, the latter being a standard treatment of 30- min exposure in alkaline permanganate (3 percent potassium permanganate (KMnO4), 20 percent sodium hydroxide (NaOH) at = 95%, followed by refluxing for 30 min in 6 N HCl and washing in water",,irradiated,decrudding,chemical treatment,,,,,,,,,,,,,,,,,,95,alkaline permanganate,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk2,text,Hydrogen analyses were performed on portions of the specimens by hot vacuum extraction and simultaneous mass spectrometric determination,,irradiated,post-irradiation analysis,hydrogen analysis,,,,,,,,,,,,,,,,,,,,,,,,,vacuum,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk2,text,"cold worked Zr-2.5Nb (Codes x and Y) was notable for spots, streaks, and patches",Zr-2.5Nb,cold worked,irradiation,visual inspection,"{'value': 97.5, 'unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk3,text,The accepted out-of-pile oxidation curve for Zircaloy-2 exposed at 280°C in pressurized water shows a linear post-transition rate of the order of 0.01 mg/dm²/d (mdd).,Zircaloy-2,,,oxidation,,,,,,,,,,,,,,,,,,280,pressurized water,,,,,,,,,,,,,,,,,,,,,0.01,mm/y,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk3,text,Some confirmation of this post-transition rate was obtained for specimens of main route Zircaloy-2 pressure tube and fuel cladding which were preoxidized at 330°C prior to exposure in the SGHWR steam drum. These settled down to give a mean extrapolated linear rate 0.0067 mdd in reasonable agreement with the accepted value.,Zircaloy-2,"pressure tube, fuel cladding",preoxidized at 330°C,oxidation,,,,,,,,,,,,,,,,,,330,SGHWR steam drum,,,,,,,,,,,,,,,,,,,,,0.0067,mm/y,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk3,text,The slope of the line is 8.89 mg/dm² per 10²⁰ neutrons (n)/cm²,Zircaloy-2,fuel cladding,preoxidized at 330°C,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.89,mg/dm²,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk3,text,for a nominal peak flux at the pressure tube of 3×10¹³ n/cm²/s an exposure of one day gives 0.0259×10²⁰ n/cm² so that the expected corrosion rate at this flux would be 0.23 mg/dm²/d,Zircaloy-2,pressure tube,,corrosion,,,,,,,,,,,,,,,,,,,,,,,30000000000000.0,24,,,,,,,,,,,,,,,,0.23,mm/y,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk3,text,"In the particular case of the fuel cladding preoxidized at 400°C, the slope of 13.65 mg/dm² per 10²⁰ n/cm² would indicate a corrosion rate at 3×10¹³ n/cm²/s flux of 0.35 mg/dm²/d",Zircaloy-2,fuel cladding,preoxidized at 400°C,corrosion,,,,,,,,,,,,,,,,,,,,,,,30000000000000.0,,,,,,,,,,,,,,,,,0.35,mm/y,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk3,text,The maximum oxide thickness observed metallographically after exposures to 531 EFPD is 57 μm,,,,metallography,,,,,,,,,,,,,,,,,,,,,,,,531,,,,,,,,,,,,,,,,57,μm,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk3,text,1-μm oxide is equivalent to 5 mg/dm²,,,,correlation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,mg/dm² per μm,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk3,Table 3,Zircaloy-2 Pressure Tube Route A 450°/14 db Worst Line 0.493 mdd,Zircaloy-2,Pressure Tube Route A,preoxidized at 450°C for 14 days,corrosion,,,,,,,,,,,,,,,,,,,,,,,30000000000000.0,,,,,,,,,,,,,,,,,0.493,mm/y,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk4,table,Unquenched Zircaloy-4 pressure tube,Zircaloy-4,pressure tube,unquenched,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,mm/y,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk4,text,"At fast flux of 2.5×10¹³ n/cm²/s (>1 MeV), 531 EFPD",,,,irradiation test,,,,,,,,,,,,,,,,,,,,,,,25000000000000.0,,,,,,,,,,,,,531.0,dpa,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk4,text,"most lie below 5 percent, especially for specimens corroded for 188 EFPD and above",,,,hydrogen pick-up test,,,,,,,,,,,,,,,,,,,,,,,,188.0,,,,,,,,,,,,,,,,5.0,wt%,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk4,text,Code A and M materials preoxidized at 450° for 14 days show much greater pick-up at about 30 percent,,,preoxidized at 450° for 14 days,hydrogen pick-up test,,,,,,,,,,,,,,,,,,450.0,,,,,,336.0,,,,,,,,,,,,,,,,30.0,wt%,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk4,text,These specimens now contain 3 to 4 times as much hydrogen as those preoxidized up to 400°C,,,preoxidized up to 400°C,hydrogen pick-up test,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk4,text,"fast flux 2.1 to 3.0×10¹³ n/cm²/s, >1 MeV",,fuel cladding,,irradiation test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000000000.0–30000000000000.0,dpa,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk4,text,The apparent initial sharp increase (at 63 EFPD) is shown by almost all materials,,,,hydrogen pick-up test,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk4,text,the highest result at 531 EFPD has been taken to define a worst long-term increase rate,,,,hydrogen pick-up test,,,,,,,,,,,,,,,,,,,,,,,,531.0,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk4,Table 4,Zircaloy-2 Pressure Tube Route A,Zircaloy-2,pressure tube,"Route A, 400°/3 d preoxidation",hydrogen pick-up test,,,,,,,,,,,,,,,,,,400.0,,,,,,72.0,,,,,,,,,,,,,,,,0.00069,mm/y,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk5,,further aging for a total of 72 h brings the corrosion rate down to the level typical of heat-treated material,Zr-2.5Nb,pressure tube,aged,corrosion,"{'value': 97.5, 'unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_021_chunk5,Fig. 8,"The variation with time exemplified by Fig. 8 appears to show a relatively sharp initial increase, followed by a much slower increase",,,,hydrogen pickup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,mm/y,,
