文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_043_chunk1,Abstract,Nodular corrosion characteristics of recrystallized Zircaloy-4 were investigated in static autoclave tests at 500°C and 10.3 MPa,Zircaloy-4,recrystallized,,autoclave corrosion,,,,,,,,,,,,,,,,,,500.0,static autoclave,10.3,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_043_chunk1,Abstract,"The roles of annealing temperature, cooling rate after beta-treating at 1050°C, cold work, and surface treatment in corrosion tests were correlated with the results of microstructural characterization",,,beta-treating,,,,,,,,,,,,,,,,,,,1050.0,,,,,,,,,,,,,,,,,,,,,,1050.0,°C,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_043_chunk1,Abstract,A good correlation was obtained between average size of intermetallic precipitates and weight gain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,increased,,250.0–700.0,nm,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_043_chunk1,Abstract,"Nodular corrosion characteristics and microstructures of commercial Zircaloy-2 cladding of fuel and gadolinia rods, obtained from several boiling water reactors (BWRs) after burnup of 11 to 30 MWd/kgU",Zircaloy-2,commercial cladding,,in-reactor,,,,,,,,,,,,,,,,,,,BWR,,,,,,,,,,,,,,,,,,,,,11.0–30.0,MWd/kgU,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_043_chunk1,Abstract,Partial amorphization of intermetallic precipitates in BWR Zircaloy-2,Zircaloy-2,,,in-reactor,,,,,,,,,,,,,,,,,,,BWR,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_043_chunk1,Abstract,dissolv all elements in PWR Zircaloy-4 cladding were observed,Zircaloy-4,cladding,,in-reactor,,,,,,,,,,,,,,,,,,,PWR,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_043_chunk1,Abstract,"For an intermetallic size range of 250 to 700 nm, nodular oxides were observed at 288°C",,,,,,,,,,,,,,,,,,,,,,288.0,,,,,,,,,,,,,,,,,,,,,,nodular,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_043_chunk1,Abstract,only thick uniform oxide was observed at 307°C,,,,,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,,,,,,uniform,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_043_chunk1,Introduction,In-reactor nodular corrosion is usually simulated in autoclave tests at 490 to 530°C,,,,autoclave corrosion,,,,,,,,,,,,,,,,,,,autoclave,,,,,,,,,,,,,,,,,,,,,490.0–530.0,°C,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_043_chunk1,Introduction,uniform corrosion has been investigated at 350 to 400°C,,,,uniform corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0–400.0,°C,,
