文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_002_chunk1,ix,Kroll Award PapeRS In-Reactor Deformation of Zirconium Alloy Components—R. A. HOLT 3,,,,In-Reactor Deformation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_002_chunk1,ix,"Influenc of Structure Changes in E110 Alloy Claddings on Ductility Loss under LOCA Conditions—S. A. NIKULIN, A. B. ROZHNOV, V. A. BELOV, N. V. LYASCHENKO, A. V. NIKULINA, AND A. G. MAL'gIN 53",E110 Alloy,Claddings,,LOCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_002_chunk1,ix,"Investigations of the Microstructure and Mechanical Properties of Prior $\mathbf { \nabla } \cdot \mathbf { \mathcal { B } }$ Structure as a Function of the Oxygen Content in Two Zirconium Alloys—A. STERN, J.-C. BRACHET, V. MAILLOT, D. HAMON, F. BARCELO, S. POISSONNET, A. PINEAU, J.-P. MARDON, AND A. LESBROS",Two Zirconium Alloys,Prior structure,,Investigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_002_chunk1,ix,"Experimental and Analytical Investigation of the Mechanical Behavior of High-Burnup Zircaloy-4 Fuel Cladding—R. S. DAUM, S. MAJUMDAR, AND M. C. BILLONE 119",Zircaloy-4,Fuel Cladding,High-Burnup,Investigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_002_chunk1,ix,"ffect of Local Hydride Accumulations on Zircaloy Cladding Mechanical Properties— A. HERMANN, S. K. YAGNIK, AND D. GAVILLET",Zircaloy,Cladding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_002_chunk1,ix,"Fracture Toughness of Hydrided Zircaloy-4 Sheet Under Through-Thickness Crack Growth Conditions—P. A. RAYNAUD, D. A. KOSS, A. T. MOTTA, AND K. S. CHAN",Zircaloy-4,Hydrided Sheet,,Fracture Toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_002_chunk1,ix,In-Pile Criteria for the Initiation of Massive Hydriding of Zr in Steam-Hydrogen Environment—I. A. EvDOKIMoV AND V. V. LIKHaNSKII,Zr,,,In-Pile,,,,,,,,,,,,,,,,,,,Steam-Hydrogen,,,,,,,,,,,,,,,,,,,,,,,,
STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_002_chunk1,ix,"Round-Robin Testing of Fracture Toughness Characteristics of Thin-Walled TubingS. K. YAGNIK, N. RAMASUBRAMANIAN, V. GRIGORIEV, C. SAINTE-CATHERINE, J. BERTSCH, R. ADAMSON, R.-C. KUO, S. T. MAHMOOD, T. FUKUDA, P. EFSING, AND B. C. OBERLÄNDER",,Thin-Walled Tubing,,Fracture Toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_002_chunk1,ix,Role of Twinning and Slip in Deformation of a Zr-2.5Nb Tube—Y. S. KIM,Zr-2.5Nb,Tube,,Deformation,"{'value': 97.5, 'unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_002_chunk2,1,"The verificatio process also needs to cover the dimensional changes during irradiation, e.g. irradiation induced growth and creep, and their effect on the pellet-cladding mechanical interaction (PCMI) behavior as well as the lift-off properties of the fuel rod.",,irradiated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
