文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk1,text,"Tensile, burst, and creep tests have been conducted at 320 to $4 0 0 ^ { \circ } C$ on Zircaloy tubing",Zircaloy,tubing,,"tensile, burst, creep",,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,320–400,°C,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk1,text,"Tensile, burst, and creep tests have been conducted at 320 to $4 0 0 ^ { \circ } C$ on Zircaloy tubing",Zircaloy,tubing,,"tensile, burst, creep",,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,320–400,°C,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk1,text,The main emphasis was placed on moderately stress-relieved tubing although tubing ranging from cold worked to fully recrystallized conditions also was investigated,Zircaloy,moderately stress-relieved tubing,stress-relieved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk1,text,tubing ranging from cold worked to fully recrystallized conditions also was investigated,Zircaloy,cold worked to fully recrystallized tubing,"cold worked, recrystallized",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk1,text,Creep rates are smaller under compressive stresses than under tensile stresses,Zircaloy,,,creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,MPa/min,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk1,text,"The steady state creep rate, however, shows a minimum for moderately stress-relieved material",Zircaloy,moderately stress-relieved,stress-relieved,creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk1,text,Burst elongation increases and yield strength decreases just at the onset of primary recrystallization,Zircaloy,primary recrystallization onset,recrystallization,burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk1,text,"changes in the microstructure, that is, the crystal recovery and the recrystallization effects in the temperature range 475 to $6 0 0 ^ { \circ } \mathrm { C }",Zircaloy,,"crystal recovery, recrystallization",,,,,,,,,,,,,,,,,,,475,,,,,,,,,,,,,,,,,,,,,,,,475–600,°C
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk1,text,"changes in the microstructure, that is, the crystal recovery and the recrystallization effects in the temperature range 475 to $6 0 0 ^ { \circ } \mathrm { C }",Zircaloy,,"crystal recovery, recrystallization",,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,475–600,°C
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk1,text,a strong creep anisotropy from uniaxial and closed-end creep testing as well as a strength differential could be found at $4 0 0 ^ { \circ } \mathrm { C },Zircaloy,,,creep,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk1,Fig. 1,"The tube specimen (outside diameter (OD) $1 0 . 7 5 \ \mathrm { m m }$ ,inside diameter (ID) $9 . 3 0 \ \mathrm { m m }$ ,length $1 2 0 \ \mathrm { m m } )$",Zircaloy,tube,,"creep, burst",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk2,Table 1,TABLE 1—Mechanical properties of tube species investigated (all in stress relieved condition).,,stress relieved,stress relieving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk3,Table 2,"Tube Species 1: Fr=0.760, Fθ=0.200, Arr=1.35, Aθθ=1.39, theoretical Arr=0.167, theoretical Aθθ=0.686, relative intensity=7.7",,tube,,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,,,,,0.76,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk4,Fig. 6,"In Fig. 6, results are shown for tube species ② as well as for recrystallized tube specimens.",,tube species ②,,burst test,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk4,Fig. 6,"In Fig. 6, results are shown for tube species ② as well as for recrystallized tube specimens.",,recrystallized,,burst test,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk4,Fig. 6,"Rate of stress increase 200 to 400 N/mm² min, 400°C",,,,burst test,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,200–400,MPa/min,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk4,Table 3,"Tube Species 0: Eg/er(α=0) Experimental 1.04, Theoretical 1.08; g/z(α=1) Experimental 3.17, Theoretical 1.82; Ez/r(α=∞) Experimental not determined, Theoretical 0.59",,Tube Species 0,,creep test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk5,text,we find from Fig. 10 that $\dot { \epsilon } _ { \theta } { } ^ { ( + ) } / \dot { \epsilon } _ { \theta } { } ^ { ( - ) } = 2 . 5$,,tube species 2,,creep,,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,2.5,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk5,text,n increases with stress according to the relation $n = 1 + ( \sigma / 1 0 0 ) ^ { 2 . 6 3 } ( \sigma \mathrm { i n } \mathrm { N } / \mathrm { m m } ^ { 2 } )$,,,,creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk6,text,Zircaloy-4 cladding tubes with commercially common fabrication parameters were annealed at different temperatures for $2 . 5 \ \mathrm { h }$ after the final reduction pass.,Zircaloy-4,cladding tubes,final reduction pass; annealing,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk6,text,"The materials were characterized as to microstructure using transmission electron microscopy, as to texture, and as to short-time mechanical behavior including burst testing under internal pressure at $4 0 0 ^ { \circ } \mathrm { C }$ $( \Delta p / \Delta t = 5 0 \mathrm { \ b a r / m i n }$ $4 0 0 ^ { \circ } \mathrm { C } ,$ closed ends).",Zircaloy-4,tubes,,burst testing,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk6,text,"Starting material Zircaloy-4, cold worked condition $( 6 5 \% )$ after the final reduction pass; commercially common fabrication process.",Zircaloy-4,cold worked,final reduction pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,%
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk6,text,"Annealing Stress relief or recrystallization annealing at 450, 500, 550, and $6 0 0 ^ { \circ } \mathbf { C }$ for $\mathbf { 2 . 5 \ h }$ each.",Zircaloy-4,,annealing,,,,,,,,,,,,,,,,,,,450.0,,,,,,2.5,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk6,text,"Annealing Stress relief or recrystallization annealing at 450, 500, 550, and $6 0 0 ^ { \circ } \mathbf { C }$ for $\mathbf { 2 . 5 \ h }$ each.",Zircaloy-4,,annealing,,,,,,,,,,,,,,,,,,,500.0,,,,,,2.5,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk6,text,"Annealing Stress relief or recrystallization annealing at 450, 500, 550, and $6 0 0 ^ { \circ } \mathbf { C }$ for $\mathbf { 2 . 5 \ h }$ each.",Zircaloy-4,,annealing,,,,,,,,,,,,,,,,,,,550.0,,,,,,2.5,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk6,text,"Annealing Stress relief or recrystallization annealing at 450, 500, 550, and $6 0 0 ^ { \circ } \mathbf { C }$ for $\mathbf { 2 . 5 \ h }$ each.",Zircaloy-4,,annealing,,,,,,,,,,,,,,,,,,,600.0,,,,,,2.5,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk6,text,"Creep condition stress: uniaxial: σ = 75, 98, 127 N/mm 2",Zircaloy-4,,,creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,MPa,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_033_chunk7,5,"In long time creep, the stress-relieved condition is the condition with the lowest strain.",,stress-relieved,,creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
