文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk1,abstract,A large number of Zircaloy-2 standard tube lots and tube lots beta-quenched in intermediate size were corrosion tested in steam at 490 to $5 1 5 ^ { \circ } \mathrm { C }$,Zircaloy-2,"standard tube lots, beta-quenched tube lots",beta-quenching,corrosion test,,,,,,,,,,,,,,,,,,490.0,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk1,abstract,A large number of Zircaloy-2 standard tube lots and tube lots beta-quenched in intermediate size were corrosion tested in steam at 490 to $5 1 5 ^ { \circ } \mathrm { C }$,Zircaloy-2,"standard tube lots, beta-quenched tube lots",beta-quenching,corrosion test,,,,,,,,,,,,,,,,,,515.0,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk1,abstract,specimens heat treated in the temperature range 675 to ${ 8 5 0 ^ { \circ } } \mathrm { C }$ were corrosion tested in steam at $5 0 0 ^ { \circ } \mathrm { C }$,Zircaloy-2,heat treated specimens,heat treatment,corrosion test,,,,,,,,,,,,,,,,,,500.0,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk1,abstract,"In the low susceptibility standard tube lot, the particles were smaller than in the high susceptibility lot",Zircaloy-2,standard tube lot,,microscopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk1,abstract,"The smallest particles were found in the beta-quenched lot, where no particles coarser than about $0 . 2 \ \mu \mathbf { m }$ could be seen",Zircaloy-2,beta-quenched lot,beta-quenching,microscopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,μm
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk1,abstract,"The coarsest particles, about $1 \ \mu \mathrm m$ , were observed after annealing at $7 5 0 ^ { \circ } \mathrm { C }$",Zircaloy-2,annealed specimens,annealing,microscopy,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,μm
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk1,abstract,which was the temperature showing a dramatic weight gain peak in $5 0 0 ^ { \circ } \mathrm { C }$ steam testing,Zircaloy-2,annealed specimens,annealing,corrosion test,,,,,,,,,,,,,,,,,,500.0,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk1,introduction,out-of-pile autoclave testing in steam at $5 0 0 ^ { \circ } \mathbf { C }$,Zircaloy-2,cladding tubes,,autoclave test,,,,,,,,,,,,,,,,,,500.0,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk1,materials,"Eight tube lots manufactured in accordance with conventional tube production methods and three Sandvik Betaclad2 lots were corrosion tested in steam at 490, 500, and $5 1 5 ^ { \circ } \mathrm { C }$ for $^ { 2 4 \mathrm { ~ h ~ } }$ at a pressure of $1 2 . 5 \mathrm { M P a }$",Zircaloy-2,"tube lots, Betaclad lots","conventional production, beta-quenching",corrosion test,,,,,,,,,,,,,,,,,,490.0,steam,12.5,,,,24.0,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk1,materials,"Eight tube lots manufactured in accordance with conventional tube production methods and three Sandvik Betaclad2 lots were corrosion tested in steam at 490, 500, and $5 1 5 ^ { \circ } \mathrm { C }$ for $^ { 2 4 \mathrm { ~ h ~ } }$ at a pressure of $1 2 . 5 \mathrm { M P a }$",Zircaloy-2,"tube lots, Betaclad lots","conventional production, beta-quenching",corrosion test,,,,,,,,,,,,,,,,,,500.0,steam,12.5,,,,24.0,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk1,materials,"Eight tube lots manufactured in accordance with conventional tube production methods and three Sandvik Betaclad2 lots were corrosion tested in steam at 490, 500, and $5 1 5 ^ { \circ } \mathrm { C }$ for $^ { 2 4 \mathrm { ~ h ~ } }$ at a pressure of $1 2 . 5 \mathrm { M P a }$",Zircaloy-2,"tube lots, Betaclad lots","conventional production, beta-quenching",corrosion test,,,,,,,,,,,,,,,,,,515.0,steam,12.5,,,,24.0,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk1,materials,tube samples from standard lot O and from Betaclad lot L were annealed in a laboratory vacuum furnace for $^ { 2 \mathrm { ~ h ~ } }$ at temperatures between 675 and $8 5 0 ^ { \circ } \mathrm { C }$,Zircaloy-2,tube samples,annealing,heat treatment,,,,,,,,,,,,,,,,,,675.0,,,,,,2.0,vacuum,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk1,materials,tube samples from standard lot O and from Betaclad lot L were annealed in a laboratory vacuum furnace for $^ { 2 \mathrm { ~ h ~ } }$ at temperatures between 675 and $8 5 0 ^ { \circ } \mathrm { C }$,Zircaloy-2,tube samples,annealing,heat treatment,,,,,,,,,,,,,,,,,,850.0,,,,,,2.0,vacuum,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk1,materials,Specimens from the heat treated tubes were autoclave tested in $5 0 0 ^ { \circ } \mathbf { C }$ steam for $^ { 2 4 \mathrm { ~ h ~ } }$ at a pressure of $\mathbf { 1 } 2 . 5 \ \mathbf { M P a }$,Zircaloy-2,heat treated tubes,annealing,autoclave test,,,,,,,,,,,,,,,,,,500.0,steam,12.5,,,,24.0,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk1,metallography,lot $\mathbf { G }$ samples for metallography were re-annealed at $5 6 5 ^ { \circ } \mathbf { C }$ for $^ { 2 \mathrm { ~ h ~ } }$,Zircaloy-2,lot G samples,re-annealing,heat treatment,,,,,,,,,,,,,,,,,,565.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk2,text,"At 800°C, there was a tendency to partial dissolution of the particles",Zircaloy-2,heat-treated at 800°C,annealing 2h,,,,,,,,,,,,,,,,,,,800,,,,,,2,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk2,text,Annealing at 850°C resulted in almost complete dissolution of particles and reprecipitation in former beta grains during subsequent cooling,Zircaloy-2,heat-treated at 850°C,annealing 2h,,,,,,,,,,,,,,,,,,,850,,,,,,2,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk2,text,"Zr-Cr-Fe type is hexagonal Zr(Cr,Fe)2 with lattice parameters a0=5.08 Å and c0=8.28 Å",Zircaloy-2,,,,"{'value': 1, 'unit': 'at%'}",,,"{'value': 0.5, 'unit': 'at%'}","{'value': 0.5, 'unit': 'at%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,0.508,nm,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk3,Table,"Standard Lot O 565 Zr(Fe,Cr)2 0.05-0.2",Standard Zircaloy-2,annealed,annealing,microstructure analysis,,,,,,,,,,,,,,,,,,565,,,,,,,,,,,,,,,,,,,,,,,,0.05–0.2,μm
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk3,Table,"Standard Lot 0 750 Zr(Fe,Cr)2 0.2-0.4",Standard Zircaloy-2,annealed,annealing,microstructure analysis,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,0.2–0.4,μm
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk4,Table 2,Standard Lot G Cr/Fe Ratio 1:1-1.5,Zircaloy,Standard,,chemical analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1–1.5,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk4,Table 2,Sandvik Betaclad Lot L Cr/Fe Ratio 1.2-1.4,Zircaloy,Sandvik Betaclad,,chemical analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2–1.4,,additional refinement,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_030_chunk4,Table 2,Sandvik Betaclad Lot L Annealing Temperature 750°C Cr/Fe Ratio 1.1-1.4,Zircaloy,Sandvik Betaclad,annealing,chemical analysis,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,,1.1–1.4,,,
