alloy_name,composition,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,irradiation_creep,Creep tests were carried out on specimens machined from heavily cold-worked Zircaloy-2 sheet material in both the rolling (longitudinal) and thickness (short-transverse) directions.,judgement,,p.117,machined,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,cold-worked,creep,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,machined,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,cold-worked,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,machined,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,cold-worked,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,machined,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,cold-worked,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,machined,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,cold-worked,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,machined,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,cold-worked,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,machined,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,cold-worked,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,machined,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,cold-worked,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,machined,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,cold-worked,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,elastoplastic_model,"The texture of the sheet was such that the majority of grains had basal-plane normals oriented 30 deg from the sheet-normal direction, and was independent of the metallurgical condition.",measurement,,p.117,,basal-plane normal orientation,deg,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,,texture analysis,°,30.0,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,irradiation_creep,In some tests the creep came to a complete stop after about 1000 h.,measurement,,p.117,,creep duration,h,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,,creep,h,1000.0,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,irradiation_creep,"Activation energy for creep determinations showed little variations with texture, but a very marked peaking in the strain-aging temperature range.",judgement,,p.117,,activation energy,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,,creep,,,,
Zircaloy-2,"{'Sn': {'value': 1.46, 'unit': 'wt%'}, 'Fe': {'value': 0.13, 'unit': 'wt%'}, 'Cr': {'value': 0.09, 'unit': 'wt%'}, 'Ni': {'value': 0.06, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,corrosion,"Sn 1.46, Fe 0.13, Cr 0.09, Ni 0.06 0.086",measurement,,Table 1,,,wt%,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,,,wt%,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,irradiation_creep,The creep tests were carried out in the range 100 to 350 C on both as-received (cold-worked) and annealed material.,judgement,,p.117,,,C,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,"cold-worked, annealed",creep,°C,,350.0,100.0
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,"cold-worked, annealed",,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,"cold-worked, annealed",,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,"cold-worked, annealed",,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,"cold-worked, annealed",,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,"cold-worked, annealed",,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,"cold-worked, annealed",,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,"cold-worked, annealed",,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,p.117,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,"cold-worked, annealed",,,,,
