文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,p.117,Creep tests were carried out on specimens machined from heavily cold-worked Zircaloy-2 sheet material in both the rolling (longitudinal) and thickness (short-transverse) directions.,Zircaloy-2,cold-worked,machined,creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,p.117,"The texture of the sheet was such that the majority of grains had basal-plane normals oriented 30 deg from the sheet-normal direction, and was independent of the metallurgical condition.",Zircaloy-2,,,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,°,,,1000.0,h,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,p.117,The creep tests were carried out in the range 100 to 350 C on both as-received (cold-worked) and annealed material.,Zircaloy-2,"cold-worked, annealed",,creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0–350.0,°C,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,p.117,"At high stresses (all temperatures) such that rupture occurred in under 1000 h, the longitudinal specimens showed higher creep rates than the short-transverse specimens.",Zircaloy-2,,,creep,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,p.117,"However, at lower stresses the texture had very little effect on creep either in cold-worked material throughout the temperature range investigated, or in annealed materials between 250 and 310 C.",Zircaloy-2,"cold-worked, annealed",,creep,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,p.117,In annealed materials tested at temperatures below 250 and above 310 C the longitudinal specimens had higher creep rates than the short-transverse ones.,Zircaloy-2,annealed,,creep,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,p.117,The material exhibited strong dynamic strain aging which reached maximum intensity around 300 C.,Zircaloy-2,,,strain aging,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,Table 1,Zircaloy-2 Cold-rolled~ Batch A . . . 50% after annealing at 800 C,Zircaloy-2,cold-rolled,annealing at 800 C,,,,,,,,,,,,,,,,,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,Table 1,Zircaloy-2 Cold-rolled~ Batch B. . . 40% after annealing at 760 C,Zircaloy-2,cold-rolled,annealing at 760 C,,,,,,,,,,,,,,,,,,,760.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk1,Table 2,Annealed. . . Longitudinal Hardness* VHN 158,Zircaloy-2,annealed,,hardness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.9,MPa,,,,,,,,,158.0,HV
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk2,table,T279. Transverse Cold-worked 300 30 0.41 2 600 0.62 1.7 × 10-7,Zircaloy-2,Cold-worked,,creep,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,0.41,%,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_004_chunk2,table,T309. Short-transverse Annealed 300 30 0.36 188 0.81 1.2 × 10-5,Zircaloy-2,Annealed,,creep,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,1.2e-05,h-1,,,,,,
