文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_004_chunk1,Table 1,BWR Outlet Temperature ~288,,,,,,,,,,,,,,,,,,,,,,,BWR,,,,,,,,,,,,,,,,,8.0,n/cm²/s,,,288.0,°C,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_004_chunk1,Table 1,PWR Outlet Temperature 310-330,,,,,,,,,,,,,,,,,,,,,,,PWR,,,,,,,,,,,,,,,,,101.0,n/cm²/s,,,310.0–330.0,°C,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_004_chunk1,Table 1,CANDU HWR Outlet Temperature 300,,,,,,,,,,,,,,,,,,,,,,,CANDU HWR,,,,,,,,,,,,,,,,,30000000000000.0,n/cm²/s,,,300.0,°C,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_004_chunk1,Table 1,BWR Pressure ~7,,,,,,,,,,,,,,,,,,,,,,,BWR,7.0,,,,,,,,,,,,,,,,,,,,7.0,MPa,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_004_chunk1,Table 1,PWR Pressure ~15,,,,,,,,,,,,,,,,,,,,,,,PWR,15.0,,,,,,,,,,,,,,,,,,,,15.0,MPa,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_004_chunk1,Table 1,CANDU HWR Pressure ~10,,,,,,,,,,,,,,,,,,,,,,,CANDU HWR,10.0,,,,,,,,,,,,,,,,,,,,10.0,MPa,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_004_chunk3,text,Johnson estimated to be ~12 μm based on analysis of advanced and experimental test reactor (ATR) and (ETR) data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,μm,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_004_chunk3,text,Zircaloy-2 specimens that were transferred from oxygenated conditions after developing 30-μm oxide films,Zircaloy-2,oxide film,prefilmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,μm,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_004_chunk3,text,Johnson [49] reported the basic nodule characteristics for Zircaloy-2 exposed to high-temperature high-pressure steam,Zircaloy-2,,,exposure test,,,,,,,,,,,,,,,,,,high,steam,high,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_004_chunk4,Fig. 1,"Schematic of oxidation processes in zirconium alloys. Z r ( ) _ { 2 } represents Z r ( C r , F e ) _ { 2 } intermetallic precipitates, which are more noble than zirconium.",,intermetallic precipitates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
