alloy_name,composition,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,0.9,hardening,$\beta$ quenching,,,529-38,$\beta$ quenching,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,0.9,elastoplastic_model,anisotropy,,,3-18,,anisotropy,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,0.9,corrosion,barrier layer,,,384-400,,barrier layer,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,0.9,irradiation_swelling,cavities,,,19-26,,cavities,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,0.9,irradiation_creep,channeling,,,583-93,,channeling,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,0.9,irradiation_creep,climb,,,19-26,,climb,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,0.9,corrosion,corrosion,,,269-81,,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,corrosion,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,0.9,corrosion,corrosion behavior,,,430-56,,corrosion behavior,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,0.9,corrosion,corrosion resistance,,,360-80,,corrosion resistance,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,0.9,elastoplastic_model,crack propagation,,,205-25,,crack propagation,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,0.9,irradiation_creep,creep,,,541-9,,creep,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,0.9,elastoplastic_model,crystallographic texture,,,529-38,,crystallographic texture,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,0.9,elastoplastic_model,cyclic behavior,,,405-27,,cyclic behavior,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,529-38,$\beta$ quenching,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,529-38,$\beta$ quenching,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,529-38,$\beta$ quenching,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,529-38,$\beta$ quenching,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,0.9,hardening,annealed,,,699-722,,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,annealed,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,699-722,,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,annealed,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,699-722,,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,annealed,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,699-722,,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,annealed,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,699-722,,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,annealed,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,699-722,,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,annealed,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,699-722,,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,annealed,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,699-722,,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,annealed,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': None, 'irradiation_dose': None, 'time': None}",b835d7a571cf,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,699-722,,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,annealed,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': 'BWR', 'irradiation_dose': None, 'time': None}",d6d0092ce16d,0.9,corrosion,BWR,,,303-24,,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': 'BWR', 'irradiation_dose': None, 'time': None}",d6d0092ce16d,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,303-24,,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
,{},"{'temperature': None, 'pressure': None, 'medium': 'BWR', 'irradiation_dose': None, 'time': None}",d6d0092ce16d,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,303-24,,,,STP1505-EB-Zirconium in the Nuclear Industry_15th Volume_047_chunk1,,,,,,
