alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
Zircaloy-2,"{'Zr': {'value': None, 'unit': 'wt%'}}",with a zirconium liner,"{'temperature': None, 'pressure': None, 'environment': None, 'irradiation_dose': None, 'strain_rate': None}",79ac92548122,0.9,,material: Zircaloy-2 with a zirconium liner,judgement,,Table 1,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_027_chunk1,,,,,,
Zircaloy-2,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'irradiation_dose': None, 'strain_rate': None}",79ac92548122,0.9,,Outside diameter: 9.5 ~ 17.0φ mm,measurement,,Table 1,,outside diameter,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_027_chunk1,,,mm,,17.0,9.5
Zircaloy-2,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'irradiation_dose': None, 'strain_rate': None}",79ac92548122,0.9,,wall thickness: 0.5 ~ 1.0 mm,measurement,,Table 1,,wall thickness,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_027_chunk1,,,mm,,1.0,0.5
zirconium liner,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'irradiation_dose': None, 'strain_rate': None}",79ac92548122,0.9,,liner thickness: 20 ~ 200 μm,measurement,,Table 1,,thickness,μm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_027_chunk1,,,mm,,200.0,20.0
Zircaloy-2,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'irradiation_dose': None, 'strain_rate': None}",79ac92548122,0.9,,length: maximum 4300 mm,measurement,,Table 1,,length,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_027_chunk1,,,mm,4300.0,,
,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'irradiation_dose': None, 'strain_rate': None}",79ac92548122,0.9,,sensor: internal coil of 0.8 mm,measurement,,Table 1,,sensor diameter,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_027_chunk1,,eddy current measurement,mm,0.8,,
,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'irradiation_dose': None, 'strain_rate': None}",79ac92548122,0.9,,revolution: 60 rpm,measurement,,Table 1,measurement,rotation speed,rpm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_027_chunk1,,,rpm,60.0,,
,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'irradiation_dose': None, 'strain_rate': None}",79ac92548122,0.9,,feeding rate: 20 ~ 100 mm/rev,measurement,,Table 1,measurement,feeding rate,mm/rev,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_027_chunk1,,,mm/rev,,100.0,20.0
,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'irradiation_dose': None, 'strain_rate': None}",79ac92548122,0.9,,measurements are performed with high accuracy to an order of 2 μm,measurement,,text,measurement,measurement accuracy,μm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_027_chunk1,,thickness measurement,mm,2.0,,
,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'irradiation_dose': None, 'strain_rate': None}",79ac92548122,0.9,,The automatic measurement of a tube takes 2 min,measurement,,text,measurement,measurement time,min,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_027_chunk1,,,min,2.0,,
