文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_013_chunk1,Abstract,The fracture toughness was estimated from single-edge notched specimens cut from three different orientations in slabs cold rolled to 20 and 40 percent reduction.,"Zircaloy-2, 2.5Nb zirconium",cold rolled,cold rolled to 20 and 40 percent reduction,fracture toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_013_chunk1,Abstract,In general the toughness decreased with hydrogen concentration—most rapidly in the first 100 ppm.,"Zircaloy-2, 2.5Nb zirconium",,,fracture toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0254,mm,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_013_chunk1,Abstract,"specimens of 40 percent cold-rolled zirconium-niobium alloy cut so that the hydride platelets (which tend to lie parallel to the rolling plane) were parallel to the specimen plane, showed no decrease in toughness even with 500 ppm hydrogen.",2.5Nb zirconium,40 percent cold-rolled,cold rolled 40 percent,fracture toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_013_chunk1,Introduction,The object of this work was to find what effect hydrogen concentrations up to 500 ppm had on the room-temperature fracture toughness of cold-rolled Zircaloy-2 and 2.5Nb zirconium alloy,"Zircaloy-2, 2.5Nb zirconium",cold-rolled,,fracture toughness,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_013_chunk1,Introduction,"single-edge notch specimens were cut from three orientations from slab which had been forged and hot rolled, and from slab which had been subsequently cold rolled to 20 and 40 percent reduction.","Zircaloy-2, 2.5Nb zirconium","forged and hot rolled, cold rolled","forged, hot rolled, cold rolled to 20 and 40 percent reduction",fracture toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_013_chunk1,Introduction,The 2.5Nb zirconium specimens were also tested in the quenched and aged condition.,2.5Nb zirconium,quenched and aged,quenched and aged,fracture toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_013_chunk1,Materials,2.5Nb ZirCoNIUM NQA . . . . water quenched after 15 min at 880 C; aged 24 h at 500 C during gaseous hydriding,2.5Nb zirconium,"water quenched, aged",water quenched after 15 min at 880 C; aged 24 h at 500 C during gaseous hydriding,,,,,,,,,,,,,,,,,,,880.0,,,,,,0.25,gaseous,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_013_chunk1,Materials,NC2 . . . . cold rolled 20 percent and held 24 h at 500 C during gaseous hydriding,2.5Nb zirconium,cold rolled 20 percent,cold rolled 20 percent and held 24 h at 500 C during gaseous hydriding,,,,,,,,,,,,,,,,,,,500.0,,,,,,24.0,gaseous,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_013_chunk1,Materials,NC4 . . . . cold rolled 40 percent and held 24 h at 500 C during gaseous hydriding,2.5Nb zirconium,cold rolled 40 percent,cold rolled 40 percent and held 24 h at 500 C during gaseous hydriding,,,,,,,,,,,,,,,,,,,500.0,,,,,,24.0,gaseous,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_013_chunk1,Materials,ZIRCALOY-2 ZF . . . . . . slowly cooled after 30 min at 760 C,Zircaloy-2,slowly cooled,slowly cooled after 30 min at 760 C,,,,,,,,,,,,,,,,,,,760.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,
