文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,Table 1,Mean Standard deviation 0.05 21 630 1 055 26 880 726 50 2.5,Zr-4,channel blank material,alpha-rolled,tensile,,,,,,,,,,,,,,,,,,315,,,0.000833,,,,,,,,,,,149.1,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,Table 1,Mean Standard deviation 0.005 19 270 1027 27 910 541 52 2.0,Zr-4,channel blank material,alpha-rolled,tensile,,,,,,,,,,,,,,,,,,315,,,8.33e-05,,,,,,,,,,,132.8,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk2,table,Longitudinal | 0.2% Yield Strength | Sn | +420 psi/1000 ppm,Zr-4,,,tensile,,"{'value': 1000, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.896,MPa/1000 ppm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk3,table,Forge at 1900°F (1038°C) to 4 in. by 22 in. by length,Zr-4,,forging,,,,,,,,,,,,,,,,,,,1038,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk3,table,Hot roll at 1450°F (788°C) to 1 in. by width by length,Zr-4,,hot rolling,,,,,,,,,,,,,,,,,,,788,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk3,table,Cold roll to 0.1 15 in. by width by lengtha,Zr-4,,cold rolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk3,table,Vacuum anneal 2 h at 1350°F (732°C),Zr-4,,annealing,,,,,,,,,,,,,,,,,,,732,,,,,,2,vacuum,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk3,text,4 pieces were annealed for 2 h at 900°F (482°C) before cold rolling to final size,Zr-4,,annealing,,,,,,,,,,,,,,,,,,,482,,,,,,2,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk3,text,"After the final anneal, 600°F (315°C) tensile properties, bend ductility, and preferred orientation data were determined",Zr-4,,annealing,tensile test,,,,,,,,,,,,,,,,,,315,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk3,text,Rolling of Zr-4 in the beta phase results in a preferred orientation that is significantly different from that obtained by alpha rolling,Zr-4,beta-rolled,rolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk4,1,The texture developed by beta rolling increases bend ductility in Zr-4 channel material,Zr-4,beta rolled,beta rolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
