alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,elastoplastic_model,Mean Standard deviation 0.05 21 630 1 055 26 880 726 50 2.5,mean,,Table 1,alpha-rolled,Yield Strength,psi,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,tensile,MPa,149.1,,
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,elastoplastic_model,Mean Standard deviation 0.05 21 630 1 055 26 880 726 50 2.5,standard_deviation,,Table 1,alpha-rolled,Yield Strength,psi,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,tensile,MPa,7.3,,
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,elastoplastic_model,Mean Standard deviation 0.05 21 630 1 055 26 880 726 50 2.5,mean,,Table 1,alpha-rolled,Ultimate Tensile Strength,psi,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,tensile,MPa,185.3,,
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,elastoplastic_model,Mean Standard deviation 0.05 21 630 1 055 26 880 726 50 2.5,standard_deviation,,Table 1,alpha-rolled,Ultimate Tensile Strength,psi,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,tensile,MPa,5.0,,
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,elastoplastic_model,Mean Standard deviation 0.05 21 630 1 055 26 880 726 50 2.5,mean,,Table 1,alpha-rolled,% Elongation,%,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,tensile,%,50.0,,
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,elastoplastic_model,Mean Standard deviation 0.05 21 630 1 055 26 880 726 50 2.5,standard_deviation,,Table 1,alpha-rolled,% Elongation,%,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,tensile,%,2.5,,
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,elastoplastic_model,Mean 0.05 20 320 29 363 50,mean,,Table 1,alpha-rolled,Yield Strength,psi,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,tensile,MPa,140.1,,
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,elastoplastic_model,Mean 0.05 20 320 29 363 50,mean,,Table 1,alpha-rolled,Ultimate Tensile Strength,psi,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,tensile,MPa,202.4,,
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,elastoplastic_model,Standard deviation 1 232 1 180 2.1,standard_deviation,,Table 1,alpha-rolled,Yield Strength,psi,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,tensile,MPa,8.5,,
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,elastoplastic_model,Standard deviation 1 232 1 180 2.1,standard_deviation,,Table 1,alpha-rolled,Ultimate Tensile Strength,psi,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,tensile,MPa,8.1,,
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 1,alpha-rolled,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,,,,,
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 1,alpha-rolled,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,,,,,
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 1,alpha-rolled,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,,,,,
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 1,alpha-rolled,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,,,,,
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 1,alpha-rolled,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,,,,,
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 1,alpha-rolled,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,,,,,
Zr-4,{},,"{'temp_C': 315, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 0.000833, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",045b13bfbd16,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 1,alpha-rolled,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_013_chunk1,channel blank material,,,,,
