文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk1,text,"It is shown that, to initiate an unstable fast fracture during operation of Zircaloy-2 pressure tubes used in the Steam Generating Heavy Water Reactor, a defect more than 4 in. long and having a depth 80 percent through the wall has to be present.",Zircaloy-2,pressure tube,operation,fracture study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.572,m,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk1,text,"The effect of hydrides oriented in both the circumferential and radial directions is discussed, and it is concluded that the hydrogen absorbed during a 30 year life should have no significant effect on the critical defect size.",Zircaloy-2,hydrided,30 year service,hydrogen effect study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk1,text,"Simlarly, it is shown that fast neutron damage will not have a deleterious effect on the critical defect size.",Zircaloy-2,irradiated,operation,neutron damage study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk1,text,"The pressure tubes pass through calandria tubes which are an integral part of the tank, and a carbon dioxide gas blanket between the pressure tubes and calandria tubes provides insulation and allows the moderator to be maintained at a low temperature (~80°C).",Zircaloy-2,pressure tube,operation,,,,,,,,,,,,,,,,,,,80.0,CO2 gas blanket,,,,,,CO2,,,,,,,,,80.0,°C,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk1,text,"with design and normal maximum operating pressures of 1050 psi and 965 psi, respectively",Zircaloy-2,pressure tube,operation,pressure test,,,,,,,,,,,,,,,,,,,,7.238,,,,,,,,,,,,7.238,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk1,text,"with design and normal maximum operating pressures of 1050 psi and 965 psi, respectively",Zircaloy-2,pressure tube,operation,pressure test,,,,,,,,,,,,,,,,,,,,6.653,,,,,,,,,,,,6.653,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk1,text,Typically at 300°C a design stress of 16 ksi may be compared with a tensile strength of 50 ksi,Zircaloy-2,unirradiated,design,tensile test,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,110.316,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk1,text,the strength at 300°C increasing to above 80 ksi [4],Zircaloy-2,irradiated,operation,tensile test,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,551.58,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk1,text,"The critical defect length for unirradiated, unhydrided tube under a hoop stress of 16 ksi was found to be 4 in., remaining approximately constant between ambient temperature and 300°C (design temperature)",Zircaloy-2,"unirradiated, unhydrided",critical crack length test,fracture test,,,,,,,,,,,,,,,,,,,,110.316,,,,,,,,,,,,,,,,,,,,,,101.6,mm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk1,text,"Tests carried out on prehydrided specimens have shown that at low temperatures the critical defect length is reduced by hydrogen, 200 ppm for example, reducing the critical length at ambient temperature to approximately 2 in.",Zircaloy-2,prehydrided,critical crack length test,fracture test,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,50.8,mm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk1,text,"Tests carried out on prehydrided specimens have shown that at low temperatures the critical defect length is reduced by hydrogen, 200 ppm for example",Zircaloy-2,prehydrided,critical crack length test,hydrogen effect study,,,,,,,,,,,,,,,"{'value': 200.0, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,200.0,ppm,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk1,text,Recent results obtained from corrosion monitoring specimens removed from the Winfrith SGHWR have indicated that the maximum hydrogen absorption during a 2000000 h life (30 years at 75 percent load factor) would be 260 ppm [7],Zircaloy-2,corrosion monitoring,2000000 h service,hydrogen absorption test,,,,,,,,,,,,,,,"{'value': 260.0, 'unit': 'ppm'}",,,,,,,,,2000000.0,,,,,,,,,,,,,,,,260.0,ppm,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk2,text,"Radial hydrides were observed to form below the deepest defects, (that is, 50 percent of the wall thickness)",Zircaloy-2,hydrided,hydriding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk2,text,defects with depths about 25 percent of the wall thickness resulted in only a small amount of radial hydride,Zircaloy-2,hydrided,hydriding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk2,Fig. 3,Figure 3 shows that the failure stress varies with the thickness of the ligament below the defect,Zircaloy-2,,,burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk2,text,"For failure at the Winfrith SGHWR design stress $( 1 6 \ k s \mathrm i )$ in a tube of 0.200-in. thickness, a defect depth of 0.158 in. was required at $2 7 0 \circ \mathbf C$",Zircaloy-2,,,burst,,,,,,,,,,,,,,,,,,270,,110.316,,,,,,,,,,,,4.01,mm,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk2,text,0.166 in. at ambient temperature,Zircaloy-2,,,burst,,,,,,,,,,,,,,,,,,25,,110.316,,,,,,,,,,,,4.22,mm,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk2,Fig. 4,Figure 4 shows the results of several tests carried out on 4. 1-in. diameter Zircaloy-2 tube,Zircaloy-2,sunk,sinking,burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk2,text,Figure 4 shows that for failure at $1 6 \mathrm { \ k s i }$ this very brittle material required a defect halfway through the wall at ambient temperature,Zircaloy-2,sunk,,burst,,,,,,,,,,,,,,,,,,25,,110.316,,,,,,,,,,,,50.0,%,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk3,text,cyclic growth rates are relatively low for all but the largest defects,,partial-thickness defects,spark machined,pressure cycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,%,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk3,text,only the most brittle specimens tested at ambient temperature failed when the defect depths were as low as 50 percent of the wall thickness,,partial-thickness defects,spark machined,pressure cycling,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,50,%,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk3,Fig. 5,"Effect of defect dimensions on growth rate of partial-thickness defects, pressure cycled to 16 ksi",,partial-thickness defects,spark machined,pressure cycling,,,,,,,,,,,,,,,,,,,,110.316,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk5,Table 1,"Initial cold test 1600 psi, 25°C",,,,Initial cold test,,,,,,,,,,,,,,,,,,25,,11.03,,,,,,,,,,,,,,,,,,,,3.61–4.57,mm,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk5,Table 1,"Initial hot test 1300 psi, 300°",,,,Initial hot test,,,,,,,,,,,,,,,,,,300,,8.96,,,,,,,,,,,,,,,,,,,,3.68–4.57,mm,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk5,Table 1,"Steam drum test 1600 psi, 50°C",,,,Steam drum test,,,,,,,,,,,,,,,,,,50,,11.03,,,,,,,,,,,,,,,,,,,,3.86–4.83,mm,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_032_chunk6,400-415,Sheet specimens have been irradiated at 50°C to a fast neutron fluence of 5.5×10¹⁹ neutrons/cm²,,sheet,irradiation,irradiation,,,,,,,,,,,,,,,,,,50,,,,,5.5e+19,,,,,,,,,,,,,,,5.5e+19,n/cm²,,,,
