文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_032_chunk1,text,The d-c resistivity tends to decrease with a decrease in the nodular corrosion resistance of the samples.,,,,impedance measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0–2.0,μm,0.5–0.7,μm
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_032_chunk1,text,All measurements in the present experiment were performed at room temperature.,,,,impedance measurement,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_032_chunk1,text,Urquhart et al. carried out in situ measurements of potential differences across growing oxide films under high pressure steam at 500°C,Zry-4,starting material (conventional process),,potential difference measurement,,,,,,,,,,,,,,,,,,500.0,high pressure steam,,,,,,,,,,,,,,,,,,,,,600.0–700.0,mV,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_032_chunk1,text,on the heat-treated materials (beta-quenched Zry-4) the observed potentials never exceeded a few millivolts.,Zry-4,beta-quenched,heat-treated,potential difference measurement,,,,,,,,,,,,,,,,,,500.0,high pressure steam,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_032_chunk1,text,"The present impedance measurement for thin oxide films on Zry-2, which was carried out in an electrochemical cell at room temperature after oxidation at 400°C for 12 h",Zry-2,,oxidized,impedance measurement,,,,,,,,,,,,,,,,,,25.0,electrochemical cell,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_032_chunk1,text,the beta-quenched material had the highest electrical resistivity,Zry-2,beta-quenched,,impedance measurement,,,,,,,,,,,,,,,,,,25.0,electrochemical cell,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_032_chunk1,text,oxide films formed at 500°C for 1 h,,,oxidized,,,,,,,,,,,,,,,,,,,500.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_032_chunk1,text,"Oxide thickness before sputtering was about 1 and 2 μm for samples oxidized at 400 and 475°C, respectively.",,,oxidized,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,1.0,μm,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_032_chunk1,text,"Oxide thickness before sputtering was about 1 and 2 μm for samples oxidized at 400 and 475°C, respectively.",,,oxidized,,,,,,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,,,,,,,,2.0,μm,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_032_chunk1,text,"six intermetallics (Zr₂Fe, Zr₃Fe₄Cr₂, Zr₁₀Fe₃Ni₂, Zr₄Sn, ZrCr₂, and 3Zr₂Ni) were prepared for corrosion and electrochemical tests.","Zr₂Fe, Zr₃Fe₄Cr₂, Zr₁₀Fe₃Ni₂, Zr₄Sn, ZrCr₂, 3Zr₂Ni",intermetallics,prepared,corrosion and electrochemical tests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_032_chunk2,1,"Existing models use empirically fitted correlations of weight gain (oxide thickness) as a function of local temperature [1], heat flux [2], processing history [3], irradiation effects [4,5], water chemistry { θ } , etc.",zirconium alloys,,,corrosion,,,,,,,,,,,,,,,,,,,water cooled nuclear reactor environments,,,,,,,,,,,,,,,,,,,,,,,,
