文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_025_chunk1,text,Zirconium and its alloys are both strain-rate sensitive and at times highly anisotropic,zirconium alloys,,,tension test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_025_chunk1,text,Other specimens showed a continuing lowering of yield strength with decreasing strain rate even at very low levels of strain rate,,,,tension test,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_025_chunk1,text,It has a structure of hexagonal alpha zirconium with a number of intermetallic compounds distributed in the matrix,Zircaloy-2,hexagonal alpha zirconium with intermetallic compounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_025_chunk1,text,"Ordinary processing develops a strong preferred orientation of the crystals (texture) and, in combination with the limited slip systems, causes strong anisotropy in properties measured by the tension test",Zircaloy-2,wrought,ordinary processing,tension test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_025_chunk1,text,"The H-1 has a 2-in. $( 5 \cdot \mathrm { c n } )$ gage length, a 1-in. $( 2 . 5 \mathrm { - c m } )$ width, and is 0.05 in. $( 1 . 3 ~ \mathrm { m m } )$ thick",,H-1 specimen,,tension test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_025_chunk1,text,"thin, wide specimens exhibit a lower yield strength than thick specimens",,thin wide specimens,,tension test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_025_chunk1,text,ultimate strength is affected little by rate of strain even over wide ranges,,,,tension test,,,,,,,,,,,,,,,,,,,,,wide ranges,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_025_chunk1,text,a specimen with a ratio of 3.3 averaged 4 percent lower ultimate strength at $6 0 0 \mathrm { { F } }$ than a specimen with a ratio of 20,,specimen with width-to-thickness ratio 3.3,,tension test,,,,,,,,,,,,,,,,,,316,,,,,,,,,,,,,,-4.0,%,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_025_chunk2,Fig. 4,FIG. 4—Strain-rate plot superimposed on the load-strain diagram for flat specimen tested at 600 F (316 C) and a constant cross-head speed of 0.05 in. /in. /min.,,,,tension test,,,,,,,,,,,,,,,,,,316,,,,,,,,,,,,,,0.0008333,s-1,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_025_chunk2,Fig. 5,H-1 has a specimen width of 1 in. (2.54 cm) and a thickness of 0.05 in. (1.3 mm),,flat specimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_025_chunk2,Fig. 5,"H-11 is the ASTM specimen 0.5 in. (1.27 cm) wide by the material thickness, 0.125 in. (3.2 mm) in this case",,ASTM specimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_025_chunk3,Table,"0.005 Strain Rate, Yield, psi, 47 500",,,,tension,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,327.5,MPa,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_025_chunk3,Table,"0.05 Cross-head Speed, Ultimate, Laboratory psi, 71 100",,,,tension,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,490.3,MPa,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_025_chunk4,abstract,first with Zircaloy-2,Zircaloy-2,,,autoclave test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
