文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_014_chunk1,text,"Zirconium alloys exposed to temperatures above 450°C in oxygencontaining atmospheres, will be subject to oxygen diffusion from the oxide layer into the metal.",zirconium alloys,,oxidation,,,,,,,,,,,,,,,,,,,450,oxygen-containing atmospheres,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_014_chunk1,text,An oxygen-enriched zone is formed having a lower ductility than the metal in the initial stage,zirconium alloys,oxygen-enriched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_014_chunk1,text,The uptake of oxygen by the metal and the thickness of the oxygen-enriched zone were measured as a function of oxidation time and temperature.,zirconium alloys,,oxidation,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_014_chunk1,text,"The use of zirconium alloys in nuclear engineering was initially restricted to water-cooled reactors, that is, to temperatures below 350°C",zirconium alloys,,,,,,,,,,,,,,,,,,,,,350,water,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_014_chunk1,text,interest also turned to the use of zirconium alloys in CO2-cooled reactors at temperatures above 350 and up to 600°C,zirconium alloys,,,,,,,,,,,,,,,,,,,,,600,CO2,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_014_chunk1,text,"The oxidation of zirconium and its alloys at temperatures above about 400°C is characterized not only by the formation of an oxide layer, which is already observed at lower temperatures, but also by the diffusion of oxygen out of the oxide layer into the metal underneath this layer which can dissolve oxygen up to 6.6 weight percent",zirconium alloys,,oxidation,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,6.6,wt%,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_014_chunk1,text,"Tests were conducted on specimens in their initial state, that is, as supplied by the manufacturer, and on specimens with increased oxygen content.",zirconium alloys,"initial state, increased oxygen content",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_014_chunk2,Fig. 2,This value increases to about 40 percent when the temperature is raised to $7 0 0 \mathrm { { c } }$,Zr1.6Cu,oxidized,oxidation,oxygen absorption,,,,,,,1.6,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,40,wt%,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_014_chunk2,Fig. 3,"At 550 and $6 0 0 \mathrm { { c } }$ , the oxygen-enriched zone is about twice as thick as the oxide layer",Zr2.5Cu,oxidized,oxidation,microhardness,,,,,,,2.5,,,,,,,,,,,550,,,,,,,,,,,,,,,,,,,,,,2,times,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_014_chunk2,Fig. 3,"At 550 and $6 0 0 \mathrm { { c } }$ , the oxygen-enriched zone is about twice as thick as the oxide layer",Zr2.5Cu,oxidized,oxidation,microhardness,,,,,,,2.5,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,2,times,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_014_chunk2,Fig. 4,At room temperature embrittlement occurs at oxygen contents higher than about 0.5 weight percent,Zr2.5Cu,oxygen-enriched,,tension,,,,,,,2.5,,,,,,,,,,,25,,,,,,,,,,,,,,0.5,%,,,,,,,,,0.5,wt%
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_014_chunk2,Fig. 4,The influence of the oxygen concentration on the total elongation decreases with increasing temperature,Zr2.5Cu,oxygen-enriched,,tension,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_014_chunk2,Fig. 4,"At $4 0 0 \mathrm { { C } }$ and above, the drop of total elongation is no longer detectable",Zr2.5Cu,oxygen-enriched,,tension,,,,,,,2.5,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,
