文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk1,text,the pretransition oxidation kinetics of the Zircaloys appear to be identical with those in neutral water,Zircaloy,oxide film,oxidation,corrosion test,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk1,text,in pH12 LiOH the time to transition is reduced,Zircaloy,oxide film,oxidation,corrosion test,,,,,,,,,,,,,,,,,,,LiOH,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk1,text,post-transition rates are increased over those in water,Zircaloy,oxide film,post-transition oxidation,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,μm,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk1,text,oxide films were formed on Zircaloy specimens in 573 K water and pH10–14.5 LiOH solutions (0.7 to 2.1×10^4 ppm Li) for times from 1-70 days,Zircaloy,oxide film,oxidation,corrosion test,,,,,,,,,,,,,,,,,,300,"water, LiOH",,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk1,text,"examined subsequently by optical and electron microscopy (EM), Fourier-transform infrared (FTIR) interferometry, impedance spectroscopy, and polarization in a fused nitrate/nitrite melt at 573 K",Zircaloy,oxide film,,"microscopy, FTIR, impedance spectroscopy, polarization",,,,,,,,,,,,,,,,,,300,fused nitrate/nitrite melt,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk1,text,specimens of fuel cladding that had been oxidized in pH 7 and 12 LiOH solutions (70 ppm Li at 633 K,Zircaloy,fuel cladding,oxidation,corrosion test,,,,,,,,,,,,,,,,,,360,LiOH,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk1,text,"all specimens corroded in LiOH solutions, even at low concentrations, exhibited enhanced electronic conductivity in the oxide",Zircaloy,oxide film,corrosion,conductivity measurement,,,,,,,,,,,,,,,,,,,LiOH,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk1,text,"The oxidation of Zircaloy-2 in high temperature water and dilute solutions of LiOH at 573 to 633 K follows an initially cubic [1,2] or quartic rate law",Zircaloy-2,oxide film,oxidation,corrosion test,,,,,,,,,,,,,,,,,,,"water, LiOH",,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk1,text,"Oxidation rates in water are largely independent of pH and many solutes, but are severely accelerated by LiOH at high (>13) pH",Zircaloy,oxide film,oxidation,corrosion test,,,,,,,,,,,,,,,,,,,LiOH,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk1,text,Most of the experiments were carried out on paddle-shaped specimens cut from a cold-rolled and annealed Zircaloy-2 sheet,Zircaloy-2,sheet,cold-rolled and annealed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk1,text,Specimens were oxidized in static stainless steel autoclaves of 2 L capacity at 573±2 K,Zircaloy-2,oxide film,oxidation,autoclave test,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk1,text,"The solutions used were pH7 water and pH10 14.5 LiOH solutions (0.7 to 2.1×10^4 ppm Li, with or without 200 psi (1.35 MPa) H2 overpressure",Zircaloy-2,oxide film,oxidation,corrosion test,,,,,,,,,,,,,,,,,,,"water, LiOH",1.35,,,,,H2,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk2,Table 1,TABLE 1—Weight gains of specimens oxidized in water and LiOH solutions at 573 K,,oxidized,oxidation,weight gain measurement,,,,,,,,,,,,,,,,,,300,water and LiOH solutions,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk2,Table 1,"Time (days) 1, Room temperature pH 7, 7.1±0.1(2)",,oxidized,oxidation,weight gain measurement,,,,,,,,,,,,,,,,,,300,water (pH 7),,,,,24,,,,,,,,,,,,,,,,7.0–7.2,mg/dm²,,
