文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_037_chunk1,abstract,Tension and burst tests were conducted on irradiated Zircaloy-4 charged with hydrogen,Zircaloy-4,"irradiated, hydrogen-charged",,tension test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0–673.0,K,,,,,,,,,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_037_chunk1,abstract,"fluence levels, 7 to 12 × 10²¹ n/cm² E > 0.821 MeV",Zircaloy-4,irradiated,irradiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e+21–1.2e+22,n/cm²,,,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_037_chunk1,abstract,"hydrogen concentrations, 50 to 400 ppm",Zircaloy-4,hydrogen-charged,hydrogen charging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0–400.0,ppm,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_037_chunk1,text,addition of hydrogen reduces the ductility of unirradiated Zircaloy,Zircaloy,unirradiated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_037_chunk1,text,addition of 700-ppm hydrogen had no effect on the uniform elongation,Zircaloy-4,hydrogen-charged,,tensile,,,,,,,,,,,,,,,,,,616.0,,,,,,,,,,,,,,13.6,%,,,,,,,,,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_037_chunk1,text,total elongation from 19.9 to 13.6% during tensile deformation at 616 K,Zircaloy-4,as-received,,tensile,,,,,,,,,,,,,,,,,,616.0,,,,,,,,,,,,,,19.9,%,,,,,,,,,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_037_chunk1,text,Zircaloy-2 sheet specimens were charged with up to 615-ppm hydrogen and fractured at room temperature,Zircaloy-2,hydrogen-charged,fracture,fracture,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,615.0,ppm,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_037_chunk1,text,60 to 85% loss of elongation during deformation at 293 K,Zircaloy-4,irradiated,deformation,,,,,,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,60.0–85.0,%,,,,,,,,,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_037_chunk2,text,"The specimens were tested at room temperature, 473, 573, and 673 K",Zircaloy-4,irradiated,,tension test,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_037_chunk2,text,"The specimens were tested at room temperature, 473, 573, and 673 K",Zircaloy-4,irradiated,,tension test,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,
