alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,0.7,,Zircaloy—Three Years after the Hearings—W. V. JoHNsToN 5,judgement,,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,0.7,elastoplastic_model,"Superplasticity of Zircaloy-4—M. BOCEK, P. HOFMANN, AND C. PETERSEN 66",judgement,,Introduction,,superplasticity,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,,,,,,
Beta-Zircaloy,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,0.8,corrosion,"Diffusion of Oxygen in Beta-Zircaloy and the High Temperature Zircaloy-Steam Reaction—R. E. PAWEL, R. A. PERKINS, R. A. MCKEE, J. V. CATHCART, G. J. YUREK, AND R. E. DRUSCHEL 119",judgement,,Introduction,,oxygen diffusion,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,,oxygen diffusion test,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': 'steam', 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",1be4ce078ca3,0.8,irradiation_swelling,Diameter Increases in Steam Generating Heavy Water Reactor Zircaloy Cans under Loss-of-Coolant Accident Conditions— K. M. ROSE AND E. D. HINDLE 24,judgement,,Introduction,,diameter increase,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cans,loss-of-coolant accident simulation,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': 'steam', 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",1be4ce078ca3,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cans,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': 'steam', 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",1be4ce078ca3,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cans,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': 'steam', 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",1be4ce078ca3,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cans,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': 'steam', 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",1be4ce078ca3,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cans,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': 'steam', 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",1be4ce078ca3,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cans,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': 'steam', 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",1be4ce078ca3,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cans,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': 'steam', 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",1be4ce078ca3,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cans,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': 'steam', 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",1be4ce078ca3,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cans,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,0.8,elastoplastic_model,"Rupture Characteristics of Zircaloy-4 Cladding with Internal and External Simulation of Reactor Heating-W. A. FIVELAND, A. R. BARBER, AND A. L. LOWE, JR. 36",judgement,,Introduction,,rupture characteristics,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cladding,reactor heating simulation,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,0.8,elastoplastic_model,"Deformation and Rupture Behavior of Zircaloy Cladding under Simulated Loss-of-Coolant Accident Conditions—H. M. CHUNG, A. M. GARDE, AND T. F. KASSNER 82",judgement,,Introduction,,deformation behavior,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cladding,loss-of-coolant accident simulation,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,0.8,elastoplastic_model,"Deformation and Rupture Behavior of Zircaloy Cladding under Simulated Loss-of-Coolant Accident Conditions—H. M. CHUNG, A. M. GARDE, AND T. F. KASSNER 82",judgement,,Introduction,,rupture behavior,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cladding,loss-of-coolant accident simulation,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,0.8,irradiation_creep,"Zircaloy Cladding Behavior during Irradiation Tests under PowerCooling-Mismatch Conditions—R. R. HOBBINS, G. R. SMOLIK, AND G. W. GIBSON 182",judgement,,Introduction,,cladding behavior,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cladding,irradiation test,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cladding,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cladding,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cladding,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cladding,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cladding,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cladding,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9b465c159787,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,cladding,,,,,
Zircaloy-4,{},,"{'temp_C': 'high', 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9e1eb71db70f,0.8,elastoplastic_model,High Temperature Strain Behavior of Zircaloy-4 and Zr-2.5Nb Fuel SheathS-C. E. L. HUNT AND D. E. FOOTE 50,judgement,,Introduction,,strain behavior,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,fuel sheath,high temperature strain test,,,,
Zircaloy-4,{},,"{'temp_C': 'high', 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9e1eb71db70f,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,fuel sheath,,,,,
Zircaloy-4,{},,"{'temp_C': 'high', 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9e1eb71db70f,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,fuel sheath,,,,,
Zircaloy-4,{},,"{'temp_C': 'high', 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9e1eb71db70f,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,fuel sheath,,,,,
Zircaloy-4,{},,"{'temp_C': 'high', 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9e1eb71db70f,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,fuel sheath,,,,,
Zircaloy-4,{},,"{'temp_C': 'high', 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9e1eb71db70f,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,fuel sheath,,,,,
Zircaloy-4,{},,"{'temp_C': 'high', 'medium': None, 'dpa': None, 'fluence': None, 'strain_rate': None, 'time_h': None}",9e1eb71db70f,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Introduction,,,,STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_001_chunk1,fuel sheath,,,,,
