文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk1,Table 1,TABLE 1-Chemical composition of Zirconium-4. a Analyses provided by the vendor.,Zircaloy-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,kW,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk1,text,This study was conducted on Zircaloy-4 tubing of two different lots having essentially the same composition and impurity content.,Zircaloy-4,tubing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk1,text,"The experimental specimens were 5.08–cm long tubes, with an inside diameter of 1.27 cm and a wall thickness of 0.08±0.006 cm.",Zircaloy-4,tube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8,mm,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk1,text,"End caps of Zircaloy-4, 0.08 cm thick, were electron-beam welded to the ends.",Zircaloy-4,end caps,electron-beam welding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,mm,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk1,text,The argon used in these experiments had a dew point of -96 C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,argon,,,,,,,,,,,,,,,-96.0,°C,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk1,text,The rate of steam flow was ~3.0 standard liters/min (1×10^{-4} 16/s) which was determined to be adequate for even the most rapid heating rates.,,,,,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,3.0,standard liters/min,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk1,text,The thermocouple measurement in an inert atmosphere was limited to about 1100 C because of the reaction between Pt and Zr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inert,,,,,,,,,1100.0,°C,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk1,text,this alloying did not occur in the steam atmosphere because of the formation of an oxide film on the Zircaloy which permitted temperature measurements to ~1700 C,Zircaloy,,,,,,,,,,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,1700.0,°C,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk3,text,A stress dependence (exponent n)of 3.97 and an activation energy (Q) of 78.5 kcal/mole for creep in Zircaloy-4 are indicated by this analysis,Zircaloy-4,,,creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk3,text,"In these experiments, heating rates from 0.1 to 240 C/s and internal helium pressures from 0.053 to 0.105 kg/mm² (75 to 150 psig) have been used",Zircaloy-4,tubing,,thermal excursion,,,,,,,,,,,,,,,,,,,steam,,,,,,steam,,,,,,,,,0.1–240.0,°C/s,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk3,Table 4,0.035 . . . 150.0 3.0 1 610 0.30,Zircaloy-4,tubing,,dynamic test,,,,,,,,,,,,,,,,,,,steam,0.035,,,,,steam,,,,,,,0.3,MPa,3.0,%,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk3,Table 4,0.040 . . . 0.3 12.5 1 475 0.30,Zircaloy-4,tubing,,dynamic test,,,,,,,,,,,,,,,,,,,steam,0.04,,,,,steam,,,,,,,0.3,MPa,12.5,%,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk3,Table 4,0.053 . . . 60.0 32.0 1 545 0.38,Zircaloy-4,tubing,,dynamic test,,,,,,,,,,,,,,,,,,,steam,0.053,,,,,steam,,,,,,,0.38,MPa,32.0,%,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk3,text,At pressures in excess of ~0.08 kg/mm² (115 psi) the tubes fail by ductile expansion when heating rates exceed a few tenths of a degree per second,Zircaloy-4,tubing,,thermal excursion,,,,,,,,,,,,,,,,,,,steam,0.08,,,,,steam,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk4,table,"He Pressure, kg/mm2 0.079 ... Heating Rate, deg C/s 10.0 ... Diametral Expansion, % 33.0 ... Maximum Temperature, deg C 1060 ... Effective Stress, kg/mm2 0.57",Zircaloy-4,tubing,internally pressurized,heating test,,,,,,,,,,,,,,,,,,1060,steam,0.079,,,,,steam,,,,,,,,,33.0,%,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk4,table,"He Pressure, kg/mm2 0.088 ... Heating Rate, deg C/s 0.1 ... Diametral Expansion, % 1.0 ... Maximum Temperature, deg C 1 060 ... Effective Stress, kg/mm2 0.64",Zircaloy-4,tubing,internally pressurized,heating test,,,,,,,,,,,,,,,,,,1060,steam,0.088,,,,,steam,,,,,,,,,1.0,%,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk5,3,"In steam, tubes pressurized at 0.06 kg/mm² (85 psig) fail by fracture at less than 34 percent expansion at heating rates up to 200 C/s",Zircaloy-4,tube,,dynamic test,,,,,,,,,,,,,,,,,,,steam,0.588,,,,,steam,,,,,,,,,34,%,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk5,4,"For tubes pressurized between 0.07 and 0.08 kg/mm² (100 and 115 psig), failure in steam occurred by either brittle fracture or ductile expansion",Zircaloy-4,tube,,dynamic test,,,,,,,,,,,,,,,,,,,steam,0.686,,,,,steam,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk5,4,"For tubes pressurized between 0.07 and 0.08 kg/mm² (100 and 115 psig), failure in steam occurred by either brittle fracture or ductile expansion",Zircaloy-4,tube,,dynamic test,,,,,,,,,,,,,,,,,,,steam,0.784,,,,,steam,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk5,Fig. 5,Appearance of typical Zircaloy-4 dynamic test specimen heated in steam at 90 C/s with internal pressure of 0.070 kg/mm². Specimen burst (failed by brittle fracture) at 1600 C,Zircaloy-4,tube,,dynamic test,,,,,,,,,,,,,,,,,,1600,steam,0.686,,,,,steam,,,,,,,1600,°C,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk5,Appendix,"activation energy for creep Q = 78,500 ± 8900 cal/mole",Zircaloy-4,,,creep test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.07–365.81,kJ/mole,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk6,ABSTRACT,A nuclear fuel-failure phenomenon prompted a study of the corrosion properties of the Zircaloy-2 fuel cladding.,Zircaloy-2,fuel cladding,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk6,ABSTRACT,"The principal studies were conducted at 400, 450, 475, and 500 C in steam at 1700 psig.",,,,corrosion,,,,,,,,,,,,,,,,,,400.0,steam,11.72,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk6,ABSTRACT,"The principal studies were conducted at 400, 450, 475, and 500 C in steam at 1700 psig.",,,,corrosion,,,,,,,,,,,,,,,,,,450.0,steam,11.72,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk6,ABSTRACT,"The principal studies were conducted at 400, 450, 475, and 500 C in steam at 1700 psig.",,,,corrosion,,,,,,,,,,,,,,,,,,475.0,steam,11.72,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk6,ABSTRACT,"The principal studies were conducted at 400, 450, 475, and 500 C in steam at 1700 psig.",,,,corrosion,,,,,,,,,,,,,,,,,,500.0,steam,11.72,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_019_chunk6,ABSTRACT,Materials tested were: five lots of Zircaloy-2; one lot of Ozhennite (Zr-0.2Sn-0.1Fe-0.1Ni-0.1Nb) and one lot of crystal bar zirconium.,Zircaloy-2,five lots,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
