alloy_name,composition,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
Zircaloy,{},"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,high,corrosion,The threshold value for brittle cracking in iodine is $1 0 ^ { - 6 } \ : \mathbf { g }$ iodine per square centimetre.,threshold,,text,,iodine threshold concentration,g/cm²,STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk1,,I-SCC standard test,g/cm²,1e-06,,
Zircaloy,{},"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,high,corrosion,iodine stress corrosion can be observed when the iodine concentration exceeds the $\mathbf { 1 0 ^ { - 6 } g / c m ^ { 2 } }$ order of magnitude,threshold,,text,,I-SCC occurrence threshold,g/cm²,STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk1,,I-SCC standard test,g/cm²,1e-06,,
Zircaloy,{},"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,high,corrosion,"three levels of iodine concentrations were selected $( 1 0 ^ { - 6 } , 3 \times 1 0 ^ { - 5 } ,$ and $\mathbf { 1 0 ^ { - 4 } g / c m ^ { 2 } } ,$",test parameter,,text,,iodine concentration,g/cm²,STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk1,,I-SCC standard test,g/cm²,1e-06,,
Zircaloy,{},"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,high,corrosion,"three levels of iodine concentrations were selected $( 1 0 ^ { - 6 } , 3 \times 1 0 ^ { - 5 } ,$ and $\mathbf { 1 0 ^ { - 4 } g / c m ^ { 2 } } ,$",test parameter,,text,,iodine concentration,g/cm²,STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk1,,I-SCC standard test,g/cm²,3e-05,,
Zircaloy,{},"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,high,corrosion,"three levels of iodine concentrations were selected $( 1 0 ^ { - 6 } , 3 \times 1 0 ^ { - 5 } ,$ and $\mathbf { 1 0 ^ { - 4 } g / c m ^ { 2 } } ,$",test parameter,,text,,iodine concentration,g/cm²,STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk1,,I-SCC standard test,g/cm²,0.0001,,
Zircaloy,{},"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk1,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk1,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk1,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk1,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk1,,,,,,
